stage,auc_mean,auc_std,auc_oof
0,0.5950620155038759,0.1107278138458851,0.5895316804407713
1,0.6008217054263566,0.1193356945440388,0.596636218645788
2,0.603108527131783,0.1144670975577343,0.6005509641873278
3,0.6112015503875969,0.1182321657643674,0.6095403798753081
4,0.6206744186046512,0.1121286293390625,0.6154849934754242
5,0.6407131782945736,0.0912434404368392,0.6317964332318398
6,0.5925503875968993,0.0821423470712936,0.5868493547919386
7,0.6209922480620154,0.0796456668354174,0.6115702479338843
8,0.6745581395348836,0.0758475441192484,0.6633318834275772
9,0.6741007751937984,0.0898214629061777,0.6673916195447296
10,0.7162480620155038,0.0885261522638216,0.7043642163259388
11,0.7113023255813953,0.0624914324997374,0.7101638393504422
12,0.7264883720930233,0.0679310229628289,0.7232854864433812
13,0.7404496124031008,0.0699830329604942,0.7398869073510222
14,0.7662558139534884,0.0536434870277722,0.7630129041612296
15,0.7649457364341086,0.0657691641862274,0.7613455125416848
16,0.7547984496124032,0.0419337887826531,0.7577207481513702
17,0.7346821705426356,0.0392090800965989,0.7382195157314775
18,0.7405581395348838,0.0598791553915519,0.7463389879657822
19,0.7200077519379846,0.0658319220182214,0.7287951283166595
20,0.7217286821705426,0.0719513636983803,0.7327098738581991
21,0.7145116279069768,0.0655590960310734,0.7221980571262868
22,0.7165426356589147,0.0727623112955836,0.7214006089604176
23,0.7219612403100776,0.0646878374590254,0.7251703639263448
24,0.7203333333333333,0.067435050890293,0.7209656372335799
25,0.715062015503876,0.0696819355435631,0.7124836885602436
26,0.7144883720930232,0.073629906554568,0.7075540089894158
27,0.7156124031007751,0.0694946838763519,0.7098738581992171
28,0.7201240310077519,0.0761665774153819,0.7156009859359141
