stage,auc_mean,auc_std,auc_oof
0,0.5,0.0,0.5
1,0.6144031007751938,0.0493018660697224,0.6088154269972451
2,0.6109922480620155,0.0806693260903094,0.6046107003044803
3,0.6153100775193799,0.1058915863665161,0.5986660867043642
4,0.5944651162790697,0.1059750609287384,0.5792373495722779
5,0.550674418604651,0.0829425761913366,0.5583587066840655
6,0.6048992248062015,0.0779730816002518,0.5984486008409454
7,0.6033410852713178,0.0533235095513521,0.6051906626069306
8,0.6176744186046512,0.0825152889486659,0.6099028563143396
9,0.664860465116279,0.0820476834922493,0.6558648687835291
10,0.6146821705426356,0.0835094925528439,0.620414673046252
11,0.6170852713178295,0.0888409242022626,0.6152675076120052
12,0.6169922480620156,0.0994677277132583,0.6169348992315499
13,0.6557829457364341,0.0953597598836101,0.6436131651442656
14,0.6677674418604651,0.0898247885534029,0.665506742061766
15,0.7247596899224805,0.0802456806854659,0.7174858634188778
16,0.7571317829457365,0.0685617217762732,0.7530810497317674
17,0.7711472868217053,0.0687470496933211,0.7657677250978687
18,0.7894496124031007,0.0667630203283252,0.7807017543859649
19,0.7762713178294574,0.0789896934566495,0.7731622444541105
20,0.770968992248062,0.0786707289195075,0.7677250978686385
21,0.7493488372093022,0.0703341086937372,0.7530085544439613
22,0.7516899224806202,0.0808774390459156,0.7572132811367261
23,0.7701627906976745,0.0752772109876613,0.7696824706394084
24,0.7565736434108528,0.074047303697736,0.7552559083659562
25,0.7658992248062015,0.0784538344912818,0.7617079889807163
26,0.7826899224806201,0.0849413403956792,0.7814629549079309
27,0.7906511627906976,0.0445846390212644,0.7890387124836886
28,0.7911860465116278,0.0470608886438571,0.792880962737422
