layer,auc_mean,auc_std,auc_oof
0,0.6826538227708492,0.0222366928875868,0.6794507850066624
1,0.688239944003589,0.0289153976905409,0.6892995770812815
2,0.679283671262924,0.0341218294737486,0.6802949671844869
3,0.6808289217574905,0.0235733503970809,0.6772575666034908
4,0.6961968511510837,0.0299617762669387,0.6950060830774578
5,0.7191599329751611,0.022747639467356,0.7193921888319663
6,0.7114829435515485,0.0311707286193341,0.713354631001349
7,0.7222204698520636,0.0410548748066506,0.7251359381595174
8,0.7358405577361938,0.0259752266518389,0.7352412954058282
9,0.7304233339462132,0.0231641990387235,0.7319473296531404
10,0.7629093991978818,0.0111675630226982,0.7650938945765433
11,0.7521348255427467,0.0230113605381382,0.7536312248090244
12,0.7575356558594698,0.0231155420327546,0.7598218941130709
13,0.7695570774769077,0.021241801407609,0.7712514586971454
14,0.7751276774244482,0.0371457347383385,0.7780835409304211
15,0.7769043867462194,0.0353679188854137,0.7813609540913868
16,0.783705823199158,0.0295873941769116,0.7847500972464765
17,0.7936982044658725,0.0176457583902022,0.7940526537942678
18,0.7806857974705089,0.0225072680836613,0.7822092744171419
19,0.7929495933096498,0.0152585114158921,0.7923311842551748
20,0.8077435790258709,0.022806183756765,0.808151323793523
21,0.8023403946038437,0.0403409120824504,0.8044394050998536
22,0.8032833441998836,0.0423779912887901,0.802535857051818
23,0.7932209753900864,0.0471245165073043,0.7944788830311107
24,0.8016532920763785,0.0336370873685124,0.8034296970048086
25,0.8186390173755447,0.0388973351773141,0.8153723919322667
26,0.8089039703358433,0.0364325329915372,0.8053166924611219
27,0.8232030450886768,0.041350082457968,0.8197339998510267
28,0.8198339795096222,0.0392763374444934,0.8157199963584298
29,0.8034486795668977,0.0294600436297677,0.8000777971810936
30,0.806137508477255,0.0330490470133811,0.8016544315426188
31,0.818398075226218,0.0257846938604442,0.8129639898367087
