layer,auc_mean,auc_std,auc_oof
0,0.6606434108527132,0.06288351642857745,0.6646367986080906
1,0.6589069767441861,0.04928897971578423,0.668479048861824
2,0.6438759689922481,0.05604941182842263,0.6550674206176599
3,0.6359147286821705,0.052331114263896146,0.6304190227635205
4,0.6354418604651163,0.047059030702414635,0.6374510656807306
5,0.6685658914728683,0.038646003816188816,0.6603595766275191
6,0.6384651162790698,0.05192905511578693,0.642960707554009
7,0.6029147286821706,0.050143723487870856,0.6072205306655067
8,0.6309612403100775,0.052062481818485946,0.6253443526170799
9,0.6360542635658915,0.07450956327566337,0.6248368856024359
10,0.6383953488372093,0.05869775222458675,0.6388284761490504
11,0.6030155038759689,0.04625236786978248,0.5960562563433377
12,0.6109224806201551,0.054548434981296356,0.6033782804117732
13,0.6119767441860465,0.07680498726871059,0.6032332898361608
14,0.6032945736434108,0.08203275708387207,0.593156444831086
15,0.5843565891472868,0.05827441511919726,0.5853269537480064
16,0.5695426356589147,0.03403856814183825,0.5710453820501669
17,0.5743720930232558,0.03824355104540776,0.5730752501087429
18,0.5716511627906977,0.04829673617416208,0.5722053066550674
19,0.5349069767441861,0.05609480158819026,0.530955487893287
20,0.5426279069767441,0.09400969997016406,0.5365376250543715
21,0.5515658914728683,0.06878004819965404,0.5397999130056547
22,0.5395891472868216,0.06674373407368417,0.5242134261273017
23,0.535015503875969,0.07790179164356598,0.5390024648397854
24,0.5257364341085271,0.08048646861622567,0.5213861099028563
25,0.5465271317829458,0.08214975823139904,0.5445121067130637
26,0.5034806201550388,0.1044160448113106,0.5105843120197187
27,0.536984496124031,0.08321238166710876,0.5413948093373931
28,0.5045503875968992,0.09373829065749226,0.514136581122227
29,0.5206434108527132,0.08272061604274039,0.527983181093229
30,0.5112248062015504,0.10286181026063829,0.5179063360881543
31,0.4774883720930233,0.0766755287594042,0.48158619689720167
