layer,auc_mean,auc_std,auc_oof
0,0.6586219238741773,0.03606353196703935,0.6385384949978251
1,0.6463800041152465,0.026410250861580012,0.6304915180513267
2,0.6159525899675244,0.05789567726492366,0.5975786573872699
3,0.5997182686377321,0.02777789566976661,0.5858344207626505
4,0.5938448555432312,0.026132340824970728,0.5845295055821372
5,0.6425586446543089,0.03393458617629687,0.6357836740611861
6,0.5947945172081708,0.01657199069843088,0.5950413223140496
7,0.5942990241868097,0.026770531495946513,0.5925039872408294
8,0.6135489927745477,0.03310622819147514,0.6025808322459041
9,0.5778124406727212,0.04565437357234175,0.5724227925184864
10,0.605177179730873,0.04618000557622035,0.5956212846165
11,0.5579140426110041,0.04642361360035661,0.5374800637958533
12,0.5643890859174595,0.055198833101030666,0.5450195737277078
13,0.5859398718508176,0.04541764361351517,0.5681455705379151
14,0.5754100240187019,0.054430687535425015,0.5599536030158039
15,0.5679049530791149,0.048194157385356436,0.5590111642743222
16,0.5557865946404348,0.08315094121769552,0.5377700449470785
17,0.5726060624479706,0.06702895601467854,0.551761635493693
18,0.538125831396924,0.07092048353827331,0.5192112512686675
19,0.5043995772257425,0.06607454239313768,0.5005799623024504
20,0.500933133755957,0.08044407422942246,0.5002174858634189
21,0.523802814273744,0.06822792443292687,0.5147890387124837
22,0.49276725222647233,0.07262603776809883,0.498767580107293
23,0.501389237121219,0.05502791997116257,0.494055386399884
24,0.48648577131637455,0.07139649717450958,0.4769464984775989
25,0.5169026086058242,0.06563188277020693,0.5110917790343628
26,0.4983176941128934,0.0803106224756548,0.4841235319704219
27,0.49754881482232804,0.06595252766399348,0.48680585761925477
28,0.4639434483372792,0.07591136410389417,0.46904451210671305
29,0.4612344291368379,0.08005492127502427,0.45621284616499924
30,0.4574774667974449,0.09081727112216777,0.4536030158039727
31,0.400063051093834,0.0837209303288329,0.3934319269247499
