clip,speaker,fold_s0,oof_s0,fold_s1,oof_s1,fold_s2,oof_s2,fold_s3,oof_s3,fold_s4,oof_s4
HC_ABLANDADA_0034.wav,34,4,0.9997879862785339,2,0.9999992847442627,4,0.9984388947486877,1,0.9998738765716553,0,0.9999879598617554
HC_PIDIO_0034.wav,34,4,0.9789347052574158,2,0.9998925924301147,4,0.2237417995929718,1,0.9959924817085266,0,0.9978540539741516
HC_BURRO_0034.wav,34,4,0.9999730587005615,2,0.9999998807907104,4,0.9999905824661255,1,0.9998196959495544,0,0.9999998807907104
HC_GANGA_0034.wav,34,4,0.9998534917831421,2,1.0,4,0.9999997615814209,1,0.9999570846557617,0,0.999998927116394
HC_MANGA_0034.wav,34,4,0.8638582825660706,2,0.9994294047355652,4,0.9940447211265564,1,0.9983729124069214,0,0.9994565844535828
HC_PERRO_0034.wav,34,4,0.9999998807907104,2,0.9999996423721313,4,0.9999998807907104,1,0.9999706745147705,0,0.9999743700027466
HC_SOMBRA_0034.wav,34,4,0.9991474151611328,2,0.9999861717224121,4,0.9998001456260681,1,0.9994631409645081,0,0.9996229410171509
HC_BARBAS_0034.wav,34,4,0.9945666790008545,2,0.9993927478790283,4,0.9079819321632385,1,0.9841508865356445,0,0.9986030459403992
HC_DIABLO_0034.wav,34,4,0.779512345790863,2,0.999502420425415,4,0.8915229439735413,1,0.17804256081581116,0,0.9986911416053772
HC_TOMAS_0034.wav,34,4,0.09250634908676147,2,0.9899917244911194,4,0.8296825289726257,1,0.333442747592926,0,0.28112784028053284
HC_CARMEN_0034.wav,34,4,0.9941018223762512,2,0.9999725818634033,4,0.9998759031295776,1,0.4025765657424927,0,0.9998444318771362
HC_CALLE_0034.wav,34,4,0.6889751553535461,2,0.997052788734436,4,0.1740766316652298,1,0.8569693565368652,0,0.5311406254768372
HC_PIDIO_0036.wav,36,2,0.739218533039093,0,0.5980419516563416,3,0.6218072175979614,3,0.9842292070388794,0,0.9876248836517334
HC_DIABLO_0036.wav,36,2,0.00010914193990174681,0,2.4822174964356236e-05,3,0.01169038750231266,3,0.00013026525266468525,0,0.0015138513408601284
HC_ABLANDADA_0036.wav,36,2,0.6098047494888306,0,0.09524909406900406,3,0.8471066355705261,3,0.9914336204528809,0,0.9957907795906067
HC_MANGA_0036.wav,36,2,0.001499329344369471,0,0.00014609767822548747,3,0.0905371755361557,3,0.06331977248191833,0,0.0013647141167894006
HC_TOMAS_0036.wav,36,2,0.005050084087997675,0,7.830421964172274e-06,3,0.4766373634338379,3,0.6775137186050415,0,0.23262891173362732
HC_CARMEN_0036.wav,36,2,3.211246075807139e-05,0,1.4468183735516504e-06,3,0.001236676936969161,3,0.00011018272198271006,0,0.0030216160230338573
HC_BARBAS_0036.wav,36,2,0.01530267484486103,0,0.004284935537725687,3,0.5924920439720154,3,0.01861204020678997,0,0.4006849229335785
HC_CALLE_0036.wav,36,2,0.00039116243715398014,0,2.8807900889660232e-05,3,0.07543250173330307,3,0.0404098741710186,0,0.18824942409992218
HC_BURRO_0036.wav,36,2,0.0006920458399690688,0,4.109991277800873e-05,3,0.7029517292976379,3,0.009138922207057476,0,0.415622740983963
HC_SOMBRA_0036.wav,36,2,0.030636686831712723,0,0.0029320870526134968,3,0.5279021263122559,3,0.026610486209392548,0,0.05706716328859329
HC_PERRO_0036.wav,36,2,0.1245572492480278,0,0.08211818337440491,3,0.23386535048484802,3,0.9258213639259338,0,0.5404406189918518
HC_GANGA_0036.wav,36,2,0.01410098560154438,0,0.0036435765214264393,3,0.9993734955787659,3,0.4071482717990875,0,0.7950292229652405
HC_SOMBRA_0045.wav,45,4,0.07148672640323639,3,0.0026292656548321247,0,0.2056640088558197,2,0.008161458186805248,4,0.0017769336700439453
HC_DIABLO_0045.wav,45,4,0.0007216683006845415,3,0.00046317785745486617,0,0.00260140304453671,2,0.001201400300487876,4,0.00013698983821086586
HC_CARMEN_0045.wav,45,4,0.821051836013794,3,0.9368930459022522,0,0.9981549382209778,2,0.8894332647323608,4,0.9731981754302979
HC_GANGA_0045.wav,45,4,0.014922644011676311,3,0.0019939590711146593,0,0.007222919724881649,2,0.0008871178142726421,4,0.010600748471915722
HC_BURRO_0045.wav,45,4,0.5862685441970825,3,0.1372058093547821,0,0.16485679149627686,2,0.17887955904006958,4,0.2160225659608841
HC_BARBAS_0045.wav,45,4,0.10499006509780884,3,0.15198616683483124,0,0.25077128410339355,2,0.002900379244238138,4,0.05057932063937187
HC_CALLE_0045.wav,45,4,0.011610640212893486,3,0.0013607005821540952,0,0.016159921884536743,2,0.0008541734423488379,4,0.001183832180686295
HC_ABLANDADA_0045.wav,45,4,0.968468964099884,3,0.4864072799682617,0,0.4944871664047241,2,0.5184803605079651,4,0.6618468165397644
HC_TOMAS_0045.wav,45,4,0.0023574300576001406,3,0.0007368676597252488,0,0.0016593175241723657,2,0.00039606817881576717,4,0.00355937029235065
HC_MANGA_0045.wav,45,4,0.1042616069316864,3,0.003109745914116502,0,0.020780840888619423,2,0.017875514924526215,4,0.012151267379522324
HC_PERRO_0045.wav,45,4,0.9835734963417053,3,0.009326259605586529,0,0.9769027233123779,2,0.0559728667140007,4,0.008656289428472519
HC_PIDIO_0045.wav,45,4,0.09304256737232208,3,0.006866674404591322,0,0.42098408937454224,2,0.07559608668088913,4,0.03760823979973793
HC_PIDIO_0048.wav,48,2,0.004956644959747791,2,0.011773431673645973,3,0.0007027353858575225,0,0.0021692963782697916,1,0.00013471899728756398
HC_ABLANDADA_0048.wav,48,2,0.39287635684013367,2,0.00023018079809844494,3,0.003436699043959379,0,0.007718460634350777,1,0.0007758729043416679
HC_CALLE_0048.wav,48,2,0.0017058791127055883,2,0.007669662591069937,3,0.002070170594379306,0,0.0002337637561140582,1,1.0217972885584459e-05
HC_MANGA_0048.wav,48,2,1.1734883628378157e-05,2,0.010946699418127537,3,0.0018298807553946972,0,0.029160231351852417,1,0.002601497108116746
HC_CARMEN_0048.wav,48,2,0.014134381897747517,2,0.6604901552200317,3,0.860661506652832,0,0.47572559118270874,1,0.2880474030971527
HC_BARBAS_0048.wav,48,2,0.03650274500250816,2,0.8058116436004639,3,0.6256120800971985,0,0.10047385841608047,1,0.006581118330359459
HC_GANGA_0048.wav,48,2,0.20923450589179993,2,0.08722612261772156,3,0.21615661680698395,0,0.048913635313510895,1,0.0007050440181046724
HC_TOMAS_0048.wav,48,2,0.22800999879837036,2,0.8428953886032104,3,0.6209469437599182,0,0.5178062915802002,1,0.00830204226076603
