clip,speaker,fold_s0,oof_s0,fold_s1,oof_s1,fold_s2,oof_s2,fold_s3,oof_s3,fold_s4,oof_s4
HC_ABLANDADA_0034.wav,34,2,0.9999979734420776,2,0.9999547004699707,0,0.9999997615814209,1,0.99989914894104,2,0.9999966621398926
HC_PIDIO_0034.wav,34,2,0.9955629110336304,2,0.8721615076065063,0,0.9999949932098389,1,0.9803141355514526,2,0.956479549407959
HC_BURRO_0034.wav,34,2,0.9999980926513672,2,0.9999954700469971,0,0.9999998807907104,1,0.9999668598175049,2,1.0
HC_GANGA_0034.wav,34,2,0.9999998807907104,2,0.9999892711639404,0,1.0,1,0.9978517293930054,2,0.9999992847442627
HC_MANGA_0034.wav,34,2,0.9899654388427734,2,0.9953808784484863,0,0.9998201727867126,1,0.9615703225135803,2,0.9930710196495056
HC_PERRO_0034.wav,34,2,0.9999985694885254,2,0.9998358488082886,0,1.0,1,0.9938350915908813,2,0.9999997615814209
HC_SOMBRA_0034.wav,34,2,0.9986293315887451,2,0.9993994235992432,0,0.9999752044677734,1,0.630083441734314,2,0.999946117401123
HC_BARBAS_0034.wav,34,2,0.9696272611618042,2,0.981331467628479,0,0.9999747276306152,1,0.8927699327468872,2,0.9988222718238831
HC_DIABLO_0034.wav,34,2,0.9896020293235779,2,0.9863682389259338,0,0.9999818801879883,1,0.9869028329849243,2,0.997905969619751
HC_TOMAS_0034.wav,34,2,0.8013267517089844,2,0.2064286470413208,0,0.9941874742507935,1,0.1909978687763214,2,0.25203248858451843
HC_CARMEN_0034.wav,34,2,0.9991081357002258,2,0.999675989151001,0,0.9977397918701172,1,0.9815966486930847,2,0.9999638795852661
HC_CALLE_0034.wav,34,2,0.8691373467445374,2,0.7739323377609253,0,0.990672767162323,1,0.5639685988426208,2,0.9928783774375916
HC_PIDIO_0036.wav,36,4,0.8824195265769958,0,0.9666884541511536,2,0.9942955374717712,0,0.9979687333106995,4,0.9989963173866272
HC_DIABLO_0036.wav,36,4,0.00443843612447381,0,0.0042871045880019665,2,0.0037215566262602806,0,0.004541582427918911,4,0.003059960203245282
HC_ABLANDADA_0036.wav,36,4,0.997984766960144,0,0.9998302459716797,2,0.9992929697036743,0,0.9998900890350342,4,0.9927042722702026
HC_MANGA_0036.wav,36,4,0.24624572694301605,0,0.24374434351921082,2,0.840140163898468,0,0.6456735730171204,4,0.6916172504425049
HC_TOMAS_0036.wav,36,4,0.7605335712432861,0,0.8874600529670715,2,0.6476746797561646,0,0.9325709342956543,4,0.7990299463272095
HC_CARMEN_0036.wav,36,4,0.8486309051513672,0,0.6828460693359375,2,0.9372454285621643,0,0.9968736171722412,4,0.5853176116943359
HC_BARBAS_0036.wav,36,4,0.8246397376060486,0,0.6342947483062744,2,0.9684715270996094,0,0.9921576976776123,4,0.8611862063407898
HC_CALLE_0036.wav,36,4,0.10091499984264374,0,0.07451993972063065,2,0.08822843432426453,0,0.06547220051288605,4,0.026459520682692528
HC_BURRO_0036.wav,36,4,0.25291022658348083,0,0.8254445195198059,2,0.6737471222877502,0,0.6456426382064819,4,0.8723360896110535
HC_SOMBRA_0036.wav,36,4,0.45865073800086975,0,0.1356940120458603,2,0.5900111794471741,0,0.7371857762336731,4,0.9878612756729126
HC_PERRO_0036.wav,36,4,0.9382420182228088,0,0.5341444611549377,2,0.9793969392776489,0,0.7896910309791565,4,0.9843820929527283
HC_GANGA_0036.wav,36,4,0.8350451588630676,0,0.3841058313846588,2,0.9840256571769714,0,0.9074528217315674,4,0.9601359367370605
HC_PIDIO_0048.wav,48,2,0.052199024707078934,1,0.001281112083233893,2,0.055218786001205444,4,0.22535811364650726,4,0.002595257479697466
HC_ABLANDADA_0048.wav,48,2,0.013720719143748283,1,0.09179915487766266,2,0.7224439978599548,4,0.013981626369059086,4,0.3099455237388611
HC_CALLE_0048.wav,48,2,0.0342760905623436,1,0.0002440361276967451,2,0.08819568157196045,4,0.07580704987049103,4,0.0007563827675767243
HC_MANGA_0048.wav,48,2,0.11278018355369568,1,9.687973215477541e-05,2,0.5967331528663635,4,0.017592238262295723,4,0.0003454753023106605
HC_CARMEN_0048.wav,48,2,0.9541603922843933,1,0.9355636239051819,2,0.9956082701683044,4,0.29566019773483276,4,0.9356592297554016
HC_BARBAS_0048.wav,48,2,0.4396320581436157,1,0.010375008918344975,2,0.7311220169067383,4,0.47312918305397034,4,0.015915164723992348
HC_GANGA_0048.wav,48,2,0.2058134227991104,1,0.0024546142667531967,2,0.6737422943115234,4,0.04166663810610771,4,0.004840595182031393
HC_TOMAS_0048.wav,48,2,0.9942817687988281,1,0.027403971180319786,2,0.9910474419593811,4,0.4749355614185333,4,0.0334283746778965
HC_DIABLO_0048.wav,48,2,0.18714767694473267,1,0.00210857973434031,2,0.43538209795951843,4,0.9489815831184387,4,0.01374575961381197
HC_PERRO_0048.wav,48,2,0.7519627809524536,1,0.001031054649502039,2,0.9352741837501526,4,0.5170320868492126,4,0.0011863455874845386
HC_BURRO_0048.wav,48,2,0.018232550472021103,1,0.0004683100269176066,2,0.107759490609169,4,0.014534233137965202,4,0.0031269064638763666
HC_SOMBRA_0048.wav,48,2,0.0028768524061888456,1,0.0002637842553667724,2,0.09737197309732437,4,0.05037979409098625,4,0.0040703448466956615
HC_PERRO_0049.wav,49,0,0.5533670783042908,1,0.09173613786697388,2,0.0033377124927937984,2,0.06452015042304993,4,0.1092102974653244
HC_BARBAS_0049.wav,49,0,0.10680294036865234,1,0.08111809194087982,2,0.0013079957570880651,2,0.00024422488058917224,4,0.04570043459534645
HC_TOMAS_0049.wav,49,0,0.05973079428076744,1,0.8728835582733154,2,0.06321244686841965,2,0.022617384791374207,4,0.41785216331481934
HC_CALLE_0049.wav,49,0,0.14888037741184235,1,0.27676016092300415,2,0.03238345682621002,2,0.29189902544021606,4,0.3054203391075134
HC_DIABLO_0049.wav,49,0,0.0333193875849247,1,0.018047165125608444,2,0.000668889086227864,2,0.0011144530726596713,4,0.013919954188168049
HC_BURRO_0049.wav,49,0,0.5000861287117004,1,0.42497140169143677,2,0.157663494348526,2,0.029207585379481316,4,0.21210095286369324
HC_CARMEN_0049.wav,49,0,0.187583327293396,1,0.7146152257919312,2,0.013549141585826874,2,0.0040181842632591724,4,0.8175601959228516
HC_MANGA_0049.wav,49,0,0.0009265494882129133,1,0.0025194340851157904,2,0.010827709920704365,2,0.04993866756558418,4,0.025377394631505013
HC_ABLANDADA_0049.wav,49,0,0.0003415430837776512,1,0.0005476021906360984,2,0.18297605216503143,2,0.011839283630251884,4,0.0009211760479956865
HC_SOMBRA_0049.wav,49,0,0.23894348740577698,1,0.019376885145902634,2,0.03958998620510101,2,0.004438246600329876,4,0.1820981353521347
HC_GANGA_0049.wav,49,0,0.0029696442652493715,1,0.002648430410772562,2,0.7589437365531921,2,0.13075466454029083,4,0.029085246846079826
HC_PIDIO_0049.wav,49,0,0.2651127874851227,1,0.18284830451011658,2,0.2891637980937958,2,0.1700069159269333,4,0.41086244583129883
