clip,speaker,fold_single,oof_single
HC_ABLANDADA_0034.wav,34,3,0.9999867677688599
HC_PIDIO_0034.wav,34,3,0.9642769694328308
HC_BURRO_0034.wav,34,3,0.9999767541885376
HC_GANGA_0034.wav,34,3,0.9999998807907104
HC_MANGA_0034.wav,34,3,0.9430718421936035
HC_PERRO_0034.wav,34,3,0.999968409538269
HC_SOMBRA_0034.wav,34,3,0.9854495525360107
HC_BARBAS_0034.wav,34,3,0.9914883375167847
HC_DIABLO_0034.wav,34,3,0.9974082112312317
HC_TOMAS_0034.wav,34,3,0.7350475192070007
HC_CARMEN_0034.wav,34,3,0.9983313679695129
HC_CALLE_0034.wav,34,3,0.7566248774528503
HC_PIDIO_0036.wav,36,2,0.9946224689483643
HC_DIABLO_0036.wav,36,2,0.05837382376194
HC_ABLANDADA_0036.wav,36,2,0.9915414452552795
HC_MANGA_0036.wav,36,2,0.9621050953865051
HC_TOMAS_0036.wav,36,2,0.9905383586883545
HC_CARMEN_0036.wav,36,2,0.8664854764938354
HC_BARBAS_0036.wav,36,2,0.7330368757247925
HC_CALLE_0036.wav,36,2,0.13988548517227173
HC_BURRO_0036.wav,36,2,0.8995790481567383
HC_SOMBRA_0036.wav,36,2,0.9300479292869568
HC_PERRO_0036.wav,36,2,0.6778461337089539
HC_GANGA_0036.wav,36,2,0.9526112675666809
HC_PIDIO_0048.wav,48,1,0.0006325723370537162
HC_ABLANDADA_0048.wav,48,1,0.009264436550438404
HC_CALLE_0048.wav,48,1,4.0532297134632245e-05
HC_MANGA_0048.wav,48,1,6.367019977915334e-06
HC_CARMEN_0048.wav,48,1,0.08682092279195786
HC_BARBAS_0048.wav,48,1,0.00979736540466547
HC_GANGA_0048.wav,48,1,0.0006004840251989663
HC_TOMAS_0048.wav,48,1,0.0027677209582179785
HC_DIABLO_0048.wav,48,1,0.0019005555659532547
HC_PERRO_0048.wav,48,1,0.0018200470367446542
HC_BURRO_0048.wav,48,1,0.0030855017248541117
HC_SOMBRA_0048.wav,48,1,0.0003199836064595729
HC_PERRO_0049.wav,49,0,0.0034908954985439777
HC_BARBAS_0049.wav,49,0,5.108641562401317e-05
HC_TOMAS_0049.wav,49,0,0.00697291549295187
HC_CALLE_0049.wav,49,0,0.2628485858440399
HC_DIABLO_0049.wav,49,0,9.167905955109745e-05
HC_BURRO_0049.wav,49,0,0.011788730509579182
HC_CARMEN_0049.wav,49,0,0.00901042576879263
HC_MANGA_0049.wav,49,0,0.020376741886138916
HC_ABLANDADA_0049.wav,49,0,0.011029782705008984
HC_SOMBRA_0049.wav,49,0,0.002719268901273608
HC_GANGA_0049.wav,49,0,0.09802567958831787
