clip,speaker,p_mac_seed0,p_mac_seed1,p_mac_seed2,p_mac_seed3,p_mac_seed4
AVPEPUDEAC0001_readtext.wav,AVPEPUDEAC0001,0.4243552735525604,0.4779684380252677,0.8572770955409565,0.4830335337743996,0.18057775877020904
AVPEPUDEAC0003_readtext.wav,AVPEPUDEAC0003,0.80966796241345,0.1325111085959848,0.9921581235469434,0.09842406558953394,0.37064037346777823
AVPEPUDEAC0004_readtext.wav,AVPEPUDEAC0004,0.240895558396123,0.033968893214266736,0.029189557228730567,0.9533018743179028,0.14442620518979
AVPEPUDEAC0005_readtext.wav,AVPEPUDEAC0005,0.0005342639304388024,0.05869309392771901,0.012841148317883515,0.03330682615818292,0.003089741443988604
AVPEPUDEAC0006_readtext.wav,AVPEPUDEAC0006,0.7615016519187632,0.4691626316535514,0.749477998313259,0.1538029737799677,0.6896242088775484
AVPEPUDEAC0007_readtext.wav,AVPEPUDEAC0007,0.005843633931129752,1.596993271841542e-05,0.0019888771979464995,0.0003702899309613745,0.0008202395585967797
AVPEPUDEAC0008_readtext.wav,AVPEPUDEAC0008,0.02438998259206847,0.14262824960081966,0.032483014361933425,0.11536876694745588,0.016302146794634237
AVPEPUDEAC0010_readtext.wav,AVPEPUDEAC0010,0.009285900906589628,0.030686351938095085,0.2771034815676299,0.18702276650658384,0.0005378165018660409
AVPEPUDEAC0011_readtext.wav,AVPEPUDEAC0011,0.22308179740980502,0.10464178829038417,0.713644118051804,0.018465340493323296,0.056577694164171674
AVPEPUDEAC0012_readtext.wav,AVPEPUDEAC0012,0.0564835145189055,0.09551792072178265,0.20828348820873543,0.00021134771701290697,0.8462513649152943
AVPEPUDEAC0013_readtext.wav,AVPEPUDEAC0013,0.998499326823885,0.9949279257818997,0.925099872908366,0.9976942741783078,0.987976457978828
AVPEPUDEAC0014_readtext.wav,AVPEPUDEAC0014,0.006649608054099977,0.0010550004010526474,0.021461151046032478,0.0023766713003671724,0.002210812745226888
AVPEPUDEAC0015_readtext.wav,AVPEPUDEAC0015,0.0018820845913463753,0.008649741514127457,0.022122250351447954,0.0022535241774895823,0.016721806917638832
AVPEPUDEAC0016_readtext.wav,AVPEPUDEAC0016,0.06904448126876159,0.15957904430754574,0.06589253591517916,0.009700905370202944,0.017605435023323908
AVPEPUDEAC0017_readtext.wav,AVPEPUDEAC0017,0.8349437143785832,0.7414427315498762,0.44098812008393506,0.7016322895196024,0.8755266977482425
AVPEPUDEAC0018_readtext.wav,AVPEPUDEAC0018,9.143326042728976e-06,0.002853459771032989,1.9679593628446335e-05,0.002346921186586613,2.2654325832857715e-05
AVPEPUDEAC0019_readtext.wav,AVPEPUDEAC0019,0.003948497587894114,8.320137339776875e-05,0.0016145471604832767,2.795278469706256e-07,0.0009414509823349076
AVPEPUDEAC0020_readtext.wav,AVPEPUDEAC0020,0.11529631073259314,0.04084844123794136,0.1874797170957079,0.0006661240606046211,0.015686768215310495
AVPEPUDEAC0021_readtext.wav,AVPEPUDEAC0021,0.0005031411679423805,0.004543325744925677,0.0001544696091668657,1.120233129856676e-05,0.05760771163239639
AVPEPUDEAC0022_readtext.wav,AVPEPUDEAC0022,0.0882537345615007,0.8846826067711765,0.05795580221585304,0.012364042301102036,0.05858029143811302
AVPEPUDEAC0023_readtext.wav,AVPEPUDEAC0023,0.022460708231290167,0.0004867442766978451,0.025359060085787973,0.10592330659614271,0.0036625906778586276
AVPEPUDEAC0024_readtext.wav,AVPEPUDEAC0024,0.007422070856155857,0.11207969787846948,0.21800079708009543,0.08095840579120159,0.015707696154065847
AVPEPUDEAC0025_readtext.wav,AVPEPUDEAC0025,0.02447399528984783,0.00011677643180936155,0.0936039787887879,0.03518196542583857,0.04140810065629986
AVPEPUDEAC0026_readtext.wav,AVPEPUDEAC0026,0.07094483738379706,0.2519602605801181,0.6253358891241637,0.17451792918045472,0.13116260784296524
AVPEPUDEAC0027_readtext.wav,AVPEPUDEAC0027,0.1830033891506359,0.0031094485326833158,0.23105434996956298,0.09905720919033152,0.5717454721643611
AVPEPUDEAC0028_readtext.wav,AVPEPUDEAC0028,0.9999419178372967,0.9998939426326497,0.9999975237746872,0.9999943746247307,0.9999962604051684
AVPEPUDEAC0029_readtext.wav,AVPEPUDEAC0029,1.7803775617189085e-05,0.006575614032376972,0.36516500288268405,0.8314224034508995,0.08170444984002495
AVPEPUDEAC0030_readtext.wav,AVPEPUDEAC0030,2.552768956002058e-05,1.0634170084542437e-05,8.155009591507845e-07,0.4807478923125642,0.00012517180196640424
AVPEPUDEAC0031_readtext.wav,AVPEPUDEAC0031,0.0002587650482074195,0.0023360219809900884,0.000744856644305633,0.0006882305704233846,6.940176791229532e-05
AVPEPUDEAC0033_readtext.wav,AVPEPUDEAC0033,1.8172897456986606e-05,2.430951584012825e-05,3.4257279186986757e-07,1.8091524997306542e-06,3.362929948785524e-06
AVPEPUDEAC0034_readtext.wav,AVPEPUDEAC0034,2.972433461210679e-05,0.9174008891597879,0.0037382324383036895,0.19476294644413714,0.008488265938596824
AVPEPUDEAC0035_readtext.wav,AVPEPUDEAC0035,6.153457981306998e-05,1.559208711113789e-05,0.0008494997159822062,6.095756225894131e-05,0.0006573641425973927
AVPEPUDEAC0037_readtext.wav,AVPEPUDEAC0037,0.1777395430225112,0.0009410328856043552,0.3425972265417858,0.05968985548295361,0.0005421308810559458
AVPEPUDEAC0039_readtext.wav,AVPEPUDEAC0039,0.021527900741540085,0.19020009990677533,0.1038471668598979,0.1079308700052298,0.0026157496495320103
AVPEPUDEAC0040_readtext.wav,AVPEPUDEAC0040,0.007254205387023745,0.00010206997762017294,0.0011108262062590449,0.0006361879837203373,0.008915594016702137
AVPEPUDEAC0041_readtext.wav,AVPEPUDEAC0041,0.006607022407983591,0.02419283176811234,0.002524310236132816,0.0007655754703681571,0.028291707799336627
AVPEPUDEAC0042_readtext.wav,AVPEPUDEAC0042,0.0002454182893688653,1.9244991548629218e-05,2.944150982853265e-06,2.3778569812195177e-06,2.3581658317462575e-05
AVPEPUDEAC0043_readtext.wav,AVPEPUDEAC0043,0.01894111288841123,0.0013612653709354683,0.003310380656532253,0.0006065265089555304,0.0048384184908433206
AVPEPUDEAC0044_readtext.wav,AVPEPUDEAC0044,0.0010078477964213588,0.010553815172370067,0.0006022287524909561,0.007126187999684251,0.0005559149060384246
AVPEPUDEAC0045_readtext.wav,AVPEPUDEAC0045,4.524501213689005e-06,0.002307685431080572,3.3838954528187655e-05,7.447510000975936e-07,5.1955845239239256e-05
AVPEPUDEAC0046_readtext.wav,AVPEPUDEAC0046,2.4987879782040095e-06,9.13662024903276e-06,0.00013897291638166143,0.00015853486866908352,0.001151701762468472
AVPEPUDEAC0047_readtext.wav,AVPEPUDEAC0047,0.002004050109068874,0.005228117901370906,0.023088711969625003,0.013476837033356887,0.035131819047129524
AVPEPUDEAC0048_readtext.wav,AVPEPUDEAC0048,0.001071347154670604,0.0003127676131837975,0.0001361771139177247,3.851692846603013e-05,5.786216860816143e-05
AVPEPUDEAC0049_readtext.wav,AVPEPUDEAC0049,0.00012635271050242075,6.247722419484906e-06,3.813889504080707e-05,1.2703278383416551e-07,1.0837981236368481e-05
AVPEPUDEAC0050_readtext.wav,AVPEPUDEAC0050,1.4566541515091407e-05,1.6292928380613109e-06,1.841243132640061e-06,4.650733544000306e-05,2.2733487817782073e-05
AVPEPUDEAC0051_readtext.wav,AVPEPUDEAC0051,0.00011533965583011722,0.0012903174895259164,0.0002607672967891322,0.0014391367001037338,0.0021854323030234407
AVPEPUDEAC0052_readtext.wav,AVPEPUDEAC0052,0.0027800602543972376,0.01745721973460765,0.0038407970532343886,0.00015628256159003123,0.004958876477581356
AVPEPUDEAC0053_readtext.wav,AVPEPUDEAC0053,0.00024813878223186,6.290782920808041e-06,2.2660321074203757e-05,1.1364775049267604e-05,1.2097275150298052e-06
AVPEPUDEAC0054_readtext.wav,AVPEPUDEAC0054,0.0027605714090682275,0.00023127389186875367,4.594109248105775e-08,3.7514103904746095e-06,1.3651519677577476e-06
AVPEPUDEAC0057_readtext.wav,AVPEPUDEAC0057,2.517511070594509e-06,0.0002489384752487279,1.0726683897974317e-05,7.684927235320395e-07,9.770008198880349e-05
AVPEPUDEA0001_readtext.wav,AVPEPUDEA0001,0.9924015410574106,0.9631166749906831,0.9861255046992661,0.932881568577366,0.9887610804823378
AVPEPUDEA0002readtext.wav,AVPEPUDEA0002,0.981493179885716,0.007887279564552024,0.9991367785623012,0.01811757457901117,0.35491977945819586
AVPEPUDEA0003_readtext.wav,AVPEPUDEA0003,0.9998955376626827,0.9990734930580314,0.9999999992972248,0.962212598785068,0.9999999992030764
AVPEPUDEA0005_readtext.wav,AVPEPUDEA0005,0.9999999977098264,0.9999999999138671,0.999999998395658,0.9999999998093827,0.9999999757359345
AVPEPUDEA0006_readtext.wav,AVPEPUDEA0006,0.9999962048255207,0.9971457004329504,0.9999842658524483,0.9999906406434813,0.999998034828223
AVPEPUDEA0007_readtext.wav,AVPEPUDEA0007,0.9999655358662991,0.9999656418805319,0.9999844427824517,0.9996257250743321,0.999997510462641
AVPEPUDEA0008_readtext.wav,AVPEPUDEA0008,0.9966188158959758,0.9878181573084496,0.8818257058587313,0.938975478211118,0.9991074357926343
AVPEPUDEA0009_readtext.wav,AVPEPUDEA0009,0.9997094436248269,0.9999999278628141,0.999967990382271,0.9999843117282419,0.997940405272685
AVPEPUDEA0010_readtext.wav,AVPEPUDEA0010,0.7408317502998824,0.46797813299846464,0.9137009973446903,0.9640310998925852,0.9092112647970251
AVPEPUDEA0011_readtext.wav,AVPEPUDEA0011,0.06246287531387406,0.0010268383563647615,0.026871990252560304,0.0061784498104965665,0.02261015246199338
AVPEPUDEA0013_readtext.wav,AVPEPUDEA0013,0.9546930604561394,0.25869919205163816,0.9707748954076527,0.9068282104444276,0.7662802357319812
AVPEPUDEA0014_readtext.wav,AVPEPUDEA0014,0.9999989258472967,0.9999999997435485,0.999999812236793,0.9999999133017572,0.9999999095625758
AVPEPUDEA0015_readtext.wav,AVPEPUDEA0015,0.9978130714116457,0.993197984247206,0.993135772769904,0.9992996246197321,0.9982839955121372
AVPEPUDEA0016_readtext.wav,AVPEPUDEA0016,0.9998379605143741,0.9999999965913722,0.9885845479945328,0.999935612387484,0.9999875915288129
AVPEPUDEA0017_readtext.wav,AVPEPUDEA0017,0.9985488652127015,0.9926042626985936,0.9990886409022083,0.9583266820661636,0.9980755356996016
AVPEPUDEA0020_readtext.wav,AVPEPUDEA0020,0.9999974585376088,0.936702750633531,0.9022421466802878,0.9999628117674434,0.9999988466058665
AVPEPUDEA0021_readtext.wav,AVPEPUDEA0021,0.999939442583381,0.97528179931813,0.9976871433458109,0.9529603647968589,0.9999199977998448
AVPEPUDEA0022_readtext.wav,AVPEPUDEA0022,0.9739595938255258,0.946227740096659,0.9995097952630974,0.3917477897116536,0.052578580586609455
AVPEPUDEA0023_readtext.wav,AVPEPUDEA0023,0.9325405668777446,0.9633111089699176,0.9968624841534599,0.7823676899020372,0.9635364200923415
AVPEPUDEA0024_readtext.wav,AVPEPUDEA0024,0.9999337811911375,0.9999999999999998,0.9999999490623194,0.9999999333304503,0.9999999999503986
AVPEPUDEA0025_readtext.wav,AVPEPUDEA0025,0.99767442989444,0.9997477857720994,0.9998355892986756,0.9892231976826699,0.998198039933848
AVPEPUDEA0026_readtext.wav,AVPEPUDEA0026,0.9828808026677593,0.773414462409523,0.9100771323444914,0.997513121743904,0.9309993822138777
AVPEPUDEA0027_readtext.wav,AVPEPUDEA0027,0.0005713073697831205,0.15433922493425942,0.010148164580556856,0.01987219673243064,0.006316506204160211
AVPEPUDEA0029_readtext.wav,AVPEPUDEA0029,0.5238016020894681,0.9037493925942099,0.20535800042600366,0.27834210733866893,0.9835967483485405
AVPEPUDEA0030_readtext.wav,AVPEPUDEA0030,0.9999958156237121,0.9999973424591133,0.9999999999945375,0.999999999999919,0.9999982368784621
AVPEPUDEA0031_readtext.wav,AVPEPUDEA0031,0.9866997170461532,0.9566769807554297,0.9673404254579817,0.9165011239249794,0.995216630035945
AVPEPUDEA0032_readtext.wav,AVPEPUDEA0032,0.9998072094963452,0.9999691300169165,0.9995801944934125,0.9999640092217952,0.9999559704053185
AVPEPUDEA0034_readtext.wav,AVPEPUDEA0034,0.985329407016454,0.4570866288348701,0.8894405622600184,0.9907885052649859,0.9743771973753451
AVPEPUDEA0035_readtext.wav,AVPEPUDEA0035,0.3067177545553181,0.06313875456283587,0.9770839759788862,0.08764586616078177,0.4994745352672586
AVPEPUDEA0037_readtext.wav,AVPEPUDEA0037,0.949041260195078,0.014958381459255512,0.0022968878329486563,0.6825075847196933,0.8387194494218856
AVPEPUDEA0038_readtext.wav,AVPEPUDEA0038,0.9969756165878872,0.9987513189835766,0.9883124530282361,0.9805867624822803,0.9636239168302527
AVPEPUDEA0039_readtext.wav,AVPEPUDEA0039,0.9999996903847755,0.9999955986108557,0.9999997202737735,0.9999459004788744,0.999999838611875
AVPEPUDEA0041_readtext.wav,AVPEPUDEA0041,0.9948650385199355,0.9962036817552364,0.9986095216761712,0.33376343083572324,0.8663700283132166
AVPEPUDEA0042_readtext.wav,AVPEPUDEA0042,0.9884016240754946,0.8748850683778555,0.9990758413500169,0.771576544409224,0.9316632365777812
AVPEPUDEA0043_readtext.wav,AVPEPUDEA0043,0.999749690718152,0.9995223626724021,0.9999997441307296,0.9999927911972778,0.9999998276127164
AVPEPUDEA0045_readtext.wav,AVPEPUDEA0045,0.9998576215979145,0.9997790817440492,0.9996293135709577,0.9997507672761003,0.9993982724868709
AVPEPUDEA0046_readtext.wav,AVPEPUDEA0046,0.9999997021422321,0.9999954014274902,0.9996676661684781,0.9999989557899415,0.999998266217172
AVPEPUDEA0047_readtext.wav,AVPEPUDEA0047,0.9999695338655895,0.9957127942111339,0.9997944526796585,0.9999999992133499,0.9997464310281343
AVPEPUDEA0048_readtext.wav,AVPEPUDEA0048,0.999939566575376,0.999692286603368,0.9008455519400319,0.990555640674451,0.8673538167323438
AVPEPUDEA0049_readtext.wav,AVPEPUDEA0049,0.9999999741170815,0.9999915795035447,0.9999999189565513,0.9999999802570521,0.9999999310982127
AVPEPUDEA0050_readtext.wav,AVPEPUDEA0050,0.7751353819546828,0.7446640321402085,0.568929209279893,0.12294531629076708,0.12817090197042275
AVPEPUDEA0051_readtext.wav,AVPEPUDEA0051,0.9881854284929334,0.9886834339958525,0.8395647775089599,0.992929217013534,0.9268073450562401
AVPEPUDEA0052_readtext.wav,AVPEPUDEA0052,0.9981699389785381,0.9994874649914536,0.9969635481848482,0.9999644092048088,0.9958872864174015
AVPEPUDEA0053_readtext.wav,AVPEPUDEA0053,0.9999525043466805,0.9995686204831885,0.9960597309650162,0.9998933156462765,0.9999896548665995
AVPEPUDEA0054_readtext.wav,AVPEPUDEA0054,8.49900896165933e-06,1.1070675632910991e-05,2.4730775285854557e-05,0.001457342728507865,0.00016509017653662604
AVPEPUDEA0055_readtext.wav,AVPEPUDEA0055,0.9999198262565383,0.9999987383305686,0.9972969256782352,0.9999452961769842,0.9993771386390258
AVPEPUDEA0056_readtext.wav,AVPEPUDEA0056,0.9996943002048433,0.9999157491706238,0.999975523701971,0.9999853172103296,0.9995561515134511
AVPEPUDEA0057_readtext.wav,AVPEPUDEA0057,0.9983014824555582,0.9996672597417481,0.9995794234430259,0.9836526437586804,0.9999333287256105
AVPEPUDEA0058_readtext.wav,AVPEPUDEA0058,0.9312144262345601,0.9400877896116405,0.17969616936264873,0.7393150524384222,0.8392413583991682
AVPEPUDEA0059_readtext.wav,AVPEPUDEA0059,0.9998699249069527,0.9736504546467281,0.9810135082634301,0.999948426975879,0.9832827379064141
AVPEPUDEAC0001_laura.wav,AVPEPUDEAC0001,0.6810544234330482,0.9977801937529021,0.5831534897906574,0.8967715131677023,0.7683427213603443
AVPEPUDEAC0003_laura.wav,AVPEPUDEAC0003,0.8657502271252209,0.016283310965971017,0.9942226034051558,0.5266931548259016,0.6548342408581844
AVPEPUDEAC0004_laura.wav,AVPEPUDEAC0004,0.19034896334038143,0.9369949917449623,0.9957776871176717,0.9122923190917412,0.727870429879142
AVPEPUDEAC0005_laura.wav,AVPEPUDEAC0005,0.01287985016467397,0.014184834813143891,0.0328724537800461,0.062079955733222454,0.7418398287206337
AVPEPUDEAC0006_laura.wav,AVPEPUDEAC0006,0.8046073051453276,0.5063891847512011,0.9201710017847408,0.9906476586962822,0.7855067287020681
AVPEPUDEAC0007_laura.wav,AVPEPUDEAC0007,0.17533952922682844,0.00014420343028351956,0.021418713128249493,0.03267061246535797,0.013177700152173183
AVPEPUDEAC0008_laura.wav,AVPEPUDEAC0008,0.9001752527661623,0.0820339600364703,0.8704418051816051,0.9580636172400332,0.6719586350049668
AVPEPUDEAC0010_laura.wav,AVPEPUDEAC0010,0.00018357789415378683,3.828070255991402e-05,0.0012443830914877472,0.0019402607184172591,0.0007102343116385701
AVPEPUDEAC0011_laura.wav,AVPEPUDEAC0011,0.9875814558343486,0.7960616752536924,0.9975187107872564,0.02226293047027108,0.9107564474687403
AVPEPUDEAC0012_laura.wav,AVPEPUDEAC0012,0.04274545107278319,0.004991661576924209,0.015935095883341154,0.0001077074594619541,0.12276168837721128
AVPEPUDEAC0013_laura.wav,AVPEPUDEAC0013,0.9036796994869795,0.777274998011793,0.8651205360610646,0.38356212593985495,0.060847203563111206
AVPEPUDEAC0014_laura.wav,AVPEPUDEAC0014,0.06282635028137033,0.5964358116585547,0.020258505662872305,0.21787987807064832,0.005487314040395396
AVPEPUDEAC0015_laura.wav,AVPEPUDEAC0015,0.0019231064979694725,0.10519074239740134,0.0036881409407370034,0.006605635990625383,0.004788408073467319
AVPEPUDEAC0016_laura.wav,AVPEPUDEAC0016,0.43476411281077876,0.02726516979670731,0.05187210844243571,0.024082574352353656,0.03884332844246734
AVPEPUDEAC0017_laura.wav,AVPEPUDEAC0017,0.6173679448080829,0.8657419486761719,0.16523707617732902,0.5437399805518062,0.7315946648325858
AVPEPUDEAC0018_laura.wav,AVPEPUDEAC0018,0.0007330325977019317,0.0021046259247964236,0.00017762595878312548,0.0006728890849908527,0.0001807280718965971
AVPEPUDEAC0019_laura.wav,AVPEPUDEAC0019,0.0010383896950990448,1.0926421792094809e-05,2.3512834202690616e-05,0.0010327395244346391,4.449901624303509e-05
AVPEPUDEAC0020_laura.wav,AVPEPUDEAC0020,0.013378296702179932,0.001690164454521723,0.00445725822430049,0.002852161710268064,0.0031721950487867516
