layer,auc_mean,auc_std,auc_oof
0,0.5,0.0,0.5
1,0.7747334314652357,0.028791738796939675,0.7692754746222394
2,0.7704800678157515,0.01573507813769367,0.7623789228981014
3,0.8001207852952769,0.03476009298717318,0.7848411468423092
4,0.8051828015417438,0.033616510662943924,0.7918926772568771
5,0.7913956753019267,0.032075616953508586,0.7782836110034871
6,0.7738946471156899,0.03320349806592498,0.7604416892677257
7,0.7655223335387581,0.019113936501047594,0.7560538550949244
8,0.776313957704559,0.031579919231801985,0.7638802789616428
9,0.7587258970630464,0.02573302659291497,0.7464161177838047
10,0.7694705552772094,0.03353088192051703,0.7553273924835335
11,0.7563610441599137,0.029255608992305653,0.7372142580395195
12,0.7613233948907594,0.029097721600992468,0.7448760170476559
13,0.7651407924775535,0.03495011048497323,0.7490313831848121
14,0.7590279916259104,0.044541932381368284,0.737659821774506
15,0.7635559365570876,0.04932706149324796,0.7456799690042619
16,0.7842169416201245,0.040872423293679926,0.7666117783804727
17,0.7812434393290244,0.04619318195031115,0.7686361875242154
18,0.7953116305894532,0.05024702416865335,0.7822452537776057
19,0.7813215954822894,0.05918957024574323,0.7687330492057343
20,0.8026527880063739,0.05126012912016652,0.7880278961642775
21,0.8030902971139001,0.04832752028630685,0.7889674544750096
22,0.8047523757145187,0.05629652864695736,0.7877082526152653
23,0.7949975659427402,0.04676440545252102,0.7759976753196435
24,0.7802964897000357,0.042535718271945556,0.7614684230918248
25,0.7831661167159758,0.037551931277671695,0.7676675707090276
26,0.7948988742212932,0.03262079975986419,0.7806373498643937
27,0.8106487177533961,0.024870513122530236,0.7954087562960094
28,0.7974919484570148,0.03252877432993558,0.784938008523828
