layer,auc_mean,auc_std,auc_oof
0,0.6479687500000001,0.064828248649155,0.6551610782380013
1,0.6415624999999999,0.07786233622732995,0.6551610782380013
2,0.6408333333333334,0.05126185499743233,0.6490795529257067
3,0.6839583333333332,0.05831696198839198,0.6816239316239316
4,0.683125,0.06215320452988192,0.6803090072320842
5,0.6527083333333332,0.06978264867110988,0.6522024983563445
6,0.6739062499999999,0.06827495283065214,0.685404339250493
7,0.6977083333333333,0.06129533469649673,0.7041420118343196
8,0.7171354166666666,0.08175862435394815,0.7192636423405654
9,0.7347916666666666,0.07204719710794524,0.7396449704142012
10,0.7633854166666667,0.07260715560562124,0.7662721893491125
11,0.7834895833333333,0.09682284662450401,0.7833662064431295
12,0.7694270833333333,0.09623607628364854,0.7769559500328731
13,0.77859375,0.0878268325590825,0.7874753451676528
14,0.7764062500000001,0.08476946115871496,0.77465483234714
15,0.7802604166666667,0.08686781794852966,0.7881328073635766
16,0.7852604166666666,0.07333577469894513,0.7984878369493754
17,0.8120833333333334,0.0795211362538986,0.8175542406311637
18,0.7955208333333333,0.08579413546714924,0.7958579881656804
19,0.7903645833333334,0.08010308300090577,0.7886259040105194
20,0.784375,0.08980592500869118,0.7843523997370151
21,0.8113541666666666,0.0799199360645112,0.8109796186719264
22,0.7953645833333333,0.09302969815915418,0.8034188034188035
23,0.7822395833333333,0.08961003720209647,0.7867357001972387
24,0.7968229166666667,0.09921791611635583,0.8048980933596318
25,0.8163020833333334,0.10860387892410245,0.8254437869822485
26,0.79421875,0.10330692076754691,0.8101577909270217
27,0.8087500000000001,0.0924248944338651,0.8183760683760684
28,0.7881770833333334,0.10934667291907982,0.7979947403024326
29,0.7932812499999999,0.10241024398426495,0.8039119000657462
30,0.7883854166666666,0.11185623096747897,0.7978303747534516
31,0.7786979166666665,0.10935421429477594,0.7856673241288626
