seed,auc_probe,cosine,auc_wo_trainz,auc_wo_foldz
0,0.9249711580538648,0.008851181530461365,0.9254087599952262,0.9293471774674782
1,0.9237776982137885,0.008152019805601457,0.9283924095954171,0.9078649003461033
2,0.9272785137446791,0.008116966647747227,0.9313760591956081,0.9230616223097425
3,0.9292676134781398,0.009776400871438435,0.9296256514301627,0.9259657079205951
4,0.9170545411146914,0.007116428815806637,0.9236583522297809,0.9063531845486733
5,0.9291084854994629,0.006325743663603063,0.9367466284759518,0.8979989656681386
6,0.9275967697020329,0.007586024062436545,0.9262441818832796,0.924812030075188
7,0.916418029199984,0.009247138626737346,0.916577157178661,0.9153439153439153
8,0.941082865894896,0.009251660803937804,0.9415602498309266,0.9349166567211681
9,0.9237379162191192,0.009303155532255256,0.9253689780005568,0.9050403787245892
10,0.9224648923897044,0.011076437030066754,0.9294267414568166,0.9186856028961292
11,0.9216692524963201,0.009653391034175247,0.9261646178939412,0.9231809682937503
12,0.9233400962724271,0.009843693249253025,0.9270398217766639,0.9199586267255438
13,0.9182480009547679,0.006850971367669301,0.9271989497553407,0.9005847953216375
14,0.9217488164856587,0.007415131601386835,0.9233400962724272,0.9192425508214981
15,0.9186856028961292,0.008245040654643742,0.9259259259259259,0.9096153081115487
16,0.9240163901818037,0.0073600986816604805,0.9250109400485341,0.9197994987468672
17,0.9329275569877074,0.011345320268852299,0.9345984007638143,0.931376059195608
18,0.9383776902573895,0.008779999368094692,0.9412419938735728,0.9237379162191192
19,0.9266420018299717,0.008560390519041176,0.9276763336913713,0.9295858694354935
20,0.9279150256593865,0.01003807809468742,0.9292278314834707,0.9259259259259259
21,0.9234594422564347,0.008011712549759709,0.9243744281338266,0.922942276325735
22,0.9242550821498191,0.009603857042379049,0.9306599832915622,0.9138321995464852
23,0.932847992998369,0.009098691184662742,0.9421171977562954,0.9073477344154036
24,0.9293471774674783,0.007369728376772668,0.9303815093288778,0.9288697935314477
25,0.9260850539046028,0.008213114474782924,0.9256872339579106,0.9285515375740939
26,0.9246131201018418,0.008349364497462522,0.9291084854994629,0.9222659824163584
27,0.9101324740422484,0.007263417617514023,0.9120022277917014,0.8909177706170187
28,0.9150654413812309,0.00890448361102113,0.9205951386402513,0.8885706329315352
29,0.9336834148864224,0.006977077364285661,0.9398098420654811,0.9113259338823249
30,0.9297449974141704,0.01058480550631264,0.9339618888491068,0.9195608067788519
31,0.9383379082627203,0.008770517576537138,0.9391733301507738,0.9388550741934201
32,0.9253291960058877,0.008897786368838659,0.9321716990889923,0.9280741536380634
33,0.9262441818832795,0.00790591985740871,0.9290289215101245,0.9201177547042209
34,0.932291045073,0.007519440603609301,0.9367068464812826,0.9193221148108366
35,0.9196005887735211,0.007627132044133355,0.9205553566455822,0.9135139435891316
36,0.9269204757926562,0.008522155671121174,0.9280741536380633,0.9197199347575288
37,0.9296654334248319,0.007177151306643684,0.9309384572542466,0.9132354696264471
38,0.9256474519632414,0.010414490334716656,0.929307395472809,0.9117237538290169
39,0.9156223893065998,0.01027325262693692,0.9216294705016509,0.9183275649441063
40,0.9150654413812309,0.009806069040258616,0.91661693917333,0.9209531765922744
