clip,speaker,lora,projector
conflict_Con_015-0_67805.wav,Control015,0.9416541457176208,0.9591543078422546
conflict_Con_015-1_4987.wav,Control015,0.7431679368019104,0.859663724899292
conflict_Con_015-1_60159.wav,Control015,0.7879312038421631,0.6442251205444336
conflict_Con_017-4_6597.wav,Control017,0.8397339582443237,0.5195213556289673
conflict_Con_021-1_38448.wav,Control021,0.4073334336280823,0.896251380443573
conflict_Con_034-1_7639.wav,Control034,0.3007455766201019,0.9449946880340576
conflict_Con_034-4_46285.wav,Control034,0.4378235042095184,0.8558511734008789
conflict_Con_042-2_2251.wav,Control042,0.3486451506614685,0.3942009508609772
conflict_Con_045-0_35325.wav,Control045,0.5078118443489075,0.2393493503332138
conflict_Con_045-2_39349.wav,Control045,0.8933094143867493,0.9219217896461488
conflict_Con_052-0_3822.wav,Control052,0.0503306314349174,0.0600866451859474
conflict_Con_068-0_1810.wav,Control068,0.177810862660408,0.7549149990081787
conflict_Con_068-2_6578.wav,Control068,0.0321007072925567,0.1225232109427452
conflict_Con_068-3_1311.wav,Control068,0.1294027268886566,0.6076632142066956
conflict_Con_071-1_2091.wav,Control071,0.531209409236908,0.8175744414329529
conflict_Con_073-3_37636.wav,Control073,0.3007455766201019,0.2337063401937484
conflict_Con_086-0_5140.wav,Control086,0.7431679368019104,0.5
conflict_Con_086-0_37577.wav,Control086,0.6926419734954834,0.6610482335090637
conflict_Con_105-2_38053.wav,Control105,0.8840392827987671,0.9241418242454528
conflict_Con_121-0_64117.wav,Control121,0.177810862660408,0.0715911984443664
conflict_Con_121-1_32497.wav,Control121,0.5467381477355957,0.1192029193043708
conflict_Con_124-1_36933.wav,Control124,0.9241418242454528,0.5851011276245117
conflict_Con_128-3_800.wav,Control128,0.622459352016449,0.8221890926361084
conflict_Con_139-0_36206.wav,Control139,0.9046505093574524,0.9566342234611512
conflict_Con_140-0_35581.wav,Control140,0.222700148820877,0.0953494608402252
conflict_Con_141-1_1470.wav,Control141,0.8840392827987671,0.314050555229187
conflict_Con_158-3_2170.wav,Control158,0.6992543935775757,0.6365790963172913
conflict_Con_192-0_820.wav,Control192,0.6297746300697327,0.6486889719963074
conflict_Con_209-2_2013.wav,Control209,0.2689414322376251,0.4941408932209015
conflict_Con_210-1_35543.wav,Control210,0.9324532747268676,0.9802808165550232
conflict_Con_225-0_4203.wav,Control225,0.7490872144699097,0.6001883149147034
conflict_Con_227-0_460.wav,Control227,0.7549149990081787,0.5467381477355957
conflict_Con_229-1_1420.wav,Control229,0.6791787147521973,0.3073580265045166
conflict_Con_229-2_390.wav,Control229,0.7431679368019104,0.7310585379600525
conflict_Con_242-2_64112.wav,Control242,0.8740772008895874,0.8887587189674377
conflict_Con_243-0_73861.wav,Control243,0.7549149990081787,0.8479677438735962
conflict_Con_245-2_25300.wav,Control245,0.5389832258224487,0.6926419734954834
conflict_Con_256-1_5587.wav,Control256,0.9966756105422974,0.985936403274536
conflict_Con_280-2_9925.wav,Control280,0.1480471938848495,0.7606506943702698
conflict_Con_297-2_1520.wav,Control297,0.6584175229072571,0.5234203934669495
conflict_Con_302-0_7124.wav,Control302,0.1968262046575546,0.5389832258224487
conflict_Con_323-0_39906.wav,Control323,0.7606506943702698,0.6076632142066956
conflict_Con_332-0_120.wav,Control332,0.7185943722724915,0.562176525592804
conflict_Con_691-0_2463.wav,Control691,0.0953494608402252,0.672331690788269
conflict_Con_709-2_760.wav,Control709,0.5544704794883728,0.0850990414619445
conflict_Dem_003-0_6255.wav,Dementia003,0.6001883149147034,0.1968262046575546
conflict_Dem_003-0_76644.wav,Dementia003,0.7122321724891663,0.5467381477355957
conflict_Dem_003-0_145294.wav,Dementia003,0.6791787147521973,0.9399133324623108
conflict_Dem_007-1_15997.wav,Dementia007,0.2628418505191803,0.5851011276245117
conflict_Dem_007-3_4014.wav,Dementia007,0.1732881963253021,0.1480471938848495
conflict_Dem_010-2_4647.wav,Dementia010,0.9683812260627748,0.4436004161834717
conflict_Dem_016-4_40791.wav,Dementia016,0.3557748794555664,0.228156492114067
conflict_Dem_018-0_41994.wav,Dementia018,0.8354835510253906,0.9019206762313844
conflict_Dem_024-1_990.wav,Dementia024,0.0600866451859474,0.4073334336280823
conflict_Dem_029-0_41581.wav,Dementia029,0.9241418242454528,0.985496461391449
conflict_Dem_030-0_38630.wav,Dementia030,0.0900929942727088,0.0550052821636199
conflict_Dem_030-1_2020.wav,Dementia030,0.1520322412252426,0.0384661927819252
conflict_Dem_030-1_37890.wav,Dementia030,0.1732881963253021,0.0875638499855995
conflict_Dem_033-0_2543.wav,Dementia033,0.0875638499855995,0.0341004282236099
conflict_Dem_033-2_2861.wav,Dementia033,0.2120688110589981,0.5078118443489075
conflict_Dem_033-3_290.wav,Dementia033,0.3073580265045166,0.7981867790222168
conflict_Dem_033-3_31062.wav,Dementia033,0.1159607097506523,0.4225046336650848
conflict_Dem_033-4_10719.wav,Dementia033,0.0758581757545471,0.0209642387926578
conflict_Dem_033-4_41376.wav,Dementia033,0.1294027268886566,0.0780781581997871
conflict_Dem_039-0_2456.wav,Dementia039,0.1403362452983856,0.6992543935775757
conflict_Dem_039-0_33062.wav,Dementia039,0.9381240010261536,0.4765796661376953
conflict_Dem_043-0_5095.wav,Dementia043,0.4301473200321197,0.4148988127708435
conflict_Dem_043-0_38959.wav,Dementia043,0.562176525592804,0.793105959892273
conflict_Dem_049-0_3811.wav,Dementia049,0.907312273979187,0.5851011276245117
conflict_Dem_057-0_5565.wav,Dementia057,0.4148988127708435,0.0534033328294754
conflict_Dem_058-0_7315.wav,Dementia058,0.622459352016449,0.7606506943702698
conflict_Dem_058-1_45600.wav,Dementia058,0.6926419734954834,0.8267117738723755
conflict_Dem_058-4_4619.wav,Dementia058,0.3276683092117309,0.0863234847784042
conflict_Dem_067-1_1996.wav,Dementia067,0.9553191661834716,0.9805806875228882
conflict_Dem_067-2_38997.wav,Dementia067,0.9783847332000732,0.9304582476615906
conflict_Dem_076-0_37244.wav,Dementia076,0.8774768114089966,0.5557968616485596
conflict_Dem_076-2_4304.wav,Dementia076,0.7662936449050903,0.562176525592804
conflict_Dem_089-0_35974.wav,Dementia089,0.5698526501655579,0.9433475732803344
conflict_Dem_094-1_3944.wav,Dementia094,0.9935117363929749,0.9658995866775512
conflict_Dem_120-0_2632.wav,Dementia120,0.177810862660408,0.5389832258224487
conflict_Dem_120-2_560.wav,Dementia120,0.1645164489746093,0.1919327974319458
conflict_Dem_157-1_5428.wav,Dementia157,0.9525741338729858,0.5506073832511902
conflict_Dem_157-1_37725.wav,Dementia157,0.907312273979187,0.5602526664733887
conflict_Dem_157-1_72489.wav,Dementia157,0.8633915781974792,0.4474602937698364
conflict_Dem_157-1_106467.wav,Dementia157,0.9263036847114564,0.6834195256233215
conflict_Dem_172-1_4136.wav,Dementia172,0.0758581757545471,0.5467381477355957
conflict_Dem_172-3_290.wav,Dementia172,0.9433475732803344,0.3720487952232361
conflict_Dem_178-1_41524.wav,Dementia178,0.7371581792831421,0.7826625108718872
conflict_Dem_181-1_20393.wav,Dementia181,0.4378235042095184,0.2689414322376251
conflict_Dem_181-3_3835.wav,Dementia181,0.9399133324623108,0.9149009585380554
conflict_Dem_181-3_34728.wav,Dementia181,0.9449946880340576,0.957912266254425
conflict_Dem_184-1_6665.wav,Dementia184,0.896251380443573,0.6926419734954834
conflict_Dem_184-1_37607.wav,Dementia184,0.8670357465744019,0.5926666259765625
conflict_Dem_207-0_11767.wav,Dementia207,0.9793540239334106,0.4493926465511322
conflict_Dem_212-1_3814.wav,Dementia212,0.1366083920001983,0.0474258735775947
conflict_Dem_216-1_4942.wav,Dementia216,0.7431679368019104,0.6150878667831421
conflict_Dem_221-0_34574.wav,Dementia221,0.7057850360870361,0.4687906503677368
conflict_Dem_221-0_64706.wav,Dementia221,0.5,0.8558511734008789
conflict_Dem_221-1_4497.wav,Dementia221,0.7310585379600525,0.8479677438735962
conflict_Dem_221-1_39698.wav,Dementia221,0.7310585379600525,0.9669140577316284
conflict_Dem_221-2_32438.wav,Dementia221,0.7606506943702698,0.8740772008895874
conflict_Dem_221-3_1812.wav,Dementia221,0.3775406777858734,0.6001883149147034
conflict_Dem_223-1_50032.wav,Dementia223,0.7185943722724915,0.8354835510253906
conflict_Dem_235-0_14264.wav,Dementia235,0.8670357465744019,0.957277774810791
conflict_Dem_237-2_540.wav,Dementia237,0.1066906005144119,0.5544704794883728
conflict_Dem_247-0_66858.wav,Dementia247,0.8902942538261414,0.7122321724891663
conflict_Dem_257-2_6395.wav,Dementia257,0.9949396848678588,0.9840936064720154
conflict_Dem_270-0_2654.wav,Dementia270,0.3557748794555664,0.6001883149147034
conflict_Dem_270-2_4285.wav,Dementia270,0.8774768114089966,0.8774768114089966
conflict_Dem_282-0_4729.wav,Dementia282,0.2018132209777832,0.0758581757545471
conflict_Dem_282-1_4044.wav,Dementia282,0.1066906005144119,0.0637149959802627
conflict_Dem_282-2_8300.wav,Dementia282,0.160266026854515,0.7879312038421631
conflict_Dem_291-1_3713.wav,Dementia291,0.3557748794555664,0.8774768114089966
conflict_Dem_291-2_7388.wav,Dementia291,0.1066906005144119,0.1480471938848495
conflict_Dem_329-0_68391.wav,Dementia329,0.9433475732803344,0.9553191661834716
conflict_Dem_342-1_320.wav,Dementia342,0.4301473200321197,0.9019206762313844
conflict_Dem_346-0_1921.wav,Dementia346,0.2751297354698181,0.3923368453979492
conflict_Dem_349-0_5627.wav,Dementia349,0.9763104915618896,0.7826625108718872
conflict_Dem_349-1_5632.wav,Dementia349,0.9833430051803588,0.7341195344924927
conflict_Dem_350-0_32781.wav,Dementia350,0.9793540239334106,0.9796676635742188
conflict_Dem_355-0_3543.wav,Dementia355,0.314050555229187,0.5156199336051941
conflict_Dem_355-1_2694.wav,Dementia355,0.9963500499725342,0.9893474578857422
conflict_Dem_357-0_40046.wav,Dementia357,0.5234203934669495,0.917302668094635
conflict_Dem_358-0_1290.wav,Dementia358,0.7185943722724915,0.622459352016449
conflict_Dem_360-0_4872.wav,Dementia360,0.7662936449050903,0.7185943722724915
conflict_Dem_368-0_5232.wav,Dementia368,0.2877678275108337,0.0980793237686157
conflict_Dem_450-1_6771.wav,Dementia450,0.8902942538261414,0.9019206762313844
conflict_Dem_458-0_2681.wav,Dementia458,0.907312273979187,0.9099069833755492
conflict_Dem_461-0_8662.wav,Dementia461,0.7185943722724915,0.8175744414329529
conflict_Dem_461-0_40779.wav,Dementia461,0.8175744414329529,0.859663724899292
conflict_Dem_472-0_42516.wav,Dementia472,0.9658995866775512,0.7801604270935059
conflict_Dem_488-0_3463.wav,Dementia488,0.9802808165550232,0.6522414088249207
conflict_Dem_492-0_26825.wav,Dementia492,0.8438951373100281,0.951142191886902
conflict_Dem_493-0_6150.wav,Dementia493,0.8633915781974792,0.622459352016449
conflict_Dem_504-0_2260.wav,Dementia504,0.7248703241348267,0.7371581792831421
conflict_Dem_506-0_5443.wav,Dementia506,0.964855134487152,0.851706326007843
conflict_Dem_530-0_7771.wav,Dementia530,0.9964063763618468,0.9871788024902344
conflict_Dem_559-0_11027.wav,Dementia559,0.896251380443573,0.562176525592804
conflict_Dem_573-0_7395.wav,Dementia573,0.1366083920001983,0.907312273979187
conflict_Dem_578-0_2913.wav,Dementia578,0.0758581757545471,0.0758581757545471
conflict_Dem_578-0_38520.wav,Dementia578,0.2450850158929824,0.0583458356559276
conflict_Dem_620-0_5500.wav,Dementia620,0.6297746300697327,0.5389832258224487
conflict_Dem_624-0_13811.wav,Dementia624,0.907312273979187,0.9304582476615906
conflict_Dem_635-0_15048.wav,Dementia635,0.7248703241348267,0.9433475732803344
conflict_Dem_639-0_9189.wav,Dementia639,0.5156199336051941,0.8705973029136658
conflict_Dem_698-0_4222.wav,Dementia698,0.8872045874595642,0.9566342234611512
agreement_Con_002-1_3044.wav,Control002,0.4378235042095184,0.1561049073934555
agreement_Con_002-2_11623.wav,Control002,0.177810862660408,0.0440186522901058
agreement_Con_002-3_12270.wav,Control002,0.1259227693080902,0.2509127855300903
agreement_Con_002-3_50179.wav,Control002,0.7185943722724915,0.622459352016449
agreement_Con_006-4_37223.wav,Control006,0.228156492114067,0.5234203934669495
agreement_Con_013-0_6039.wav,Control013,0.5926666259765625,0.7826625108718872
