clip,speaker,probe_after,probe_before
HC_ABLANDADA_0034.flac,34,0.9999687671661376,0.9998984336853028
HC_PIDIO_0034.flac,34,0.0479578226804733,0.970905601978302
HC_BURRO_0034.flac,34,0.9573132991790771,0.9999990463256836
HC_GANGA_0034.flac,34,0.9964498281478882,1.0
HC_MANGA_0034.flac,34,0.3843896687030792,0.9989284873008728
HC_PERRO_0034.flac,34,0.9999994039535522,1.0
HC_SOMBRA_0034.flac,34,0.595711350440979,0.9999905824661256
HC_BARBAS_0034.flac,34,0.7468795776367188,0.9991890788078308
HC_DIABLO_0034.flac,34,0.0133792469277977,0.9846979379653932
HC_TOMAS_0034.flac,34,0.0096243890002369,0.9774264693260192
HC_CARMEN_0034.flac,34,0.0875667333602905,0.9996009469032288
HC_CALLE_0034.flac,34,0.4485138356685638,0.7291202545166016
HC_PIDIO_0036.flac,36,0.7398089170455933,0.9950756430625916
HC_DIABLO_0036.flac,36,0.0004216237284708,0.0001262209698325
HC_ABLANDADA_0036.flac,36,0.0005800720537081,0.0876545533537864
HC_MANGA_0036.flac,36,0.0021415916271507,0.0667697489261627
HC_TOMAS_0036.flac,36,0.9825990200042723,0.6545271873474121
HC_CARMEN_0036.flac,36,0.0185474678874015,0.0015075663104653
HC_BARBAS_0036.flac,36,0.0053074224852025,0.238477274775505
HC_CALLE_0036.flac,36,6.589272379642352e-05,9.068731014849618e-05
HC_BURRO_0036.flac,36,0.0066357580944895,0.0725558474659919
HC_SOMBRA_0036.flac,36,0.0015929283108562,0.7697856426239014
HC_PERRO_0036.flac,36,0.0363142378628253,0.5721810460090637
HC_GANGA_0036.flac,36,8.67294511408545e-06,0.7587792873382568
HC_SOMBRA_0045.flac,45,0.0060314694419503,0.0067948922514915
HC_DIABLO_0045.flac,45,0.0233221445232629,0.0018794101197272
HC_CARMEN_0045.flac,45,0.1776329129934311,0.9356722831726074
HC_GANGA_0045.flac,45,0.0022994843311607,0.3661409914493561
HC_BURRO_0045.flac,45,0.565626323223114,0.935384213924408
HC_BARBAS_0045.flac,45,0.6708447337150574,0.089690051972866
HC_CALLE_0045.flac,45,0.0556509792804718,0.0155857764184474
HC_ABLANDADA_0045.flac,45,0.9775350093841552,0.8714585900306702
HC_TOMAS_0045.flac,45,5.640571907861158e-05,0.0016714368248358
HC_MANGA_0045.flac,45,0.0064097587019205,0.0748093724250793
HC_PERRO_0045.flac,45,0.0002480032271705,0.6955749988555908
HC_PIDIO_0045.flac,45,0.7576870322227478,0.2165127992630005
HC_PIDIO_0048.flac,48,0.0002481323608662,0.0053405249491333
HC_ABLANDADA_0048.flac,48,0.0943659916520118,0.0029056419152766
HC_CALLE_0048.flac,48,0.0014201859012246,0.0003772047057282
