clip,speaker,probe_r0,probe_r1,probe_r2,probe_r3,probe_r4,zeroshot
300,300,0.084074355661869,1.148586292742948e-07,0.0401733294129371,0.7662486433982849,0.0101405540481209,0.0637583763794425
301,301,0.0018399960827082,0.0948257818818092,5.8118475863011554e-05,0.8848989009857178,0.22455495595932,0.04210967562758264
302,302,0.0350419767200946,0.0690434575080871,0.5073208212852478,0.2779696881771087,0.1029500290751457,0.6794502961310905
303,303,0.102020539343357,0.0030957784038037,0.0002589752257335,0.0008826404227875,0.0774909257888794,0.07164968760369504
304,304,0.0104492958635091,0.1322736889123916,0.1477831155061721,0.0091318013146519,0.0087458305060863,0.03317077013838889
305,305,0.9408337473869324,0.0104922987520694,0.948870062828064,0.8827163577079773,0.0195756200700998,0.18255383231933264
306,306,0.5140879154205322,0.0024021994322538,0.6297386884689331,0.2430001944303512,0.174607828259468,0.29457029968915127
307,307,3.853165253531188e-07,7.475902634723752e-07,0.0140883373096585,0.0338205620646476,0.0167930219322443,0.15593155946252932
308,308,2.6009342036559246e-05,1.91385333891958e-05,2.37932526943041e-05,0.000464093813207,7.965044642332941e-05,0.984114840750237
309,309,0.0001524686958873,0.0004303941386751,0.000488577526994,0.0116806011646986,0.0291120447218418,0.9149834338203644
310,310,0.983664333820343,0.7880626916885376,0.7252366542816162,0.9049124121665956,0.3213034272193908,0.13314765673451026
311,311,0.9660073518753052,0.994879961013794,0.9978231191635132,0.9977523684501648,0.6175922751426697,0.9604989442453493
312,312,0.0351216420531272,0.0040842373855412,0.0001361837785225,5.169933501747437e-06,3.875427410093835e-06,0.09549637939473367
313,313,0.3468836843967438,0.0549482479691505,0.0700821131467819,0.0138164637610316,0.0362586081027984,0.9690406367526657
314,314,0.936066508293152,0.8953474760055542,0.7990748882293701,0.4092817008495331,0.129825472831726,0.40716458781979087
315,315,0.0675419047474861,0.0002197753783548,0.0022296665702015,0.0085083534941077,0.6893066763877869,0.12612673976875907
316,316,0.1518913358449936,0.0001803879858925,0.93364280462265,0.9265195727348328,0.4282925426959991,0.8522100278875331
317,317,0.925948977470398,0.0691164582967758,0.6141026616096497,0.0703709870576858,0.95913827419281,0.8671905204281921
318,318,0.0145741943269968,0.0003315996727906,0.0038001122884452,0.0014634430408477,6.379347905749455e-05,0.08522110346867857
319,319,0.2520246803760528,0.5918780565261841,0.1803530901670456,0.4523351192474365,0.6970089673995972,0.8990922614332196
320,320,0.9993014335632324,0.8317127227783203,0.9651980996131896,0.915403425693512,0.0066966814920306,0.37867649801557346
321,321,0.996286153793335,0.9522793889045716,0.8414307236671448,0.9921410083770752,0.9989312291145324,0.9756547031508478
322,322,0.0015884407330304,9.468639063925366e-07,7.454114893334918e-06,0.0072275479324162,1.7573238437762484e-06,0.9198818118248081
323,323,0.0828858166933059,0.9997075200080872,0.9984651803970336,0.999641180038452,0.9376783967018129,0.033099353538913634
324,324,0.1142740845680236,0.1087040975689888,0.9849227666854858,0.2550086379051208,0.1951082050800323,0.037402575367588266
325,325,0.2661209106445312,0.0223785266280174,0.0924026370048523,0.0001557732321089,0.012032464146614,0.8933457449643811
326,326,0.069555178284645,5.379390859161504e-05,0.0003749178140424,0.0025868017692118,0.0001147693183156,0.03517840306211605
327,327,0.4015471041202545,0.0950799062848091,0.6012563109397888,0.5403784513473511,0.2345291823148727,0.8874994447064009
328,328,0.0351373106241226,0.0834411606192588,0.0062997955828905,0.1326880604028701,0.4427643418312073,0.05341099788960222
329,329,1.8999150697140976e-08,0.0010691152419894,2.0132775446768392e-08,1.952881234501547e-07,1.3285243127825197e-08,0.023014551863542093
330,330,0.0135231129825115,0.0051662530750036,0.0259154215455055,0.0007505206158384,0.0354293026030063,0.6368903630812103
331,331,0.0254257787019014,0.1483036577701568,0.3588884472846985,0.0392360165715217,0.8975394368171692,0.8877399951814692
332,332,0.2840039730072021,0.7954856753349304,0.0774428769946098,0.9511288404464722,0.989410161972046,0.9841548777256777
