clip,speaker,probe_r0,probe_r1,probe_r2,probe_r3,probe_r4,zeroshot
HC_ABLANDADA_0034.wav,34,0.9997934699058532,0.9999991655349731,0.9986918568611144,0.9998908042907716,0.9999891519546508,0.5313033977941756
HC_PIDIO_0034.wav,34,0.978361189365387,0.9998764991760254,0.2221565693616867,0.9960175156593324,0.9992443323135376,0.5468246891013057
HC_BURRO_0034.wav,34,0.9999772310256958,0.9999998807907104,0.9999895095825196,0.9998506307601928,1.0,0.4845385531029518
HC_GANGA_0034.wav,34,0.9998841285705566,1.0,0.9999997615814208,0.9999648332595824,0.9999994039535522,0.4844975580663813
HC_MANGA_0034.wav,34,0.8564256429672241,0.9993139505386353,0.9954453706741332,0.99874746799469,0.9994708895683287,0.334779624297795
HC_PERRO_0034.wav,34,0.9999998807907104,0.9999996423721312,1.0,0.9999771118164062,0.9999995231628418,0.5157407982499707
HC_SOMBRA_0034.wav,34,0.9991735816001892,0.9999829530715942,0.999801218509674,0.9995356798171996,0.9999876022338868,0.5622760037982238
HC_BARBAS_0034.wav,34,0.9945350885391236,0.999153733253479,0.9057635068893432,0.9862481951713562,0.999908447265625,0.4688856047340289
HC_DIABLO_0034.wav,34,0.8137547373771667,0.999388575553894,0.8905203342437744,0.1911218017339706,0.9992374181747437,0.4689006059930126
HC_TOMAS_0034.wav,34,0.1109883412718772,0.9888134598731996,0.8421828150749207,0.4014775156974792,0.951595664024353,0.468903045896233
HC_CARMEN_0034.wav,34,0.992254376411438,0.999964714050293,0.999890685081482,0.4267481565475464,0.9993108510971068,0.3924604758472353
HC_CALLE_0034.wav,34,0.701928436756134,0.9965272545814514,0.1486557275056839,0.8378018140792847,0.9651620984077454,0.5313064642324883
HC_PIDIO_0036.wav,36,0.7524582743644714,0.5698000192642212,0.6346688270568848,0.9853368401527404,0.9547938704490662,0.3346783808290497
HC_DIABLO_0036.wav,36,0.000100736382592,2.3958371457410976e-05,0.0149361714720726,0.0001254881935892,0.001647230121307,0.3924208098072725
HC_ABLANDADA_0036.wav,36,0.6035469174385071,0.0903656184673309,0.8713528513908386,0.989678144454956,0.9699006676673888,0.2569068060621622
HC_MANGA_0036.wav,36,0.0015359070384874,0.000136106275022,0.1316747814416885,0.0698312819004058,0.0005599675932899,0.1733538824854384
HC_TOMAS_0036.wav,36,0.0052025765180587,7.076185283949599e-06,0.5304670929908752,0.6779172420501709,0.0198873672634363,0.2228001698020769
HC_CARMEN_0036.wav,36,4.205178629490547e-05,1.4507021433018965e-06,0.0015835501253604,0.0001064558600774,0.0042080581188201,0.1825126144340108
HC_BARBAS_0036.wav,36,0.0146611183881759,0.0039538429118692,0.6083194017410278,0.0188355538994073,0.227605938911438,0.3346729628230421
HC_CALLE_0036.wav,36,0.0003809572954196,2.4583254344179295e-05,0.0833379924297332,0.0394100882112979,0.0373604744672775,0.3924302248730865
HC_BURRO_0036.wav,36,0.0008622474269941,4.63005926576443e-05,0.7887463569641113,0.009742216207087,0.0914954841136932,0.3074982063587381
HC_SOMBRA_0036.wav,36,0.0311331767588853,0.0026711430400609,0.5890281200408936,0.0256284847855567,0.1407724916934967,0.3487403244675979
HC_PERRO_0036.wav,36,0.1166023984551429,0.0791968330740928,0.2771681845188141,0.931167721748352,0.3819756209850311,0.2943686978539347
HC_GANGA_0036.wav,36,0.0159158520400524,0.0044478136114776,0.9994569420814514,0.4341061413288116,0.5251843333244324,0.3346991722107854
HC_SOMBRA_0045.wav,45,0.0920944437384605,0.0021860308479517,0.1802004277706146,0.0090799862518906,0.000348947069142,0.4688861965203657
HC_DIABLO_0045.wav,45,0.0006322194240055,0.0003907495120074,0.0018240276258438,0.000779127003625,2.6710224119597115e-05,0.4689419151533746
HC_CARMEN_0045.wav,45,0.8122760653495789,0.937126874923706,0.9970377683639526,0.9115656614303588,0.9717981219291688,0.3630846435462556
HC_GANGA_0045.wav,45,0.0136128170415759,0.0015331739559769,0.0068049170076847,0.0006274403422139,0.016517948359251,0.4533727508041856
HC_BURRO_0045.wav,45,0.5719586610794067,0.1352612823247909,0.1428849548101425,0.2239010035991668,0.7827731966972351,0.3347086221480444
HC_BARBAS_0045.wav,45,0.114938274025917,0.1662336587905883,0.2113056927919387,0.0020911400206387,0.0143329482525587,0.4689454403427767
HC_CALLE_0045.wav,45,0.012559276074171,0.0012608669931069,0.0120456106960773,0.0006604600930586,0.0031005826313048,0.5001815940028915
HC_ABLANDADA_0045.wav,45,0.9571902751922609,0.4934038817882538,0.4612900614738464,0.5563896894454956,0.3961521685123443,0.3487546178765561
HC_TOMAS_0045.wav,45,0.0025265933945775,0.0006438221316784,0.001646084128879,0.0003346264420542,0.0003130799450445,0.3488108445655419
HC_MANGA_0045.wav,45,0.1121085658669471,0.0038778933230787,0.0220584906637668,0.0182104613631963,0.0151821756735444,0.3074647684299603
HC_PERRO_0045.wav,45,0.9895663261413574,0.0104300891980528,0.9790548086166382,0.0983286872506141,0.9903057813644408,0.4688848739058464
HC_PIDIO_0045.wav,45,0.1010155901312828,0.0062585668638348,0.3374650180339813,0.0637576356530189,0.0079698776826262,0.4844620055609483
HC_PIDIO_0048.wav,48,0.005692278034985,0.0121051967144012,0.000733504013624,0.0023721964098513,0.0001568503939779,0.4226125452462471
HC_ABLANDADA_0048.wav,48,0.4404420256614685,0.0002919242251664,0.0046563209034502,0.0077899731695652,0.0007544628460891,0.4226284912762132
