clip,speaker,probe_after,probe_before
AVPEPUDEAC0001_readtext.flac,AVPEPUDEAC0001,0.0113239297643303,0.047314777970314
AVPEPUDEAC0003_readtext.flac,AVPEPUDEAC0003,0.193587377667427,0.9668401479721068
AVPEPUDEAC0004_readtext.flac,AVPEPUDEAC0004,0.3603896498680115,0.6605886816978455
AVPEPUDEAC0005_readtext.flac,AVPEPUDEAC0005,2.0202040104777552e-05,0.1801717430353164
AVPEPUDEAC0006_readtext.flac,AVPEPUDEAC0006,0.0029600537382066,0.0534288175404071
AVPEPUDEAC0007_readtext.flac,AVPEPUDEAC0007,0.0111245568841695,0.5854240655899048
AVPEPUDEAC0008_readtext.flac,AVPEPUDEAC0008,0.0101599665358662,0.0970833152532577
AVPEPUDEAC0010_readtext.flac,AVPEPUDEAC0010,0.0235306434333324,0.1846428662538528
AVPEPUDEAC0011_readtext.flac,AVPEPUDEAC0011,0.929520845413208,0.819412112236023
AVPEPUDEAC0012_readtext.flac,AVPEPUDEAC0012,1.6645959476591088e-05,0.4854736626148224
AVPEPUDEAC0013_readtext.flac,AVPEPUDEAC0013,0.9888306260108948,0.5332146883010864
AVPEPUDEAC0014_readtext.flac,AVPEPUDEAC0014,0.1680080890655517,0.0307495314627885
AVPEPUDEAC0015_readtext.flac,AVPEPUDEAC0015,0.0024553500115871,0.000949129811488
AVPEPUDEAC0016_readtext.flac,AVPEPUDEAC0016,0.106575921177864,0.0074301729910075
AVPEPUDEAC0017_readtext.flac,AVPEPUDEAC0017,0.0122435931116342,0.1041515544056892
AVPEPUDEAC0018_readtext.flac,AVPEPUDEAC0018,0.0022591904271394,0.0086717624217271
AVPEPUDEAC0019_readtext.flac,AVPEPUDEAC0019,0.0043645468540489,0.0204062387347221
AVPEPUDEAC0020_readtext.flac,AVPEPUDEAC0020,0.0056977001950144,0.0225551482290029
AVPEPUDEAC0021_readtext.flac,AVPEPUDEAC0021,0.0007564916159026,0.0144852846860885
AVPEPUDEAC0022_readtext.flac,AVPEPUDEAC0022,0.0010471721179783,0.0205096900463104
AVPEPUDEAC0023_readtext.flac,AVPEPUDEAC0023,0.0015311540337279,0.0015428264159709
AVPEPUDEAC0024_readtext.flac,AVPEPUDEAC0024,0.0019748697523027,0.2982237935066223
AVPEPUDEAC0025_readtext.flac,AVPEPUDEAC0025,0.1652896553277969,0.1194474920630455
AVPEPUDEAC0026_readtext.flac,AVPEPUDEAC0026,0.2743784189224243,0.1098822727799415
AVPEPUDEAC0027_readtext.flac,AVPEPUDEAC0027,0.0242614969611167,0.4002614021301269
AVPEPUDEAC0028_readtext.flac,AVPEPUDEAC0028,1.0,0.9999324083328248
AVPEPUDEAC0029_readtext.flac,AVPEPUDEAC0029,0.4436993300914764,0.0553272739052772
AVPEPUDEAC0030_readtext.flac,AVPEPUDEAC0030,0.076849840581417,9.118574962485582e-05
AVPEPUDEAC0031_readtext.flac,AVPEPUDEAC0031,0.016006825491786,0.0034944042563438
AVPEPUDEAC0033_readtext.flac,AVPEPUDEAC0033,5.0203387218061835e-05,2.2384254407370463e-05
AVPEPUDEAC0034_readtext.flac,AVPEPUDEAC0034,0.9964686632156372,2.002135943257599e-06
AVPEPUDEAC0035_readtext.flac,AVPEPUDEAC0035,0.0038393544964492,1.2631629033421632e-05
