clip,speaker,probe_r0,probe_r1,probe_r2,probe_r3,probe_r4,zeroshot
S001.wav,S001,0.906947135925293,0.568942666053772,0.8680886626243591,0.8380250334739685,0.9883335828781128,0.3632881689271144
S002.wav,S002,0.1963249593973159,0.9997695088386536,0.7638329863548279,0.8707265257835388,0.4570663273334503,0.2693269906304305
S003.wav,S003,0.0156390164047479,0.007040555588901,0.0003094433050137,0.4955074489116668,0.0165949836373329,0.2817777023359973
S004.wav,S004,0.0521488822996616,0.0255444161593914,0.2564286291599273,0.0166026819497346,0.0951795428991317,0.1921813519483138
S005.wav,S005,0.9501410126686096,0.0007393784471787,0.1387985944747924,0.0132876597344875,0.0124823795631527,0.2945949044829833
S006.wav,S006,0.0285559762269258,0.0216486863791942,0.0727351009845733,0.0068490072153508,0.3873083591461181,0.4230144824744104
S007.wav,S007,0.9999163150787354,0.994933545589447,0.9999475479125975,0.9999960660934448,0.9999719858169556,0.1920931369070374
S009.wav,S009,0.1844274699687957,0.0459574908018112,0.1843665093183517,0.0228526871651411,0.0982013344764709,0.1647250470763672
S011.wav,S011,0.0581184886395931,0.99320650100708,0.0095169460400938,0.1708642989397049,0.08710228651762,0.4229685766787573
S012.wav,S012,0.4390839338302612,0.5011472105979919,0.0550512708723545,0.2498812675476074,0.0216284468770027,0.2340278155920546
S013.wav,S013,0.5792520046234131,0.7333190441131592,0.1916308552026748,0.5637415051460266,0.8522652387619019,0.3779030022112996
S015.wav,S015,0.9382575750350952,0.0050079645588994,0.8899754881858826,0.483957976102829,0.9101706743240356,0.2945460299351286
S016.wav,S016,5.6998516129169736e-08,1.2359996617306024e-05,4.0860118133423384e-06,1.4493510889224126e-06,4.718291620520176e-06,0.321246363372769
S017.wav,S017,0.0940485671162605,0.1008244007825851,0.0171454157680273,0.1446159482002258,0.0245892889797687,0.3490444450355397
S018.wav,S018,0.0132939247414469,0.3142839670181274,4.0614944737171754e-05,4.739495852845721e-05,0.0016267148312181,0.3927769537225207
S019.wav,S019,0.7996985912322998,0.1009881421923637,0.5138514041900635,0.3268039226531982,0.8266205191612244,0.3349517014493455
S020.wav,S020,0.961361825466156,0.9740869402885436,0.973292112350464,0.8721346855163574,0.9690662026405334,0.3349690531207633
S021.wav,S021,0.3484936654567718,0.1199083551764488,0.0423933081328868,0.0105619486421346,0.1537836790084839,0.2124609314120047
S024.wav,S024,0.0002480628318153,0.0071218535304069,1.4484970051853452e-05,0.0001459871127735,0.001832662965171,0.3350470832278703
S025.wav,S025,0.2304261773824691,0.2249957472085952,0.1981420367956161,0.4144719541072845,0.957813024520874,0.2693005295420525
S027.wav,S027,0.4503087103366852,0.9870058298110962,0.5069077610969543,0.6511836051940918,0.8376240730285645,0.2945522534328585
S028.wav,S028,0.4307321608066559,0.9864466190338136,0.9516260027885436,0.9633904695510864,0.9231818318367004,0.3490577188687807
S029.wav,S029,0.0007221058476716,6.565394141944125e-05,0.0009726074058562,0.0002999793214257,0.0996698439121246,0.469292962204016
S030.wav,S030,0.9994020462036132,0.999512791633606,0.999834418296814,0.9999827146530152,0.90812885761261,0.3926679320160164
S032.wav,S032,0.487461507320404,0.0312453098595142,0.7011892795562744,0.0568772628903389,0.6082815527915955,0.2229355092467111
S033.wav,S033,0.0002721982018556,8.604494360042736e-05,7.063388329697773e-05,0.0011419745860621,0.0005114640807732,0.3211862445898034
S034.wav,S034,3.095559077337384e-05,2.3682457594986772e-06,2.456881702528335e-05,1.83597112481948e-05,0.0013706485042348,0.2454151302666345
S035.wav,S035,0.0007556158234365,0.1406516432762146,6.082209074520506e-05,0.0884555727243423,0.046508502215147,0.3349973463465677
S036.wav,S036,0.9929793477058412,0.9767867922782898,0.9992886781692504,0.9592454433441162,0.9647749066352844,0.4848108876908107
S038.wav,S038,0.0161889139562845,0.000488550052978,0.0001054998720064,0.0005352512234821,0.0032677894923835,0.2692032883510494
S039.wav,S039,5.5635537137277424e-05,0.0007349757943302,0.0027825653087347,0.0005518192192539,0.0010766611667349,0.3490246153664009
S040.wav,S040,0.8330413103103638,0.5255155563354492,0.3442314565181732,0.8573643565177917,0.9258278012275696,0.2453848621937746
S041.wav,S041,0.0001496706245234,0.0016404024790972,5.58855062990915e-05,1.0872239727177655e-05,1.6240011291301926e-06,0.2229887311466292
S043.wav,S043,8.932258060667664e-05,1.1148230214530486e-06,5.136632807989372e-06,8.198356908906135e-07,2.7922425942961127e-05,0.2453561613100204
S048.wav,S048,0.0001636832166695,7.556299806310562e-06,4.057131809531711e-05,0.0024480239953845,3.811557326116599e-05,0.3076817400392742
S049.wav,S049,0.0067313308827579,0.8948096036911011,0.0862302705645561,0.0005245610955171,0.0308077819645404,0.4847726024432592
S051.wav,S051,0.0133008202537894,0.0019190793391317,0.1429921984672546,0.5425946712493896,0.0003387510369066,0.3633684368118757
S052.wav,S052,0.0003134167927782,0.0013187282020226,0.0004419637261889,4.380761765787611e-06,0.0004764194018207,0.1826985700756666
S055.wav,S055,0.3731025159358978,0.0015738942893221,0.8627710342407227,0.7613462805747986,0.2225115746259689,0.3077317111521389
S056.wav,S056,0.0297287981957197,0.0004307153576519,0.0081547172740101,0.0067535657435655,0.0092621659860014,0.26920344643089
S058.wav,S058,1.135518050432438e-05,0.7025412321090698,0.8159090280532837,0.5302096009254456,0.2981508076190948,0.3490020709461766
S059.wav,S059,0.0645337477326393,0.1363964676856994,0.0530792213976383,0.0758384764194488,0.6667247414588928,0.2571953365450229
S061.wav,S061,0.0042339991778135,0.0002181588497478,0.0003102163027506,6.795099034206942e-05,2.690366818569601e-05,0.2340140686211114
S062.wav,S062,0.3895046710968017,0.0650865510106086,0.1255948543548584,0.6169359087944031,0.8613879680633545,0.2570703641720715
S063.wav,S063,0.0002642222389113,0.000984420068562,0.0012050409568473,9.74589420366101e-05,4.7420318878721446e-05,0.3349786905982991
S064.wav,S064,0.7559901475906372,0.980411171913147,0.98684561252594,0.7431015968322754,0.2595586478710174,0.2571319598469092
S067.wav,S067,3.7477282603504136e-05,3.51680391759146e-05,1.104162834053568e-06,8.377718040719628e-05,3.60796832410415e-07,0.2020277553959489
S068.wav,S068,0.9860467314720154,0.8380777835845947,0.6783349514007568,0.7640265226364136,0.6582059264183044,0.4229708900924156
S070.wav,S070,0.0002857540384866,0.002745958045125,0.0009350017644464,0.0043487157672643,0.0037387898191809,0.2571809995574386
S071.wav,S071,0.5739061236381531,0.1861430555582046,0.4895297884941101,0.8187850713729858,0.649635374546051,0.3633308741552047
S072.wav,S072,0.0004258790868334,1.2779550161212684e-05,0.0002328008995391,0.0004911423893645,6.9232162225318924e-09,0.2817357584396384
S073.wav,S073,0.9209704995155334,0.9904226064682008,0.9999537467956544,0.9974048733711244,0.9202849268913268,0.3778347065871359
S076.wav,S076,1.576133945491165e-05,0.002374222734943,0.0005082131829112,0.012957127764821,0.0008275936124846,0.3632956335501637
S077.wav,S077,0.0950287133455276,0.4403029978275299,0.0009314024937339,0.0008245653589256,0.2851130068302154,0.2020352542650166
S079.wav,S079,0.0013766360934823,0.0518752895295619,0.0004073658783454,0.0124522456899285,0.0014074000064283,0.3927111039257924
S080.wav,S080,0.9918214678764344,0.9989810585975648,0.9999746084213256,0.997583508491516,0.9985029697418212,0.2944668059006189
S081.wav,S081,8.455214992864057e-05,6.645377084169013e-07,0.0005457141669467,1.3054393832589994e-07,3.76938487534062e-06,0.2229227186550887
S082.wav,S082,0.6066494584083557,0.2526906132698059,0.5568570494651794,0.8373299241065979,0.4253526628017425,0.438185539980294
S083.wav,S083,0.5256043076515198,0.6781216859817505,0.2198909223079681,0.7425716519355774,0.2997607588768005,0.2020426797970236
S084.wav,S084,0.0262595135718584,0.0252867192029953,0.8051256537437439,0.1780091673135757,0.0845740884542465,0.3489892412232609
S086.wav,S086,0.8557168841362,0.8602117896080017,0.6910925507545471,0.0616256222128868,0.8176292777061462,0.3076407957232926
S087.wav,S087,0.99999737739563,0.9998977184295654,0.9999709129333496,0.9999418258666992,0.999980092048645,0.3349266774763235
S089.wav,S089,0.9999927282333374,0.9994534850120544,0.9997358918190002,0.9999018907546996,0.9942086935043336,0.245342685110991
S090.wav,S090,0.9923505187034608,0.6817362904548645,0.0618509948253631,0.978124737739563,0.0070110880769789,0.3633180321167611
S092.wav,S092,0.999686360359192,0.9990569949150084,0.9998112320899964,0.9933472871780396,0.9962908029556274,0.3633418226474433
S093.wav,S093,0.2825382947921753,0.4470000267028808,0.7426417469978333,0.0984049513936042,0.1645697951316833,0.3780115410112077
S094.wav,S094,0.0277904812246561,0.014071861281991,0.0161259844899177,0.0062454394064843,0.0020668397191911,0.3489864796483583
S095.wav,S095,0.999995231628418,0.9996941089630128,0.999996781349182,0.9972115159034728,0.9999116659164428,0.2453162876901386
S096.wav,S096,0.4459349811077118,0.9949878454208374,0.9982419013977052,0.3388419151306152,0.5916835069656372,0.1825987458320745
S097.wav,S097,0.0002509909681975,0.0088592674583196,0.5579897165298462,0.0038839564658701,4.259751221979968e-05,0.2453312408121836
S100.wav,S100,0.9996273517608644,0.9566246271133424,0.8104861378669739,0.9941430687904358,0.9992764592170716,0.3490003658957205
S101.wav,S101,0.9999995231628418,0.999970316886902,0.9999985694885254,0.9999935626983644,1.0,0.1734092830560935
S103.wav,S103,0.9976810216903688,0.9945008754730223,0.9962615370750428,0.9789466857910156,0.987949013710022,0.3210900398879312
S104.wav,S104,0.9549968242645264,0.032105017453432,0.1855889856815338,0.6325825452804565,0.9556053876876832,0.4537624343983809
S107.wav,S107,0.9999089241027832,0.995248019695282,0.9997662901878356,0.9666118025779724,0.9936861395835876,0.4847325169390957
S108.wav,S108,0.7274509072303772,0.9032394886016846,0.9953863024711608,0.9758721590042114,0.8681811094284058,0.3077366578370363
S110.wav,S110,0.9991099238395692,0.9907755255699158,0.9992976188659668,0.9932783246040344,0.9903076887130736,0.3211423824329207
S111.wav,S111,0.9988086223602296,0.9925124645233154,0.9979641437530518,0.9683414101600648,0.9975278973579408,0.3077496700077259
S114.wav,S114,0.2888804972171783,0.00041508465074,0.0004446299572009,0.0408450439572334,0.0001822181657189,0.3077304048224759
S116.wav,S116,0.9795029163360596,0.999450981616974,0.9655435085296632,0.9993535876274108,0.9988512992858888,0.3633393642978877
S118.wav,S118,0.8023712635040283,0.9809867739677428,0.9930846691131592,0.9858646392822266,0.9786392450332642,0.4848259059462846
S122.wav,S122,0.0316311083734035,0.3214732408523559,0.0017955645453184,0.6599291563034058,0.0086828619241714,0.2817242178959914
S124.wav,S124,0.9747650623321532,0.8000950813293457,0.9254323244094848,0.8943889141082764,0.88576340675354,0.3349979477435091
S125.wav,S125,0.9986226558685304,0.9964373111724854,0.9642577767372132,0.910297691822052,0.9999295473098756,0.3076210820565923
S126.wav,S126,0.9999898672103882,0.9999206066131592,0.9999700784683228,0.9983927607536316,0.99835604429245,0.4228475829909885
S127.wav,S127,0.546436071395874,0.4220093786716461,0.4682748913764953,0.0890148058533668,0.7783614993095398,0.3489859769225051
