clip,speaker,probe_r0,probe_r1,probe_r2,probe_r3,probe_r4,zeroshot
300,300,4.194684879621491e-05,8.321135283040348e-07,5.859482826053863e-06,2.1346897938201437e-06,3.0480933332910354e-07,0.0637583763794425
301,301,0.0043936357833445,0.0041752038523554,0.0742027163505554,0.0010449740802869,0.0133693367242813,0.04210967562758264
302,302,0.000204113399377,0.0037901969626545,0.0087965615093708,0.0021118069998919,0.0177978612482547,0.6794502961310905
303,303,0.0001785892673069,0.0342597588896751,2.9388285838649608e-05,0.0008802912198007,0.0006675994372926,0.07164968760369504
304,304,0.0137148024514317,0.1350264847278595,0.002416503848508,0.1158977150917053,0.0110129425302147,0.03317077013838889
305,305,0.0107085686177015,0.006950884591788,0.005062289070338,0.0178617406636476,0.2686948180198669,0.18255383231933264
306,306,0.6950790882110596,0.3161497116088867,0.0125517034903168,0.0950679257512092,0.0709226429462432,0.29457029968915127
307,307,0.0182683188468217,0.2032267451286316,0.005778569728136,0.0083945803344249,0.0847543478012085,0.15593155946252932
308,308,0.9726054072380066,0.9842331409454346,0.9932366013526917,0.9906124472618104,0.9739457964897156,0.984114840750237
309,309,0.8811612129211426,0.8346898555755615,0.9946826100349426,0.9996248483657836,0.9987643957138062,0.9149834338203644
310,310,9.273355681216344e-05,0.0007103971438482,5.764417437603697e-05,0.0003481738094706,6.430127541534603e-06,0.13314765673451026
311,311,0.9998409748077391,0.9998823404312134,0.9994120597839355,0.8462973237037659,0.5686162710189819,0.9604989442453493
312,312,0.0112566435709595,3.344571450725198e-05,4.306051050662063e-05,0.0001267757179448,0.0012779654935002,0.09549637939473367
313,313,0.040993832051754,0.0530123338103294,0.0725489556789398,0.4297334253787994,0.0157973822206258,0.9690406367526657
314,314,0.0268452521413564,0.6038097143173218,0.9516175985336304,0.0371373370289802,0.1226930022239685,0.40716458781979087
315,315,0.1853999346494674,0.0104876607656478,0.0023821135982871,2.234266503364779e-05,0.0369924493134021,0.12612673976875907
316,316,0.0110854040831327,0.0009918881114572,0.0505262017250061,0.0050616478547453,0.0005577317206189,0.8522100278875331
317,317,0.0040287664160132,0.0032327780500054,0.7293998003005981,0.79636150598526,0.9435657262802124,0.8671905204281921
318,318,0.0001482795196352,4.583378540701233e-05,0.0053964043036103,0.0028800072614103,0.0010631795739755,0.08522110346867857
319,319,0.363272100687027,0.0231166593730449,0.2718404233455658,0.0280555896461009,0.1321183145046234,0.8990922614332196
320,320,0.999904990196228,0.999992609024048,0.9992048144340516,0.9999912977218628,0.999981164932251,0.37867649801557346
321,321,0.9999918937683104,0.9999673366546632,0.9998606443405152,0.9999696016311646,0.9999862909317015,0.9756547031508478
322,322,0.0022820821031928,0.0466550663113594,0.0059754392132163,0.0612379610538482,0.0001257265394087,0.9198818118248081
323,323,6.150133413029835e-05,1.2524512385425624e-05,0.0002044821594608,1.170558880403405e-05,7.133393228286877e-05,0.033099353538913634
324,324,0.000631927861832,0.0811147019267082,0.1188168451189994,2.2735834136256017e-05,0.0002142473822459,0.037402575367588266
325,325,0.1206366270780563,0.2664401531219482,0.7414568662643433,0.551720380783081,0.5828942060470581,0.8933457449643811
326,326,1.6029445760068484e-05,2.516211168313021e-07,2.936042449164234e-07,3.4163684176746756e-05,1.5299354345188476e-05,0.03517840306211605
327,327,0.6694625616073608,0.8477279543876648,0.3291563987731933,0.9340986013412476,0.2770037055015564,0.8874994447064009
328,328,0.0003173523291479,9.49799141380936e-06,0.0002689776010811,0.0003148264077026,0.0029254227411001,0.05341099788960222
329,329,0.0002877396182157,0.1496911495923996,0.0018784577259793,0.0156550128012895,0.0009238502243533,0.023014551863542093
330,330,4.0327337046619505e-05,9.917806892190129e-05,5.700362066818343e-07,0.018141446635127,3.1937466360432154e-07,0.6368903630812103
331,331,0.9500728249549866,0.6408523917198181,0.5895922183990479,0.3050942122936249,0.9709811210632324,0.8877399951814692
332,332,0.0228352472186088,0.1581849306821823,0.1796005517244339,0.4952800571918487,0.6843185424804688,0.9841548777256777
333,333,0.0003103707567788,0.0010634652571752,0.0002574009995441,0.0002330831775907,0.0003766797308344,0.4838361626950141
334,334,0.0075616338290274,0.013985401019454,0.0001794434210751,0.0022193854674696,0.0013060756027698,0.1258455512372126
335,335,0.0177051909267902,0.0074042901396751,0.0100464392453432,0.0546944364905357,0.0436201468110084,0.056728511097437644
336,336,0.1738858968019485,0.4879636764526367,0.779532253742218,0.3079123497009277,0.8392974734306335,0.2458329706505735
337,337,0.0073124184273183,0.583078145980835,0.0379371643066406,0.0402689464390277,0.039597038179636,0.9324998191264083
338,338,0.0152023220434784,0.018478387966752,0.0013479577610269,0.0006412639049813,0.0032848762348294,0.8175077569955473
339,339,0.1891430020332336,0.0207553841173648,0.0489134415984153,0.0198649931699037,0.0064880666323006,0.8740536761532703
340,340,0.051428698003292,0.0015304500702768,0.4501726925373077,0.0021795325446873,0.4713023006916046,0.07166395543697283
341,341,0.040354985743761,0.0441499054431915,0.1146103218197822,0.0489185526967048,0.0025373080279678,0.11939404851642772
343,343,0.1882236301898956,0.1822899281978607,0.1711220890283584,0.0126700848340988,0.0377239026129245,0.8354601389523022
344,344,0.0415439903736114,0.003295000642538,0.005516065750271,0.0086306305602192,0.0150164691731333,0.7310271575186259
345,345,0.982646107673645,0.9999063014984132,0.9999860525131226,0.96052348613739,0.997166097164154,0.9688741846136737
346,346,0.9979787468910216,0.9998773336410522,0.9984596967697144,0.9998106360435486,0.9830418825149536,0.9867983625478944
347,347,0.0668262392282486,0.6289801001548767,0.0156339593231678,0.5741226077079773,0.0040536257438361,0.07162881694011768
348,348,0.1630770117044448,0.6190760731697083,0.0117421764880418,0.0031819436699151,0.0051095415838062,0.9435013877406035
349,349,0.999958634376526,0.9999924898147584,0.9999911785125732,0.988746464252472,0.999215006828308,0.9708741856268183
350,350,0.7452907562255859,0.3445022404193878,0.6915616393089294,0.8606767058372498,0.0696334391832351,0.9605531087025531
351,351,0.9951487183570862,0.9723867177963256,0.9897359609603882,0.9997714161872864,0.9160537123680116,0.9529323756278415
352,352,0.9406194686889648,0.2205341160297393,0.5134286880493164,0.9529024362564088,0.9367266297340392,0.9100262479361133
353,353,0.0045550670474767,0.0464890263974666,0.0065450822003185,0.0046146968379616,0.0258890986442565,0.9283944351458162
354,354,0.0028233672492206,0.0004615242360159,0.0117477774620056,0.0232507474720478,0.1141505017876625,0.3209992224329111
355,355,0.0467811785638332,0.4267171025276184,0.0033963329624384,0.0968999117612838,0.0421368069946765,0.9097482114514917
356,356,0.0739806368947029,0.904536783695221,0.0870944038033485,0.0239514987915754,0.1689335107803344,0.9435726756351925
357,357,0.0001217382523464,0.778045117855072,0.0073134154081344,0.0027959728613495,0.0003113612183369,0.03738197896917722
358,358,0.7357841730117798,0.0642315745353698,0.3956166803836822,0.9882590770721436,0.0870122760534286,0.8743477263645087
359,359,0.8991660475730896,0.1579852998256683,0.9126526713371276,0.3471934199333191,0.3704375922679901,0.974194443241057
360,360,0.045573528856039,0.07748693972826,0.0036415343638509,0.0111711071804165,0.034377995878458,0.20195941034732964
361,361,0.0001001060954877,3.8145713254778e-09,1.7376161167703683e-06,0.000171343475813,4.5168912038207054e-05,0.027637303793361927
362,362,0.0433940738439559,0.0226057041436433,0.0158658381551504,0.0026196725666522,0.0051040537655353,0.4076529195408865
363,363,0.1897880882024765,0.0324770845472812,0.0768310278654098,0.190202459692955,0.5221669673919678,0.021626900589202528
364,364,0.0001674022641964,0.0002209473605034,9.282025530410463e-06,0.0008809095597825,0.0003971277328673,0.13294684184650785
365,365,0.277124285697937,0.7758023738861084,0.99935382604599,0.9497406482696532,0.9010613560676576,0.4076178812321096
366,366,0.0001352360122837,2.06955110115814e-06,6.059376755729318e-05,1.1387030099285766e-05,3.8701866287738085e-05,0.01590440031264556
367,367,0.9999617338180542,0.9994551539421082,0.9999905824661256,0.9999942779541016,0.9999853372573853,0.9604113355275852
368,368,0.1706759631633758,0.000461105373688,0.0567211806774139,0.0463685393333435,0.1158914119005203,0.5927526858079715
369,369,0.0024298815988004,0.0008087083697319,0.0020647831261157,0.0015294455224648,0.03378776460886,0.035159317344970416
