clip,speaker,answer_after,answer_before
AVPEPUDEAC0001_readtext.flac,AVPEPUDEAC0001,0.453389427041014,0.3776430566179641
AVPEPUDEAC0003_readtext.flac,AVPEPUDEAC0003,0.5927923770760899,0.5313185213101066
AVPEPUDEAC0004_readtext.flac,AVPEPUDEAC0004,0.4533985497241491,0.3776600468536223
AVPEPUDEAC0005_readtext.flac,AVPEPUDEAC0005,0.4844863703344316,0.45337070008036
AVPEPUDEAC0006_readtext.flac,AVPEPUDEAC0006,0.5001564219888428,0.5157385936976056
AVPEPUDEAC0007_readtext.flac,AVPEPUDEAC0007,0.5157567082066951,0.4379683194236768
AVPEPUDEAC0008_readtext.flac,AVPEPUDEAC0008,0.4844712001113347,0.5000943647351979
AVPEPUDEAC0010_readtext.flac,AVPEPUDEAC0010,0.4533812273528726,0.4379265666603922
AVPEPUDEAC0011_readtext.flac,AVPEPUDEAC0011,0.5313354467832383,0.4533885439013931
AVPEPUDEAC0012_readtext.flac,AVPEPUDEAC0012,0.4688873138679,0.3776597531215945
AVPEPUDEAC0013_readtext.flac,AVPEPUDEAC0013,0.6655635977065384,0.5001358750451222
AVPEPUDEAC0014_readtext.flac,AVPEPUDEAC0014,0.4689270381040944,0.4379895495051745
AVPEPUDEAC0015_readtext.flac,AVPEPUDEAC0015,0.4533890195001148,0.4533627291050271
AVPEPUDEAC0016_readtext.flac,AVPEPUDEAC0016,0.4533592580353967,0.4379783469175407
AVPEPUDEAC0017_readtext.flac,AVPEPUDEAC0017,0.4379402632796914,0.3924410768252244
AVPEPUDEAC0018_readtext.flac,AVPEPUDEAC0018,0.407428946126172,0.3487478729162279
AVPEPUDEAC0019_readtext.flac,AVPEPUDEAC0019,0.4379401493986257,0.3487846503103847
AVPEPUDEAC0020_readtext.flac,AVPEPUDEAC0020,0.4688893920066154,0.3776576946667406
AVPEPUDEAC0021_readtext.flac,AVPEPUDEAC0021,0.4533612215777172,0.4844643257854994
AVPEPUDEAC0022_readtext.flac,AVPEPUDEAC0022,0.5622804433646846,0.5776318445981496
AVPEPUDEAC0023_readtext.flac,AVPEPUDEAC0023,0.4689452809191377,0.3776811816083762
AVPEPUDEAC0024_readtext.flac,AVPEPUDEAC0024,0.4689395164527955,0.4379525370249524
AVPEPUDEAC0025_readtext.flac,AVPEPUDEAC0025,0.4689356310367886,0.3487708739988865
AVPEPUDEAC0026_readtext.flac,AVPEPUDEAC0026,0.5313225449397553,0.377646049173288
AVPEPUDEAC0027_readtext.flac,AVPEPUDEAC0027,0.5468347384160632,0.5622675521105978
AVPEPUDEAC0028_readtext.flac,AVPEPUDEAC0028,0.500167473608062,0.6078356520855303
AVPEPUDEAC0029_readtext.flac,AVPEPUDEAC0029,0.4074315693960606,0.3924450777526257
AVPEPUDEAC0030_readtext.flac,AVPEPUDEAC0030,0.4379495748631673,0.3924889407831607
AVPEPUDEAC0031_readtext.flac,AVPEPUDEAC0031,0.5157478522630514,0.5928127278499911
AVPEPUDEAC0033_readtext.flac,AVPEPUDEAC0033,0.5313349577410105,0.6225661454710836
AVPEPUDEAC0034_readtext.flac,AVPEPUDEAC0034,0.6225652291252335,0.5776031395364511
AVPEPUDEAC0035_readtext.flac,AVPEPUDEAC0035,0.5927809955871364,0.665526539073575
AVPEPUDEAC0037_readtext.flac,AVPEPUDEAC0037,0.5468483754313737,0.5927847319403847
AVPEPUDEAC0039_readtext.flac,AVPEPUDEAC0039,0.515774504300394,0.6225730920314007
AVPEPUDEAC0040_readtext.flac,AVPEPUDEAC0040,0.5157546842473115,0.5468950288456313
AVPEPUDEAC0041_readtext.flac,AVPEPUDEAC0041,0.5468691611994694,0.607916815282829
AVPEPUDEAC0042_readtext.flac,AVPEPUDEAC0042,0.5313221524990763,0.6514742043712815
AVPEPUDEAC0043_readtext.flac,AVPEPUDEAC0043,0.6077955306743221,0.6792630012059204
AVPEPUDEAC0044_readtext.flac,AVPEPUDEAC0044,0.5927335520790816,0.6792576608099006
AVPEPUDEAC0045_readtext.flac,AVPEPUDEAC0045,0.531304885930735,0.6514368387768754
AVPEPUDEAC0046_readtext.flac,AVPEPUDEAC0046,0.5313024476940578,0.5157273882416374
AVPEPUDEAC0047_readtext.flac,AVPEPUDEAC0047,0.592806292289106,0.592783820089584
AVPEPUDEAC0048_readtext.flac,AVPEPUDEAC0048,0.5313283208014711,0.5157469499118917
AVPEPUDEAC0049_readtext.flac,AVPEPUDEAC0049,0.5157686160995629,0.5928545404472069
AVPEPUDEAC0050_readtext.flac,AVPEPUDEAC0050,0.5313060522937064,0.6792455968044584
AVPEPUDEAC0051_readtext.flac,AVPEPUDEAC0051,0.5000827574675586,0.4533877274144533
AVPEPUDEAC0052_readtext.flac,AVPEPUDEAC0052,0.5001104324040788,0.5313552047698488
AVPEPUDEAC0053_readtext.flac,AVPEPUDEAC0053,0.5001463340450929,0.4379575731585107
AVPEPUDEAC0054_readtext.flac,AVPEPUDEAC0054,0.4689088098535701,0.34879937288521
AVPEPUDEAC0057_readtext.flac,AVPEPUDEAC0057,0.4533780947298375,0.4074686248996796
AVPEPUDEA0001_readtext.flac,AVPEPUDEA0001,0.5622718539162619,0.5776015817297974
AVPEPUDEA0002readtext.flac,AVPEPUDEA0002,0.5469199056303158,0.4535315784543616
