layer,auc_mean,auc_std,auc_oof_rank,auc_oof_sk
0,np.float64(0.5),np.float64(0.0),0.5,0.5
1,np.float64(0.5533255813953488),np.float64(0.0845178707524856),0.5506017108887923,0.5506017108887923
2,np.float64(0.5697519379844961),np.float64(0.11246082880070907),0.568870523415978,0.568870523415978
3,np.float64(0.5053178294573644),np.float64(0.09641729894123818),0.4963752356096854,0.4963752356096854
4,np.float64(0.4934806201550387),np.float64(0.0936476858719238),0.48789328693634915,0.48789328693634915
5,np.float64(0.49029457364341084),np.float64(0.09465103454397089),0.48760330578512395,0.48760330578512395
6,np.float64(0.5227286821705427),np.float64(0.09065589907853827),0.5177613455125417,0.5177613455125417
7,np.float64(0.47708527131782946),np.float64(0.09276024316795084),0.4754965927214731,0.4754965927214731
8,np.float64(0.4952170542635659),np.float64(0.07633566627912057),0.4981151225170364,0.49811512251703643
9,np.float64(0.5069224806201551),np.float64(0.09012399766894487),0.5105118167319124,0.5105118167319124
10,np.float64(0.5170077519379845),np.float64(0.08008511486824585),0.5221110627809192,0.5221110627809192
11,np.float64(0.4851395348837209),np.float64(0.08750883822232594),0.4907206031607945,0.4907206031607945
12,np.float64(0.4914186046511628),np.float64(0.08401959217634299),0.4978976366536175,0.4978976366536175
13,np.float64(0.49946511627906975),np.float64(0.09036552312006993),0.5031897926634769,0.5031897926634769
14,np.float64(0.4942558139534884),np.float64(0.09640491718999583),0.5020298680585762,0.5020298680585762
15,np.float64(0.5262635658914729),np.float64(0.12873268271710686),0.530955487893287,0.530955487893287
16,np.float64(0.5312790697674419),np.float64(0.1283075849979522),0.5347252428592142,0.5347252428592141
17,np.float64(0.5325503875968993),np.float64(0.10268887353219365),0.5276207046541975,0.5276207046541975
18,np.float64(0.594),np.float64(0.08955658450396119),0.5904016238944468,0.5904016238944468
19,np.float64(0.5963410852713178),np.float64(0.08278067180823394),0.5975786573872698,0.5975786573872699
20,np.float64(0.6565193798449612),np.float64(0.09463186795824771),0.6584746991445556,0.6584746991445556
21,np.float64(0.6360077519379845),np.float64(0.0871191954824028),0.6407858489198203,0.6407858489198203
22,np.float64(0.6231705426356589),np.float64(0.08255817738471309),0.6331738437001595,0.6331738437001595
23,np.float64(0.6281860465116279),np.float64(0.06523392565365453),0.6405683630564013,0.6405683630564013
24,np.float64(0.6286821705426356),np.float64(0.07110792754351429),0.6359286646367986,0.6359286646367986
25,np.float64(0.6284961240310077),np.float64(0.08710124364802922),0.6371610845295056,0.6371610845295055
26,np.float64(0.640937984496124),np.float64(0.0835522072470693),0.6518051326663767,0.6518051326663767
27,np.float64(0.6501860465116279),np.float64(0.0683354434283994),0.6599971001884878,0.6599971001884877
28,np.float64(0.6771007751937985),np.float64(0.0611272550800621),0.683340582862114,0.6833405828621141
