layer,auc_mean,auc_std,auc_oof_rank,auc_oof_sk
0,np.float64(0.5216356589147286),np.float64(0.056270497136829696),0.5181963172393794,0.5181963172393795
1,np.float64(0.5221317829457364),np.float64(0.055842068715469095),0.5255908365956213,0.5255908365956213
2,np.float64(0.5384418604651163),np.float64(0.05586081366194536),0.5396549224300421,0.539654922430042
3,np.float64(0.538263565891473),np.float64(0.07871607472077065),0.5389299695519791,0.5389299695519791
4,np.float64(0.5422480620155039),np.float64(0.07929099997176124),0.5476294040887343,0.5476294040887342
5,np.float64(0.5447441860465115),np.float64(0.06742374166306232),0.5429172103813252,0.5429172103813253
6,np.float64(0.5305891472868216),np.float64(0.08162872192000271),0.533202841815282,0.5332028418152821
7,np.float64(0.523968992248062),np.float64(0.05952505975147914),0.5247208931419458,0.5247208931419458
8,np.float64(0.5672170542635658),np.float64(0.06575926727921298),0.5564013339132956,0.5564013339132957
9,np.float64(0.5266666666666667),np.float64(0.05698945700076666),0.5260983036102653,0.5260983036102653
10,np.float64(0.5630387596899225),np.float64(0.1001394064647867),0.5521966072205307,0.5521966072205307
11,np.float64(0.5415426356589148),np.float64(0.08618472871393042),0.5299405538639989,0.5299405538639989
12,np.float64(0.5563100775193799),np.float64(0.07036086300355911),0.5476294040887343,0.5476294040887343
13,np.float64(0.5558992248062016),np.float64(0.04746636647308369),0.55103668261563,0.55103668261563
14,np.float64(0.5618294573643411),np.float64(0.05854943565979747),0.5541539799913006,0.5541539799913007
15,np.float64(0.5479767441860465),np.float64(0.0617207549812622),0.5453095548789328,0.5453095548789328
16,np.float64(0.5152480620155038),np.float64(0.048679477039988046),0.5166739161954473,0.5166739161954472
17,np.float64(0.516139534883721),np.float64(0.09790987247677206),0.50645208061476,0.50645208061476
18,np.float64(0.5145503875968992),np.float64(0.08981275583072408),0.5047846889952153,0.5047846889952153
19,np.float64(0.5122945736434109),np.float64(0.08879390491823166),0.5058721183123097,0.5058721183123096
20,np.float64(0.48976744186046506),np.float64(0.09392326566374665),0.4882557633753806,0.4882557633753806
21,np.float64(0.4813023255813954),np.float64(0.08914890662498752),0.479193852399594,0.479193852399594
22,np.float64(0.4887751937984496),np.float64(0.09424004449499737),0.48296360736552124,0.48296360736552124
23,np.float64(0.4831085271317829),np.float64(0.07696440254858004),0.47730897491663044,0.47730897491663044
24,np.float64(0.46835658914728684),np.float64(0.08535038476654272),0.4698419602725823,0.4698419602725823
25,np.float64(0.45844961240310084),np.float64(0.07268186628504722),0.4541829781064231,0.45418297810642305
26,np.float64(0.4557131782945737),np.float64(0.09585612704215074),0.45266057706249097,0.4526605770624909
27,np.float64(0.47544961240310074),np.float64(0.09435079730636414),0.4746266492677976,0.4746266492677976
28,np.float64(0.5028139534883721),np.float64(0.07989934025411276),0.49579527330723505,0.4957952733072351
