stage,auc_mean,auc_std,auc_oof
0,0.5,0.0,0.5
1,0.7742094389640528,0.02832827961088766,0.7684812088337853
2,0.7707746006142397,0.015219098950331912,0.7623886090662535
3,0.8000323374180096,0.034638509769794525,0.7849380085238281
4,0.8057740428659965,0.03360261759620531,0.791824874079814
5,0.7912321061493681,0.032565309091782436,0.7785548237117397
6,0.7742596300890658,0.03421823593931581,0.7606935296396744
7,0.7648537552988464,0.01935018007404047,0.75592793490895
8,0.7766927156556583,0.03186376660455753,0.7639771406431617
9,0.7578356035654306,0.026992272236859398,0.7462030220844633
10,0.7686668635318192,0.03424558601155155,0.7547655947307246
11,0.7561001754446115,0.02930721177974371,0.7366718326230142
12,0.7615673901767985,0.029238533596971258,0.7449050755521116
13,0.7657076016031711,0.03468681602434022,0.7498062766369624
14,0.7583617106423106,0.044331868441446286,0.7374176675707089
15,0.7634929465029974,0.0503612391577559,0.7449728787291747
16,0.7842045612993879,0.041071965528280144,0.7662630763270051
17,0.7809678505141553,0.04608136425043605,0.7683552886478109
18,0.795777939959905,0.04927170841626867,0.7824389771406433
19,0.7809521023677564,0.059257632361206125,0.7687717938783417
20,0.8021672993317684,0.050844042225927866,0.7880085238279737
21,0.8034142352265949,0.04781399879740605,0.7891999225106547
22,0.8045698242613761,0.05609733722323696,0.7882603641999224
23,0.7950000678402128,0.0466318702409468,0.7758426966292136
24,0.7798996163862892,0.041822290551154245,0.7613909337466098
25,0.7826739827625439,0.037543595049229515,0.767861294072065
26,0.7960589815787762,0.03140889546148771,0.7808213870592794
27,0.8110080802528215,0.024735051038807864,0.7959608678806663
28,0.7968057431432951,0.03244041229659555,0.7843471522665633
