layer,auc_mean,auc_std,auc_oof_rank,auc_oof_sk
0,np.float64(0.6884048012082411),np.float64(0.05317641563660815),0.684134056567222,0.684134056567222
1,np.float64(0.6751138831527179),np.float64(0.039034582547140664),0.6720263463773731,0.6720263463773731
2,np.float64(0.6593159433191824),np.float64(0.04812952263365775),0.6521890740023247,0.6521890740023246
3,np.float64(0.6712091417348311),np.float64(0.04716923434532736),0.6642967841921735,0.6642967841921735
4,np.float64(0.6817248944778703),np.float64(0.047650632490821306),0.6739829523440527,0.6739829523440526
5,np.float64(0.698370023816987),np.float64(0.058545198854919364),0.6855869817900039,0.685586981790004
6,np.float64(0.697449246976935),np.float64(0.05383105709322731),0.6896745447500968,0.6896745447500969
7,np.float64(0.719366962799439),np.float64(0.03288020948389346),0.7173576133281674,0.7173576133281674
8,np.float64(0.7307145699529994),np.float64(0.040444440256983655),0.7318481208833786,0.7318481208833787
9,np.float64(0.7146685255386426),np.float64(0.04706532896344699),0.7134250290585045,0.7134250290585045
10,np.float64(0.735445106557199),np.float64(0.0492326006341784),0.7388996512979465,0.7388996512979464
11,np.float64(0.7275591038536111),np.float64(0.048660096906348003),0.7253002712127082,0.7253002712127082
12,np.float64(0.7288510156557597),np.float64(0.054904499993169806),0.7166020922123209,0.7166020922123207
13,np.float64(0.7462285886363629),np.float64(0.05048201977347166),0.7400426191398682,0.7400426191398682
14,np.float64(0.7331995950344906),np.float64(0.061895535387469836),0.7321193335916312,0.7321193335916311
15,np.float64(0.7641914220124274),np.float64(0.05177186831631932),0.7578845408756296,0.7578845408756295
16,np.float64(0.7759319509066815),np.float64(0.05734267985430013),0.7672994963192561,0.7672994963192561
17,np.float64(0.7716670334523064),np.float64(0.05652432322789987),0.7625532739248353,0.7625532739248354
18,np.float64(0.7729325116410622),np.float64(0.05035898965611432),0.7613134444013948,0.7613134444013947
19,np.float64(0.7870268828223328),np.float64(0.06242506572103109),0.7764238667183262,0.7764238667183263
20,np.float64(0.7772252626225689),np.float64(0.04468839543038143),0.7678806664083688,0.7678806664083688
21,np.float64(0.8050090742700439),np.float64(0.04148467943960053),0.7966873304920573,0.7966873304920572
22,np.float64(0.8070541450258801),np.float64(0.04295925768721426),0.7964354901201085,0.7964354901201085
23,np.float64(0.8141855920293681),np.float64(0.04941704320471775),0.8034289035257652,0.8034289035257652
24,np.float64(0.8032906726803268),np.float64(0.04734259031657001),0.7948082138705928,0.7948082138705928
25,np.float64(0.8063520798089183),np.float64(0.03482343012312512),0.7957380860131732,0.7957380860131732
26,np.float64(0.807786656030264),np.float64(0.018051024426317102),0.7990701278574196,0.7990701278574197
27,np.float64(0.8193172395127819),np.float64(0.024970504498372924),0.8080588919023635,0.8080588919023636
28,np.float64(0.8056754337219252),np.float64(0.023464844408619893),0.792464161177838,0.7924641611778381
29,np.float64(0.8015158098563158),np.float64(0.034283330451719655),0.7885896939170864,0.7885896939170864
30,np.float64(0.8060603670462031),np.float64(0.03689665276450041),0.7945757458349477,0.7945757458349476
31,np.float64(0.8071519912368107),np.float64(0.027208006723165215),0.7908368849283224,0.7908368849283224
