layer,auc_mean,auc_std,auc_oof_rank,auc_oof_sk
0,np.float64(0.6880027566159577),np.float64(0.05301318255194892),0.6842309182487408,0.6842309182487407
1,np.float64(0.6753107032373722),np.float64(0.03896309970906931),0.6719972878729175,0.6719972878729175
2,np.float64(0.6593623035318065),np.float64(0.04825519186559501),0.652169701666021,0.652169701666021
3,np.float64(0.6707685086077183),np.float64(0.04721187001562579),0.664500193723363,0.664500193723363
4,np.float64(0.682121036544652),np.float64(0.04783315330451512),0.6738667183262301,0.6738667183262301
5,np.float64(0.6985495720812771),np.float64(0.05931024059985327),0.6853254552499032,0.6853254552499032
6,np.float64(0.6980040810769494),np.float64(0.05321928869772474),0.6898101511042232,0.6898101511042232
7,np.float64(0.7192281596533033),np.float64(0.0328213403050284),0.7174544750096862,0.7174544750096863
8,np.float64(0.7312780961108549),np.float64(0.040079437387044795),0.7320030995738086,0.7320030995738086
9,np.float64(0.714875638357047),np.float64(0.04725406239514591),0.7131731886865555,0.7131731886865555
10,np.float64(0.7358635955082706),np.float64(0.049767648880604226),0.7392483533514141,0.7392483533514143
11,np.float64(0.7281503451778638),np.float64(0.04859305676408435),0.7255714839209608,0.7255714839209609
12,np.float64(0.7286598129527481),np.float64(0.05518597399656771),0.7165827198760171,0.7165827198760171
13,np.float64(0.7460494378112499),np.float64(0.05072352593364322),0.739907012785742,0.739907012785742
14,np.float64(0.7330108126130078),np.float64(0.061727161186329337),0.7323905462998838,0.7323905462998838
15,np.float64(0.7645860900789196),np.float64(0.051679948204521056),0.7579039132119334,0.7579039132119334
16,np.float64(0.7758508795552053),np.float64(0.05785889765295224),0.7672994963192561,0.7672994963192562
17,np.float64(0.7717056219871354),np.float64(0.05617049295977991),0.7624757845796203,0.7624757845796204
18,np.float64(0.7737479214565632),np.float64(0.05066586627162417),0.7617202634637738,0.7617202634637738
19,np.float64(0.7862687586983859),np.float64(0.0618977328227471),0.7764335528864781,0.7764335528864781
20,np.float64(0.7772265373466466),np.float64(0.0445250191675079),0.7676675707090275,0.7676675707090275
21,np.float64(0.8051692811115381),np.float64(0.041030185871054906),0.7966292134831461,0.7966292134831461
22,np.float64(0.8069506949974944),np.float64(0.04279642812362441),0.7964548624564123,0.7964548624564123
23,np.float64(0.8141637793884732),np.float64(0.04911917018314541),0.8033126695079427,0.8033126695079427
24,np.float64(0.8038878958733839),np.float64(0.047632553813910725),0.7951375435877567,0.7951375435877566
25,np.float64(0.8061513631698043),np.float64(0.034919980499093575),0.7958155753583882,0.7958155753583882
26,np.float64(0.8066938507050626),np.float64(0.017475629514591234),0.798324292909725,0.798324292909725
27,np.float64(0.8196321109518762),np.float64(0.02516257961236703),0.8082719876017047,0.8082719876017048
28,np.float64(0.8056760473086225),np.float64(0.02322143405129574),0.7924835335141418,0.7924835335141417
29,np.float64(0.8020172086463143),np.float64(0.034202644338922415),0.7889577683068578,0.7889577683068579
30,np.float64(0.8057737044272946),np.float64(0.03683874601817463),0.794633862843859,0.794633862843859
31,np.float64(0.8065495967652161),np.float64(0.02730924933228575),0.7905269275474622,0.7905269275474622
