layer,auc_mean,auc_std,auc_oof_rank,auc_oof_sk
0,np.float64(0.6479687500000001),np.float64(0.064828248649155),0.6551610782380013,0.6551610782380013
1,np.float64(0.6415624999999999),np.float64(0.07786233622732995),0.6551610782380013,0.6551610782380013
2,np.float64(0.6408333333333334),np.float64(0.05126185499743233),0.6490795529257067,0.6490795529257067
3,np.float64(0.6839583333333332),np.float64(0.05831696198839198),0.6816239316239316,0.6816239316239315
4,np.float64(0.683125),np.float64(0.06215320452988192),0.6803090072320842,0.6803090072320842
5,np.float64(0.6527083333333332),np.float64(0.06978264867110988),0.6522024983563445,0.6522024983563444
6,np.float64(0.6739062499999999),np.float64(0.06827495283065214),0.685404339250493,0.6854043392504932
7,np.float64(0.6977083333333333),np.float64(0.06129533469649673),0.7041420118343196,0.7041420118343196
8,np.float64(0.7171354166666666),np.float64(0.08175862435394815),0.7192636423405654,0.7192636423405655
9,np.float64(0.7347916666666666),np.float64(0.07204719710794524),0.7396449704142012,0.7396449704142013
10,np.float64(0.7633854166666667),np.float64(0.07260715560562124),0.7662721893491125,0.7662721893491125
11,np.float64(0.7834895833333333),np.float64(0.09682284662450401),0.7833662064431295,0.7833662064431295
12,np.float64(0.7694270833333333),np.float64(0.09623607628364854),0.7769559500328731,0.7769559500328731
13,np.float64(0.77859375),np.float64(0.0878268325590825),0.7874753451676528,0.7874753451676529
14,np.float64(0.7764062500000001),np.float64(0.08476946115871496),0.77465483234714,0.7746548323471399
15,np.float64(0.7802604166666667),np.float64(0.08686781794852966),0.7881328073635766,0.7881328073635767
16,np.float64(0.7852604166666666),np.float64(0.07333577469894513),0.7984878369493754,0.7984878369493753
17,np.float64(0.8120833333333334),np.float64(0.0795211362538986),0.8175542406311637,0.8175542406311637
18,np.float64(0.7955208333333333),np.float64(0.08579413546714924),0.7958579881656804,0.7958579881656805
19,np.float64(0.7903645833333334),np.float64(0.08010308300090577),0.7886259040105194,0.7886259040105194
20,np.float64(0.784375),np.float64(0.08980592500869118),0.7843523997370151,0.7843523997370152
21,np.float64(0.8113541666666666),np.float64(0.0799199360645112),0.8109796186719264,0.8109796186719264
22,np.float64(0.7953645833333333),np.float64(0.09302969815915418),0.8034188034188035,0.8034188034188033
23,np.float64(0.7822395833333333),np.float64(0.08961003720209647),0.7867357001972387,0.7867357001972386
24,np.float64(0.7968229166666667),np.float64(0.09921791611635583),0.8048980933596318,0.8048980933596318
25,np.float64(0.8163020833333334),np.float64(0.10860387892410245),0.8254437869822485,0.8254437869822485
26,np.float64(0.79421875),np.float64(0.10330692076754691),0.8101577909270217,0.8101577909270217
27,np.float64(0.8087500000000001),np.float64(0.0924248944338651),0.8183760683760684,0.8183760683760684
28,np.float64(0.7881770833333334),np.float64(0.10934667291907982),0.7979947403024326,0.7979947403024327
29,np.float64(0.7932812499999999),np.float64(0.10241024398426495),0.8039119000657462,0.8039119000657462
30,np.float64(0.7883854166666666),np.float64(0.11185623096747897),0.7978303747534516,0.7978303747534518
31,np.float64(0.7786979166666665),np.float64(0.10935421429477594),0.7856673241288626,0.7856673241288625
