pid,mode,p_yes_rule,mass_rule,p_yes_paper,mass_paper,n_audio_tok,seq_len,dur_in_s,sec,wav_sha256_1MB,error
300,default,0.09012651127289792,0.99574114382267,0.09012647658437604,0.9957385510206223,7500,7548,300.0,2.77,4e04c3a0c95a6834eb5f04626e37b3a3470a280e724415d3a2156d0f9674bb66,
301,default,0.06016862191702009,0.9958439208567142,0.06016855039558923,0.995842132717371,7500,7548,300.0,1.64,e6920f010ab2228d8d0cc161125ac4654ad918c2b1d5691d308ad6b0e2ee3e30,
302,default,0.7435207046328147,0.9960600733757019,0.743520913138198,0.9960576295852661,7500,7548,300.0,1.06,b852c42c32768bb54751adaab210cee447a1a20d21bffd9a8e06f00e1f3a87e7,
303,default,0.11285471941151633,0.9954343065619469,0.11285464278442033,0.99543247371912,7500,7548,300.0,1.44,7472fa3af1d9aca30b42a8ebb2b0e150fd92804a92a02a59cd15038a711db2e1,
304,default,0.10104810313210436,0.9957673698663712,0.10104801554072607,0.995765283703804,7500,7548,300.0,0.87,860e632acaf8b9d3459d9c5823e8f1118b8ff721b88054f56a52d6ce6b8d489e,
305,default,0.5776176021594804,0.9939588904380798,0.57761773638239,0.993956595659256,7500,7548,300.0,0.91,96e003ca4073bddae6bfa064b757f8e4f670a60903fa563d8e54faf3a3f705e5,
306,default,0.13306815624118581,0.9964448362588882,0.13306812573763316,0.9964426010847092,7500,7548,300.0,0.98,13349fda5198c66b92da423aa2f60f4e3f6a316a9d815f1bef01236f274b6ab9,
307,default,0.2814600022050762,0.9912139475345612,0.2814599705498341,0.9912125766277313,7500,7548,300.0,1.4,c9f35b3dd7226564e82942bdfc096132364a287f70b8c2967d25841b763010f7,
308,default,0.9797597489706592,0.9987692311406136,0.9797597912416822,0.9987677279859781,7500,7548,300.0,0.69,8de6788d1f253ee25d5d996659567a8dc5de9838fdfaa9eee58c754f1cffbf4b,
309,default,0.9197381587662906,0.9981636703014374,0.9197382228825705,0.9981622397899628,4817,4865,192.7,0.94,07bbf52f7dd2c714e95f549e1ab2e97fb8efca2bede769a14239f896507cb49a,
310,default,0.13309452710575848,0.9952817559242249,0.1330944818148691,0.9952801913022995,7445,7493,297.8,0.73,4d4dd406a991e4dcb161022f4e4b5d6d43d7105f4ff6318afda9319eb23eaec1,
311,default,0.9627698945044921,0.9989228062331676,0.9627699389840803,0.9989213980734348,5445,5493,217.799875,0.69,8f8162650e6c02161d26ef0da479755a4db27aad1a951eae653934ec018a68ac,
312,default,0.20187503216097746,0.9950022101402283,0.20187502343749344,0.9950004816055298,7500,7548,300.0,0.62,f6f18d57c10f08ec7a5d9745ef6ef25ef30d9d12db312d99c6ab22857651e831,
313,default,0.9604507795879855,0.997965507209301,0.9604508699766681,0.9979637376964092,7500,7548,300.0,1.55,c38e163dfe5cc96d32b8406f419469640753fdc3b0701a62328e80302d74f7cb,
314,default,0.04211199665310639,0.9958049766719341,0.042111959332747334,0.9958033822476864,7500,7548,300.0,1.03,d34b58adcd15148394a84e4ad10c4d60334bb92a146eb173ca6b81bec2026f84,
315,default,0.15640328335502138,0.9959398359060287,0.15640327670167653,0.9959374964237213,7500,7548,300.0,1.68,0c5aafaaf1c851bb017f80282bdd8cf39d286bdfa99429872634fb30cd811032,
316,default,0.8521612420767029,0.9984207600355148,0.8521614128466418,0.9984190911054611,5657,5705,226.3,0.7,8d7890c64a7e357a06c7834eba57f6ffff02450d0d76e95454d9000728cd5d80,
317,default,0.8671901248922643,0.9982857257127762,0.8671903128808893,0.9982839971780777,5850,5898,233.999875,0.66,0d7a8a99617a6d709f38b75005a23bf1ab61d31dea8bfc790a325263d3110e93,
318,default,0.08526221505382679,0.9965340942144394,0.08526213875962997,0.9965316653251648,6240,6288,249.599875,0.44,0f536117d9c89a853ffb5bfe9be40c847f890357f63d130752bfac712454e3f7,
319,default,0.880664726240157,0.9969552606344223,0.8806649289918337,0.9969524592161179,7500,7548,300.0,1.25,5dfcd97a00166982f0c2b2601d8eac31d6475422f93b380daa89d958f6e0b7f3,
320,default,0.3934185105584978,0.994919627904892,0.3934184039373736,0.994917094707489,6227,6275,249.1,0.69,84f9e78ffd6573b4bec40b7394ae9b0a0efaec093e3c83da3427dbf5603c8516,
321,default,0.9604728634220117,0.9983825497329235,0.9604729336212763,0.9983805529773235,7500,7548,300.0,0.77,aede32907bd82f4da2f6d13b9628c3ca0bf7e7a553566ac7eedcb45dce8fb7ea,
322,default,0.8740516771026943,0.9975370019674301,0.8740518248958826,0.9975353330373764,7500,7548,300.0,1.23,e015e32c756a52c7d6043d589dc8e455023f391cd22565d2468c1330cbdbf0cf,
323,default,0.033098398281468794,0.9974275529384613,0.0330983771368883,0.997426051646471,7500,7548,300.0,0.82,3efaca40832a4f6bf518c69022b936f747006a2a2954f960aadca49b86c84e1e,
324,default,0.039715158216787026,0.9968000426888466,0.03971508954997665,0.9967982955276966,6893,6941,275.7000625,0.75,4b333f3721a380d6ec4e14b37c99e93c3aaf472397822f0189d19b59053b14b9,
325,default,0.8518308723130625,0.9958527684211731,0.8518310047312423,0.995851144194603,7500,7548,300.0,0.64,063ba42a919917302573fb109e545c18e8899d67eb86911a1de9a994f5bac5ad,
326,default,0.0351817238623383,0.9980157725512981,0.03518168725627602,0.9980143755674362,4907,4955,196.3,0.72,b0d83ddc4700d2e75f0e7b8887e11d28323e974648e2293d917866f5b53146c2,
327,default,0.9400455622331672,0.9980982951819897,0.940045626959533,0.998096514493227,7500,7548,300.0,1.07,ddaed03cb9857ec14bbd8978e29d3abb6c74e4f4c5759ba59a11bd33791fc3af,
328,default,0.07596411722418607,0.9958654046058655,0.07596407369307023,0.9958632290363312,7500,7548,300.0,1.03,406b17b99be9e83de4ed561f0741ff71992665ab97ba4d843279c5aa309f70d7,
329,default,0.026025616078394386,0.9974354263395071,0.026025573902536125,0.9974340368062258,7500,7548,300.0,1.14,f6b091408be8f45496dca3f1321ebabeeb85542ce0f2c45e1540c712067f8908,
330,default,0.6368975980685225,0.9964198172092438,0.6368977511652797,0.9964182674884796,4540,4588,181.6,0.46,a4b9f0d17005d64104a89a49267dc9fa55be71551b749c7979cbd18cf5769b3a,
331,default,0.881139655468891,0.9973292201757431,0.8811398059662693,0.9973272234201431,7500,7548,300.0,0.69,f63c853472662bce3d6eca9637a1c959a7e4abf189bae55735b08bd816fcb201,
332,default,0.979704992891279,0.9988194555044174,0.979705061251013,0.9988180473446846,7500,7548,300.0,1.41,b0ff2f994cdcff0ffd188c799cb49afd6ff5bd4ec88cbd36ee50a0e7e18823b3,
333,default,0.6513044589272949,0.9960046410560608,0.6513047264296034,0.996002584695816,7500,7548,300.0,1.12,f9aa10b0e398d44471d53f5bb9c4f2f97ee79772ecaed4c80b7499d9e354de4b,
334,default,0.577774098855408,0.9944218099117279,0.5777742973098611,0.9944188892841339,7500,7548,300.0,1.36,1559e2b51c23c1ae89db88acc7e964dae916d4d33609bd4f480ad6348947e1ee,
335,default,0.09026490449706157,0.9937001690268517,0.09026482115691287,0.9936977848410606,7500,7548,300.0,0.85,bdd3c2e3f17170c1630d540c91c8a6c7708f2a685b9ecb0ebb75d0a3f26f96e4,
336,default,0.15644491211941955,0.994979128241539,0.15644480775173228,0.994976744055748,7500,7548,300.0,0.75,777a35f42dc86ee357130d5cbf80fc0f35c5118fd2cc5c042e35bb97b8585ae0,
337,default,0.09023589494473083,0.9947246760129929,0.09023581747167163,0.9947228878736496,7500,7548,300.0,1.07,dac6ddc5ae7f52898871af5e79eafb964d8f82d7f0be0f2aaad10a35d4a9467f,
338,default,0.8265983883680222,0.9968342483043671,0.8265984592337702,0.996832937002182,7195,7243,287.8,0.89,96630433c5c2ca745ad45b34f16f1f89337026adfa008eab27caf3aeef2cb9fc,
339,default,0.9098226249763807,0.9963290989398956,0.9098227021889248,0.9963276386260986,7500,7548,300.0,0.78,26935c67f2ab0b4cc7f6431e3f8348865c05c385aa1109d0b8506b3e796f41ec,
340,default,0.07592709856432406,0.9966939017176628,0.07592703938678082,0.9966922253370285,5107,5155,204.299875,0.58,4fa39da3c4efb4894d04cb6aecbc94d41f5c3297497d0e1146021243450e8b4d,
341,default,0.0902925465761087,0.9952047094702721,0.09029246763636066,0.9952025264501572,7500,7548,300.0,0.87,7cae5811970981aca319ae3dd668d0f3790b21983483705c239185b33daa0212,
343,default,0.8266874882012525,0.997173473238945,0.8266876312872754,0.9971721470355988,6817,6865,272.699875,0.48,52fe10f7fb7b87ebf975015d3c5c7f0ae059c58bc06132237af0b260f46cced9,
344,default,0.887432608352007,0.9958661422133446,0.8874327180831291,0.9958638697862625,7500,7548,300.0,1.33,7635b1ff4ecfd440b0a53673b9b3dd8beb8b7c323b7ee65b17e8f00b26b3c169,
345,default,0.9626725283376771,0.9981474205851555,0.9626726018240311,0.998146291822195,7500,7548,300.0,1.38,79068bc1c5655f67663d1da3b8d8ff4c4b1bb22fb6c7c83212eedb0be3863c1a,
346,default,0.9796756696231383,0.9985614512115717,0.9796757014107915,0.9985600803047419,7500,7548,300.0,1.04,e5d64cf555d8b130dccad3049f78e476b21f878e2997f1c30d53db61039b96e3,
347,default,0.07163174219944995,0.9968890249729156,0.07163169234288146,0.9968874305486679,3627,3675,145.1,0.31,16ff95519224590f41956b3646792c1577cd0cb2f9203910d6710636baacad95,
348,default,0.904938508858869,0.9977752566337585,0.9049385931189323,0.9977733194828033,7500,7548,300.0,0.98,6642018ee92341c04d1fc186c76ec16260874bccfed3acd3c115bdd7c96737ae,
349,default,0.9669829142094164,0.9984495602548122,0.9669829557992671,0.9984482228755951,7500,7548,300.0,0.87,4821d9fff87149e6f7782a1f38998b7610d532b1fe39a7bc6563325ee2c452ff,
350,default,0.9197422172410746,0.9965323805809021,0.9197423695658359,0.9965304657816887,7500,7548,300.0,1.38,dd29f87b2c942785393914b799dd4ed68decb3d6ee35e7cb0d794d12691d285c,
351,default,0.936433044291921,0.9974459856748581,0.9364331523622503,0.9974435791373253,7500,7548,300.0,1.6,d2c1e76e37883c624c027a1e14f91a45402c68aa70ab9ead2ce5cd920cf9a7d0,
352,default,0.8595793195781848,0.9969301819801331,0.8595794046889826,0.9969285577535629,7500,7548,300.0,1.04,fa477630a9cc5c178a3ad4d6c7ea194a6d48d07e898c0c1378c71e28a0103991,
353,default,0.9283313948068077,0.9978427141904831,0.9283314484364674,0.9978395104408264,7500,7548,300.0,0.87,b2591dfc8cdeea477a7115a15cece33570a07295505eae8e216501ba202f3246,
354,default,0.33478341375236,0.9977401196956635,0.33478341544159423,0.9977389574050903,4187,4235,167.499875,0.4,148e77ad41266bc45d8de0b37c0ffa4fada55d7259b2c9bf886739b523938698,
355,default,0.8669244940509548,0.9968422949314117,0.8669245672661365,0.9968404918909073,7500,7548,300.0,0.9,f8511cb40099445d8edf031dbec7e92a6a68f7e516fe242fe758ff1091da8ce4,
356,default,0.13326330049224938,0.9951293766498566,0.13326321250142967,0.9951273500919342,7500,7548,300.0,0.75,ac6fb13ff412f9370b1749ac0dad99fbaf3d99447c3006a647421d0ebfca9abb,
357,default,0.04477251279408834,0.9967703297734261,0.044772444955238196,0.9967680126428604,7500,7548,300.0,0.78,0811d7265c59fb670bbab423ef6483825125d115d3cf4921087707a8482ba133,
358,default,0.8809531738159883,0.9967587366700172,0.8809533250936373,0.996756874024868,6450,6498,258.0,0.67,4ca08c06bcb8ea40936a261026b42a54ace1e1072881e9f17071f20909d5db4c,
359,default,0.45365667742033006,0.9937005043029785,0.4536567678284208,0.9936979413032532,7500,7548,300.0,0.52,c066894736db30ca490075413f9fa2a00bb202252154bb63a07e1eb95831d6bd,
360,default,0.20190136810695708,0.996555969119072,0.201901275764579,0.9965542107820511,5457,5505,218.3,0.63,5ca11afae009fe345fa179ca21bbc8516fc6d1c5b8ac8da817009d7bd17a259c,
361,default,0.03519343280182046,0.9970829151570797,0.035193392278243384,0.9970812052488327,7500,7548,300.0,0.85,e378bfe3fa0ab8d5c9927e94e01e86a77838eb1f59348088c9db9bd7c19077fa,
362,default,0.4381699457117134,0.9965236186981201,0.4381700330148128,0.9965216517448425,7167,7215,286.7,0.83,8195de2a1c3b766a5be5a747cf4133937aebd6407f703b4b4d1910570c63bc77,
363,default,0.044777441730250334,0.996371753513813,0.04477739708965634,0.9963698349893093,7500,7548,300.0,0.69,91dea7a8e30d18abe69cdbbf66acc7819254d5025296c12efaf474c876eeb653,
364,default,0.04471361911192275,0.9963715113699436,0.04471357348292401,0.9963700287044048,7500,7548,300.0,1.03,d155f7107850a140a7a02384eb5dbd12cd15759260e70bdda1a19cecfedebb8c,
365,default,0.21249032419609148,0.9931164532899857,0.21249027334270212,0.9931138157844543,7500,7548,300.0,0.79,d80a058d73b518766720f00677f191c9ca7b7dfcc096418f84fb0a1e4d3ef2b7,
366,default,0.06379119230808779,0.9948502257466316,0.06379111064655,0.9948482289910316,7500,7548,300.0,1.28,a1c6ce75552a1f173b424e93eff4162c52944e9f8ba9550e1b59de16c47be7d6,
367,default,0.8597069399230332,0.9951558858156204,0.8597071255204513,0.9951535910367966,7500,7548,300.0,1.11,58658e9c45678a1c3d7e7c039d3763075703c15dcc5095847824b9d2178aa045,
368,default,0.21237745337806754,0.9939169138669968,0.21237744578817286,0.9939146339893341,7500,7548,300.0,1.34,68801a86b13bd82943bb42b4b3c1b25788f2470dee59dc308abf700c97e4fbf6,
369,default,0.03737650161041419,0.9964335076510906,0.03737643552506381,0.9964315816760063,7500,7548,300.0,1.07,76576edd12425afb3dc260498a090f06d3aef2c1a89cb7f6b557973ecdfd7d87,
370,default,0.037379703079149576,0.996168278157711,0.03737966529116568,0.9961661957204342,7500,7548,300.0,0.96,994c899bc17f019f21f8c91ee69fda2ef16f5d0e204ae046365064ed011627fe,
371,default,0.8866677856490325,0.9976433590054512,0.8866679739492346,0.9976414665579796,7500,7548,300.0,0.73,d1a15461bd90b4aecb915e42fbad484a79850517d4357c520136769b77a86c30,
372,default,0.20242709987622814,0.993752971291542,0.2024270103871744,0.9937503188848495,7500,7548,300.0,1.2,e3b8ef77ea20aa39fca8a67f5a43e4e88ff2a3f230a3e8474a658b4782bbe3ae,
373,default,0.037364976279808684,0.9959079660475254,0.037364935835990015,0.9959062524139881,7500,7548,300.0,1.52,1161fad5f2752554ae9171c4b04448aa5b6920b169c71820c35474d1c020905e,
374,default,0.39287074834828567,0.9936878085136414,0.3928707108957719,0.9936850965023041,7500,7548,300.0,1.11,137baf884975e28bef36876720356c26433cfc6da2d59800d7117a2a043cd30a,
