pid,mode,p_yes_rule,mass_rule,p_yes_paper,mass_paper,n_audio_tok,seq_len,dur_in_s,sec,wav_sha256_1MB,error
300,lift,0.06753355621361606,0.9975412636995316,0.06753350315705825,0.9975392892956734,18995,19043,759.8000625,4.09,4e04c3a0c95a6834eb5f04626e37b3a3470a280e724415d3a2156d0f9674bb66,
301,lift,0.044673476986140326,0.9957563877105713,0.0446734097991922,0.9957546330988407,22500,22548,900.0,3.21,e6920f010ab2228d8d0cc161125ac4654ad918c2b1d5691d308ad6b0e2ee3e30,
302,lift,0.6518222764575691,0.9871461987495422,0.6518222665578965,0.9871442019939423,22500,22548,900.0,3.0,b852c42c32768bb54751adaab210cee447a1a20d21bffd9a8e06f00e1f3a87e7,
303,lift,0.06758267853686786,0.9968628361821175,0.06758263321258373,0.9968611896038055,22500,22548,900.0,3.42,7472fa3af1d9aca30b42a8ebb2b0e150fd92804a92a02a59cd15038a711db2e1,
304,lift,0.0373721192956257,0.9972441308200359,0.037372061429191944,0.9972425848245621,22500,22548,900.0,2.52,860e632acaf8b9d3459d9c5823e8f1118b8ff721b88054f56a52d6ce6b8d489e,
305,lift,0.1733360954664296,0.995952382683754,0.1733360396150084,0.9959502965211868,22500,22548,900.0,2.34,96e003ca4073bddae6bfa064b757f8e4f670a60903fa563d8e54faf3a3f705e5,
306,lift,0.269278250233642,0.9956026971340179,0.2692782042893234,0.9956004321575165,15477,15525,619.1,2.17,13349fda5198c66b92da423aa2f60f4e3f6a316a9d815f1bef01236f274b6ab9,
307,lift,0.1730028192761507,0.9923814386129379,0.17300269815054536,0.9923796355724335,22500,22548,900.0,1.82,c9f35b3dd7226564e82942bdfc096132364a287f70b8c2967d25841b763010f7,
308,lift,0.9809115918058922,0.9986156225204468,0.9809116351269265,0.9986141808331013,9237,9285,369.499875,0.66,8de6788d1f253ee25d5d996659567a8dc5de9838fdfaa9eee58c754f1cffbf4b,
309,lift,0.9197381587662906,0.9981636703014374,0.9197382228825705,0.9981622397899628,4817,4865,192.7,0.31,07bbf52f7dd2c714e95f549e1ab2e97fb8efca2bede769a14239f896507cb49a,
310,lift,0.13309452710575848,0.9952817559242249,0.1330944818148691,0.9952801913022995,7445,7493,297.8,0.52,4d4dd406a991e4dcb161022f4e4b5d6d43d7105f4ff6318afda9319eb23eaec1,
311,lift,0.9627698945044921,0.9989228062331676,0.9627699389840803,0.9989213980734348,5445,5493,217.799875,0.32,8f8162650e6c02161d26ef0da479755a4db27aad1a951eae653934ec018a68ac,
312,lift,0.09546963296444698,0.9968743473291397,0.095469572411427,0.996873028576374,8510,8558,340.399875,0.53,f6f18d57c10f08ec7a5d9745ef6ef25ef30d9d12db312d99c6ab22857651e831,
313,lift,0.9671361605777036,0.9976716004312038,0.9671362060166886,0.9976702593266964,22500,22548,900.0,1.76,c38e163dfe5cc96d32b8406f419469640753fdc3b0701a62328e80302d74f7cb,
314,lift,0.39217033548017305,0.9935126900672913,0.39217043902746895,0.9935106039047241,22500,22548,900.0,2.01,d34b58adcd15148394a84e4ad10c4d60334bb92a146eb173ca6b81bec2026f84,
315,lift,0.11300822018991982,0.9965827688574791,0.11300818958650151,0.9965813905000687,22500,22548,900.0,1.76,0c5aafaaf1c851bb017f80282bdd8cf39d286bdfa99429872634fb30cd811032,
316,lift,0.8521612420767029,0.9984207600355148,0.8521614128466418,0.9984190911054611,5657,5705,226.3,0.36,8d7890c64a7e357a06c7834eba57f6ffff02450d0d76e95454d9000728cd5d80,
317,lift,0.8671901248922643,0.9982857257127762,0.8671903128808893,0.9982839971780777,5850,5898,233.999875,0.41,0d7a8a99617a6d709f38b75005a23bf1ab61d31dea8bfc790a325263d3110e93,
318,lift,0.08526221505382679,0.9965340942144394,0.08526213875962997,0.9965316653251648,6240,6288,249.599875,0.42,0f536117d9c89a853ffb5bfe9be40c847f890357f63d130752bfac712454e3f7,
319,lift,0.8990910094961302,0.9973841533064842,0.8990912160727694,0.9973821341991425,22500,22548,900.0,1.79,5dfcd97a00166982f0c2b2601d8eac31d6475422f93b380daa89d958f6e0b7f3,
320,lift,0.3934185105584978,0.994919627904892,0.3934184039373736,0.994917094707489,6227,6275,249.1,0.38,84f9e78ffd6573b4bec40b7394ae9b0a0efaec093e3c83da3427dbf5603c8516,
321,lift,0.9756546292106992,0.9990140702575445,0.9756546649280682,0.999012628570199,7790,7838,311.599875,0.45,aede32907bd82f4da2f6d13b9628c3ca0bf7e7a553566ac7eedcb45dce8fb7ea,
322,lift,0.9151699453887773,0.9982613101601601,0.9151700615887364,0.9982591643929482,13427,13475,537.099875,0.94,e015e32c756a52c7d6043d589dc8e455023f391cd22565d2468c1330cbdbf0cf,
