id	what	value	lo	hi	n	n_spk	file	two_dp	vs_half
POD2.bal.overall.2logit	balanced LoRA overall AUC (2logit)	0.7200	0.6494	0.7866	468	228	scores/part20/POD2/balanced_lora_pitt_oof.csv	0.72 [0.65, 0.79]	above 0.5
POD2.earlier.overall.2logit	earlier LoRA overall AUC (2logit, recomputed)	0.8250	0.7735	0.8729	468	228	<local data dir>/release/edaic_rerun/part16/POD2/lora_pitt_oof.csv	0.83 [0.77, 0.87]	above 0.5
POD2.diff.overall.2logit	balanced minus earlier LoRA overall (2logit, paired)	-0.1050	-0.1577	-0.0584	468	228	scores/part20/POD2/balanced_minus_earlier_lora_pitt_perclip.csv	-0.11 [-0.16, -0.06]	interval excludes zero
POD2.bal.conflict.2logit	balanced LoRA conflict AUC (2logit)	0.5770	0.4586	0.7006	146	100	scores/part20/POD2/balanced_lora_pitt_oof.csv	0.58 [0.46, 0.70]	interval includes 0.5
POD2.earlier.conflict.2logit	earlier LoRA conflict AUC (2logit, recomputed)	0.5520	0.4348	0.6833	146	100	<local data dir>/release/edaic_rerun/part16/POD2/lora_pitt_oof.csv	0.55 [0.43, 0.68]	interval includes 0.5
POD2.diff.conflict.2logit	balanced minus earlier LoRA conflict (2logit, paired)	0.0250	-0.0675	0.1077	146	100	scores/part20/POD2/balanced_minus_earlier_lora_pitt_perclip.csv	0.03 [-0.07, 0.11]	interval includes zero
POD2.bal.agreement.2logit	balanced LoRA agreement AUC (2logit)	0.7843	0.7074	0.8510	322	175	scores/part20/POD2/balanced_lora_pitt_oof.csv	0.78 [0.71, 0.85]	above 0.5
POD2.earlier.agreement.2logit	earlier LoRA agreement AUC (2logit, recomputed)	0.9199	0.8846	0.9513	322	175	<local data dir>/release/edaic_rerun/part16/POD2/lora_pitt_oof.csv	0.92 [0.88, 0.95]	above 0.5
POD2.diff.agreement.2logit	balanced minus earlier LoRA agreement (2logit, paired)	-0.1356	-0.1977	-0.0848	322	175	scores/part20/POD2/balanced_minus_earlier_lora_pitt_perclip.csv	-0.14 [-0.20, -0.08]	interval excludes zero
POD2.bal.cma.2logit	balanced LoRA conflict minus agreement (2logit, paired)	-0.2073	-0.3389	-0.0778	468	228	scores/part20/POD2/balanced_lora_pitt_oof.csv	-0.21 [-0.34, -0.08]	interval excludes zero
POD2.gapchange.2logit	gap change: (conflict-agreement) balanced minus (conflict-agreement) earlier LoRA (2logit, paired)	0.1605	0.0584	0.2604	468	228	scores/part20/POD2/balanced_minus_earlier_lora_pitt_perclip.csv	0.16 [0.06, 0.26]	interval excludes zero
