id	what	value	lo	hi	n	n_spk	file	two_dp	vs_half
std_ft_seed1_overall	Pitt projector FT seed 1 OOF AUC overall (p_yes)	0.7396	0.6891	0.7921	468	228	scores/part20/POD1b/std_ft_seed1_pitt_oof.csv	0.74	above 0.5; interval above 0.5
std_ft_seed1_conflict	Pitt projector FT seed 1 OOF AUC conflict (p_yes)	0.5364	0.4306	0.6426	146	100	scores/part20/POD1b/std_ft_seed1_pitt_oof.csv	0.54	above 0.5; interval includes 0.5
std_ft_seed1_agreement	Pitt projector FT seed 1 OOF AUC agreement (p_yes)	0.8213	0.7716	0.8689	322	175	scores/part20/POD1b/std_ft_seed1_pitt_oof.csv	0.82	above 0.5; interval above 0.5
std_ft_seed1_conf_minus_agr	Pitt projector FT seed 1 conflict minus agreement, paired (p_yes)	-0.2848	-0.3962	-0.1671	468	228	scores/part20/POD1b/std_ft_seed1_pitt_oof.csv	-0.28	interval excludes zero
std_ft_seed1_overall_mv	Pitt projector FT seed 1 OOF AUC overall (p_yes_multivariant)	0.7384	0.6854	0.7903	468	228	scores/part20/POD1b/std_ft_seed1_pitt_oof.csv	0.74	above 0.5; interval above 0.5
std_ft_seed1_conflict_mv	Pitt projector FT seed 1 OOF AUC conflict (p_yes_multivariant)	0.5459	0.4411	0.6500	146	100	scores/part20/POD1b/std_ft_seed1_pitt_oof.csv	0.55	above 0.5; interval includes 0.5
std_ft_seed1_agreement_mv	Pitt projector FT seed 1 OOF AUC agreement (p_yes_multivariant)	0.8168	0.7649	0.8650	322	175	scores/part20/POD1b/std_ft_seed1_pitt_oof.csv	0.82	above 0.5; interval above 0.5
std_ft_seed1_conf_minus_agr_mv	Pitt projector FT seed 1 conflict minus agreement, paired (p_yes_multivariant)	-0.2709	-0.3839	-0.1562	468	228	scores/part20/POD1b/std_ft_seed1_pitt_oof.csv	-0.27	interval excludes zero
std_ft_seed2_overall	Pitt projector FT seed 2 OOF AUC overall (p_yes)	0.8085	0.7560	0.8572	468	228	scores/part20/POD1b/std_ft_seed2_pitt_oof.csv	0.81	above 0.5; interval above 0.5
std_ft_seed2_conflict	Pitt projector FT seed 2 OOF AUC conflict (p_yes)	0.5636	0.4593	0.6779	146	100	scores/part20/POD1b/std_ft_seed2_pitt_oof.csv	0.56	above 0.5; interval includes 0.5
std_ft_seed2_agreement	Pitt projector FT seed 2 OOF AUC agreement (p_yes)	0.9022	0.8648	0.9361	322	175	scores/part20/POD1b/std_ft_seed2_pitt_oof.csv	0.90	above 0.5; interval above 0.5
std_ft_seed2_conf_minus_agr	Pitt projector FT seed 2 conflict minus agreement, paired (p_yes)	-0.3386	-0.4461	-0.2271	468	228	scores/part20/POD1b/std_ft_seed2_pitt_oof.csv	-0.34	interval excludes zero
std_ft_seed2_overall_mv	Pitt projector FT seed 2 OOF AUC overall (p_yes_multivariant)	0.8029	0.7499	0.8521	468	228	scores/part20/POD1b/std_ft_seed2_pitt_oof.csv	0.80	above 0.5; interval above 0.5
std_ft_seed2_conflict_mv	Pitt projector FT seed 2 OOF AUC conflict (p_yes_multivariant)	0.5699	0.4645	0.6833	146	100	scores/part20/POD1b/std_ft_seed2_pitt_oof.csv	0.57	above 0.5; interval includes 0.5
std_ft_seed2_agreement_mv	Pitt projector FT seed 2 OOF AUC agreement (p_yes_multivariant)	0.8937	0.8549	0.9294	322	175	scores/part20/POD1b/std_ft_seed2_pitt_oof.csv	0.89	above 0.5; interval above 0.5
std_ft_seed2_conf_minus_agr_mv	Pitt projector FT seed 2 conflict minus agreement, paired (p_yes_multivariant)	-0.3238	-0.4284	-0.2144	468	228	scores/part20/POD1b/std_ft_seed2_pitt_oof.csv	-0.32	interval excludes zero
std_ft_seed3_overall	Pitt projector FT seed 3 OOF AUC overall (p_yes)	0.7975	0.7456	0.8479	468	228	scores/part20/POD1b/std_ft_seed3_pitt_oof.csv	0.80	above 0.5; interval above 0.5
std_ft_seed3_conflict	Pitt projector FT seed 3 OOF AUC conflict (p_yes)	0.5666	0.4660	0.6746	146	100	scores/part20/POD1b/std_ft_seed3_pitt_oof.csv	0.57	above 0.5; interval includes 0.5
std_ft_seed3_agreement	Pitt projector FT seed 3 OOF AUC agreement (p_yes)	0.8844	0.8424	0.9225	322	175	scores/part20/POD1b/std_ft_seed3_pitt_oof.csv	0.88	above 0.5; interval above 0.5
std_ft_seed3_conf_minus_agr	Pitt projector FT seed 3 conflict minus agreement, paired (p_yes)	-0.3178	-0.4204	-0.2060	468	228	scores/part20/POD1b/std_ft_seed3_pitt_oof.csv	-0.32	interval excludes zero
std_ft_seed3_overall_mv	Pitt projector FT seed 3 OOF AUC overall (p_yes_multivariant)	0.7940	0.7408	0.8450	468	228	scores/part20/POD1b/std_ft_seed3_pitt_oof.csv	0.79	above 0.5; interval above 0.5
std_ft_seed3_conflict_mv	Pitt projector FT seed 3 OOF AUC conflict (p_yes_multivariant)	0.5694	0.4692	0.6769	146	100	scores/part20/POD1b/std_ft_seed3_pitt_oof.csv	0.57	above 0.5; interval includes 0.5
std_ft_seed3_agreement_mv	Pitt projector FT seed 3 OOF AUC agreement (p_yes_multivariant)	0.8791	0.8363	0.9184	322	175	scores/part20/POD1b/std_ft_seed3_pitt_oof.csv	0.88	above 0.5; interval above 0.5
std_ft_seed3_conf_minus_agr_mv	Pitt projector FT seed 3 conflict minus agreement, paired (p_yes_multivariant)	-0.3097	-0.4128	-0.1970	468	228	scores/part20/POD1b/std_ft_seed3_pitt_oof.csv	-0.31	interval excludes zero
std_ft_range_overall_3	Pitt projector FT overall AUC RANGE over seeds 1,2,3; value=mean, lo=min, hi=max (NOT a CI)	0.7819	0.7396	0.8085	468	228	scores/part20/POD1b/std_ft_seed_range_pitt.json	0.74 to 0.81	all above 0.5
std_ft_range_overall_4	Pitt projector FT overall AUC RANGE over seeds 1,2,3 + original (0.7673/0.5189/0.8593); value=mean, lo=min, hi=max (NOT a CI)	0.7782	0.7396	0.8085	468	228	scores/part20/POD1b/std_ft_seed_range_pitt.json	0.74 to 0.81	all above 0.5
std_ft_range_conflict_3	Pitt projector FT conflict AUC RANGE over seeds 1,2,3; value=mean, lo=min, hi=max (NOT a CI)	0.5555	0.5364	0.5666	146	100	scores/part20/POD1b/std_ft_seed_range_pitt.json	0.54 to 0.57	all above 0.5
std_ft_range_conflict_4	Pitt projector FT conflict AUC RANGE over seeds 1,2,3 + original (0.7673/0.5189/0.8593); value=mean, lo=min, hi=max (NOT a CI)	0.5464	0.5189	0.5666	146	100	scores/part20/POD1b/std_ft_seed_range_pitt.json	0.52 to 0.57	all above 0.5
std_ft_range_agreement_3	Pitt projector FT agreement AUC RANGE over seeds 1,2,3; value=mean, lo=min, hi=max (NOT a CI)	0.8693	0.8213	0.9022	322	175	scores/part20/POD1b/std_ft_seed_range_pitt.json	0.82 to 0.90	all above 0.5
std_ft_range_agreement_4	Pitt projector FT agreement AUC RANGE over seeds 1,2,3 + original (0.7673/0.5189/0.8593); value=mean, lo=min, hi=max (NOT a CI)	0.8668	0.8213	0.9022	322	175	scores/part20/POD1b/std_ft_seed_range_pitt.json	0.82 to 0.90	all above 0.5
std_ft_seed0_overall	Pitt projector FT seed 0 OOF AUC overall (p_yes)	0.7955	0.7393	0.8478	468	228	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	0.80	above 0.5; interval above 0.5
std_ft_seed0_conflict	Pitt projector FT seed 0 OOF AUC conflict (p_yes)	0.5282	0.4200	0.6421	146	100	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	0.53	above 0.5; interval includes 0.5
std_ft_seed0_agreement	Pitt projector FT seed 0 OOF AUC agreement (p_yes)	0.8983	0.8575	0.9360	322	175	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	0.90	above 0.5; interval above 0.5
std_ft_seed0_conf_minus_agr	Pitt projector FT seed 0 conflict minus agreement, paired (p_yes)	-0.3702	-0.4831	-0.2530	468	228	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	-0.37	interval excludes zero
std_ft_seed0_overall_mv	Pitt projector FT seed 0 OOF AUC overall (p_yes_multivariant)	0.7989	0.7428	0.8510	468	228	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	0.80	above 0.5; interval above 0.5
std_ft_seed0_conflict_mv	Pitt projector FT seed 0 OOF AUC conflict (p_yes_multivariant)	0.5344	0.4269	0.6503	146	100	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	0.53	above 0.5; interval includes 0.5
std_ft_seed0_agreement_mv	Pitt projector FT seed 0 OOF AUC agreement (p_yes_multivariant)	0.9000	0.8593	0.9378	322	175	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	0.90	above 0.5; interval above 0.5
std_ft_seed0_conf_minus_agr_mv	Pitt projector FT seed 0 conflict minus agreement, paired (p_yes_multivariant)	-0.3656	-0.4796	-0.2501	468	228	scores/part20/POD1b/std_ft_seed0_pitt_oof.csv	-0.37	interval excludes zero
