seed,auc_probe,cosine,auc_wo_trainz,auc_wo_foldz
0,0.6127612761276128,-0.005920219358181666,0.6288228822882288,0.609020902090209
1,0.5493949394939495,-0.008285980172296262,0.5557755775577558,0.5634763476347634
2,0.5784378437843785,-0.005568117944151045,0.5984598459845986,0.6162816281628163
3,0.5557755775577558,-0.00673285744625884,0.5632563256325633,0.5559955995599559
4,0.5542354235423543,-0.006805932108332125,0.5826182618261826,0.5691969196919693
5,0.5821782178217823,-0.00755039015756144,0.5883388338833884,0.5922992299229923
6,0.5859185918591859,-0.005936507796854559,0.5975797579757974,0.5914191419141914
7,0.6233223322332233,-0.00881782496410647,0.6325632563256326,0.6363036303630363
8,0.6103410341034103,-0.006217470843716893,0.6136413641364137,0.5898789878987899
9,0.5408140814081408,-0.006431563772174525,0.5562156215621562,0.5491749174917491
10,0.5667766776677667,-0.008379923853065838,0.5694169416941695,0.5394939493949394
11,0.6008800880088009,-0.005315137446200767,0.6116611661166116,0.594059405940594
12,0.5874587458745876,-0.004910734647959221,0.6092409240924094,0.5856985698569858
13,0.5865786578657866,-0.005734564642410366,0.6008800880088009,0.5911991199119911
14,0.5256325632563257,-0.008346407338182945,0.555995599559956,0.5573157315731574
15,0.5590759075907591,-0.00782984229424175,0.5661166116611661,0.5733773377337734
16,0.5584158415841585,-0.007054133178424765,0.5711771177117712,0.5381738173817382
17,0.5982398239823983,-0.007338829352616212,0.6015401540154016,0.6055005500550055
18,0.5933993399339934,-0.008601685665969791,0.6026402640264026,0.6037403740374038
19,0.5460946094609462,-0.006723859760656979,0.5614961496149615,0.5691969196919692
20,0.5691969196919692,-0.00782635350632178,0.584818481848185,0.5817381738173817
21,0.5804180418041804,-0.0032507951713899785,0.5903190319031903,0.5914191419141914
22,0.5672167216721672,-0.00647861962300408,0.5735973597359735,0.5636963696369638
23,0.557975797579758,-0.00785402298142759,0.5652365236523652,0.5940594059405941
24,0.5931793179317933,-0.005922500537969308,0.6002200220022001,0.6121012101210122
25,0.5595159515951595,-0.009080312272741965,0.5753575357535754,0.6068206820682068
26,0.5111111111111112,-0.00789655756522612,0.5183718371837184,0.5095709570957095
27,0.5106710671067107,-0.004053594902186193,0.5185918591859187,0.5045104510451045
28,0.6228822882288229,-0.006627843804077228,0.6244224422442245,0.6242024202420243
29,0.5705170517051705,-0.0063590538334753624,0.5757975797579759,0.5823982398239824
30,0.5392739273927393,-0.008846282544245392,0.5405940594059406,0.5282728272827283
31,0.5722772277227722,-0.006360160312098695,0.5797579757975797,0.572937293729373
32,0.5782178217821783,-0.006951125250375759,0.5953795379537955,0.5694169416941693
33,0.603960396039604,-0.005883348745731669,0.6235423542354237,0.6068206820682069
34,0.5236523652365237,-0.007955508158744407,0.5452145214521452,0.5293729372937295
35,0.5865786578657866,-0.010553072519997219,0.5975797579757975,0.5720572057205721
36,0.6057205720572058,-0.006157259289447763,0.6081408140814082,0.6079207920792078
37,0.544994499449945,-0.008228860550136458,0.5661166116611661,0.5207920792079208
38,0.6292629262926293,-0.005852482591525141,0.6316831683168318,0.6253025302530253
39,0.6268426842684268,-0.003471717101441509,0.6270627062706271,0.6206820682068207
40,0.6242024202420242,-0.005700988050383918,0.644004400440044,0.6314631463146314
41,0.4785478547854785,-0.0036272599691131494,0.4963696369636964,0.4473047304730473
42,0.554015401540154,-0.005319246523590998,0.563036303630363,0.5386138613861388
43,0.5896589658965896,-0.006871697410366638,0.603080308030803,0.6158415841584158
44,0.5342134213421341,-0.008049876443122628,0.5423542354235423,0.5287128712871287
45,0.5430143014301431,-0.0070473663709948765,0.5463146314631464,0.5357535753575358
46,0.5795379537953794,-0.006158986819044395,0.5938393839383939,0.5942794279427943
