pid,speaker,fold,seed,p_yes,p_yes_set,answer_mass,p_yes_tok,p_no_tok,top1_id,top1_p,audio_tok,dur_s,seq_len
302,302,2,0,0.09947021305561066,0.20226115489552518,0.955649271607399,4.545581305137603e-06,4.1152332414640114e-05,2753,0.7514654994010925,22500,900.0,22548
307,307,2,0,0.026963500306010246,0.06708675846420538,0.9921555444598198,1.6084891285572667e-06,5.804582906421274e-05,2753,0.9066237807273865,22500,900.0,22548
312,312,2,0,0.020023440942168236,0.03516778268823223,0.9990305602550507,5.25191978795192e-07,2.570366814325098e-05,2753,0.9630721807479858,8510,340.3999,8558
317,317,2,0,0.622459352016449,0.7878004411842354,0.9979135990142822,1.891769716166891e-05,1.147416332969442e-05,9454,0.7784794569015503,5850,233.9999,5898
322,322,2,0,0.6297746300697327,0.7773387637389756,0.9978367388248444,1.2105913810955826e-05,7.116699180187425e-06,9454,0.7715787291526794,13427,537.0999,13475
327,327,2,0,0.4804786741733551,0.6928027419840201,0.9933295845985413,1.3248017239675391e-05,1.432452154404018e-05,9454,0.678471565246582,22500,900.0,22548
332,332,2,0,0.8856314420700073,0.9497992509024068,0.9966583475470543,1.761145904310979e-05,2.2743056433682796e-06,9454,0.9305673837661743,22500,900.0,22548
337,337,2,0,0.6959583163261414,0.8341100330242518,0.9953840225934982,2.2366848497767933e-05,9.771351869858336e-06,9454,0.8122633099555969,22500,900.0,22548
343,343,2,0,0.49218812584877014,0.7308894678813674,0.997266948223114,1.2886344848084264e-05,1.3295399185153656e-05,9454,0.724812388420105,6817,272.6999,6865
348,348,2,0,0.8633915781974792,0.9196824411811423,0.9987034127116203,1.4358648513734806e-05,2.271868197567528e-06,9454,0.9151583909988403,8202,328.0999,8250
353,353,2,0,0.5698526501655579,0.7183251989453507,0.9970454275608063,1.5218314729281701e-05,1.1487386473163497e-05,9454,0.7096304297447205,10380,415.1999,10428
358,358,2,0,0.35220178961753845,0.6076352617392498,0.9937919974327087,1.171167241409421e-05,2.154106186935678e-05,9454,0.599790632724762,6450,258.0,6498
363,363,2,0,0.007460643537342548,0.014964175524078726,0.9986877292394638,1.8388847422556864e-07,2.446391408739146e-05,2753,0.9757378101348877,20112,804.5001,20160
368,368,2,0,0.4804786741733551,0.717732389370006,0.9963244497776031,1.4499009012070019e-05,1.5677165720262565e-05,9454,0.708535373210907,22500,900.0,22548
373,373,2,0,0.18242551386356354,0.33105829509192986,0.994127631187439,1.0017762178904377e-05,4.489649654715322e-05,2753,0.6384889483451843,22500,900.0,22548
378,378,2,0,0.015189049765467644,0.029337045845321808,0.9984060171991587,3.983300871368556e-07,2.582649358373601e-05,2753,0.967674195766449,10802,432.0999,10850
383,383,2,0,0.10669060051441193,0.24486703323018144,0.9928917288780212,4.972780061507365e-06,4.1636580135673285e-05,2753,0.7369159460067749,22500,900.0,22548
388,388,2,0,0.859663724899292,0.9241993670043988,0.9984506517648697,1.7313090211246163e-05,2.826284344337182e-06,9454,0.9148020148277283,4257,170.3,4305
393,393,2,0,0.023689471185207367,0.03311163043938492,0.9986011311411858,6.860049097667797e-07,2.827221578627359e-05,2753,0.964513897895813,5647,225.9,5695
400,400,2,0,0.05749327689409256,0.10668187734326559,0.9970500469207764,2.36989126278786e-06,3.885042679030448e-05,2753,0.8829016089439392,11972,478.9001,12020
405,405,2,0,0.49218812584877014,0.753779798659109,0.9951273202896118,1.275422255275771e-05,1.3159085028746631e-05,9454,0.7401530742645264,22500,900.0,22548
410,410,2,0,0.024423090741038322,0.04211569041698018,0.9988929517567158,7.70072176692338e-07,3.07604277622886e-05,2753,0.955489456653595,15242,609.7,15290
415,415,2,0,0.034100428223609924,0.060133318146245854,0.9984090067446232,1.2443623518265667e-06,3.524675048538484e-05,2753,0.9364705085754395,9910,396.4,9958
420,420,2,0,0.22270014882087708,0.4529983093452356,0.9952764809131622,8.740425073483493e-06,3.0507080737152137e-05,2753,0.5399375557899475,10097,403.8999,10145
425,425,2,0,0.8688268065452576,0.9282224932849188,0.9966626018285751,1.535901719762478e-05,2.3188649720395915e-06,9454,0.9196079969406128,22500,900.0,22548
430,430,2,0,0.37022536993026733,0.6343333143629226,0.9918182492256165,1.6616921129752882e-05,2.8266333174542524e-05,9454,0.622607409954071,22500,900.0,22548
435,435,2,0,0.8438951373100281,0.9362548677876218,0.9981580972671509,1.3266030691738706e-05,2.453968818372232e-06,9454,0.9286216497421265,12510,500.4001,12558
440,440,2,0,0.08632348477840424,0.15627676986069647,0.997619703412056,4.176870788796805e-06,4.4209395127836615e-05,2753,0.8329153656959534,18115,724.6001,18163
445,445,2,0,0.18242551386356354,0.32066311388304997,0.9971789419651031,5.671503458870575e-06,2.5417915821890347e-05,2753,0.6753283739089966,9015,360.6001,9063
450,450,2,0,0.961533784866333,0.9808569841713441,0.9991640467196703,8.70245185069507e-06,3.481418389128521e-07,9454,0.9734529256820679,19685,787.4,19733
455,455,2,0,0.004905405919998884,0.008576962455199193,0.9982228772714734,1.4176202967064455e-07,2.875738027796615e-05,2753,0.9810654520988464,22500,900.0,22548
461,461,2,0,0.6039317846298218,0.8266838240933295,0.9895530790090561,1.9067450921284035e-05,1.2504737242124975e-05,9454,0.8095490336418152,22500,900.0,22548
