file	kind	columns_dropped	rows
history/speech-health/results/health/ablation/abl_dcaps_omni_clips.csv	csv	label	275
history/speech-health/results/health/ablation/abl_dcaps_qwen_clips.csv	csv	label	275
history/speech-health/results/health/ablation/abl_kcl_read_omni_clips.csv	csv	label	37
history/speech-health/results/health/ablation/abl_kcl_read_qwen_clips.csv	csv	label	37
history/speech-health/results/health/ablation/abl_nv_vowel_omni_clips.csv	csv	label	1035
history/speech-health/results/health/ablation/abl_nv_vowel_qwen_clips.csv	csv	label	1035
history/speech-health/results/health/ablation/abl_pcg_vowel_omni_clips.csv	csv	label	2000
history/speech-health/results/health/ablation/abl_pcg_vowel_omni_half_clips.csv	csv	label	1000
history/speech-health/results/health/ablation/abl_pcg_vowel_qwen_clips.csv	csv	label	2000
history/speech-health/results/health/adress2020/adress2020_answers.csv	csv	label	156
history/speech-health/results/health/adress2020/adress2020_answers_patient.csv	csv	label	156
history/speech-health/results/health/adress2020/adress2020_manifest.csv	csv	label	156
history/speech-health/results/health/adress2020/test_labels_recovered.csv	csv	label	48
history/speech-health/results/health/adresso/adresso_scores_qwen2audio.csv	csv	label	237
history/speech-health/results/health/adresso/adresso_scores_qwen2audio_patient.csv	csv	label	237
history/speech-health/results/health/adresso/adresso_textonly_scores.csv	csv	label	237
history/speech-health/results/health/adresso/adresso_textonly_v3_scores.csv	csv	label	237
history/speech-health/results/health/datafix/feats_norm_neurovoz_read.csv	csv	label	1206
history/speech-health/results/health/datafix/normalisation_report_neurovoz_read.csv	csv	label	1206
history/speech-health/results/health/italian/italian_sessions.json	json	label	10
history/speech-health/results/health/posttrain/wholeinterview_prompts_omni.csv	csv	label	275
history/speech-health/results/health/reliance_qwen/dcaps_dep_clips.csv	csv	label	275
history/speech-health/results/health/reliance_qwen/kcl_pd_read_clips.csv	csv	label	37
history/speech-health/results/health/reliance_qwen/nv_pd_read_clips.csv	csv	label	1270
history/speech-health/results/health/reliance_qwen/omni_dcaps_dep_clips.csv	csv	label	275
history/speech-health/results/health/reliance_qwen/omni_kcl_pd_read_clips.csv	csv	label	37
history/speech-health/results/health/reliance_qwen/omni_nv_pd_read_clips.csv	csv	label	1270
history/speech-health/results/health/reliance_qwen/omni_pcg_pd_read_clips.csv	csv	label	1117
history/speech-health/results/health/reliance_qwen/pcg_pd_read_clips.csv	csv	label	1117
manifests/confounds/clip_features.csv	csv	label	2373
manifests/confounds/clip_manifest.csv	csv	label	2373
manifests/edaic_paradox_manifest_390.csv	csv	label	390
manifests/mf_pitt_all.csv	csv	label	708
manifests/part14_manifest_new.csv	csv	label	966
manifests/part1e/ad2020_to_pitt.csv	csv	grp,split	156
manifests/part1e/adresso_accepted.csv	csv	grp	211
manifests/part1e/adresso_unmatched_vs_0extra.csv	csv	grp	26
manifests/part7_heard_window.csv	csv	label	390
manifests/pitt_all_segments.csv	csv	grp,label	708
manifests/pitt_conflict_manifest_468.csv	csv	grp,label	468
reports/PART5_interviewer_measure.txt	text	label N field	10
scores/edaic_conflict_v2/mf_edaic_conflict.csv	csv	label	966
scores/edaic_conflict_v2/p14_af2.csv	csv	label	966
scores/edaic_conflict_v2/p14_af3.csv	csv	label	966
scores/edaic_conflict_v2/p14_kimi_zeroshot_scores.csv	csv	label	966
scores/edaic_conflict_v2/p14_o25_zeroshot_scores.csv	csv	label	966
scores/edaic_conflict_v2/p14_q2a_zeroshot_scores.csv	csv	label	966
scores/edaic_conflict_v2/p14_q3o_zeroshot_scores.csv	csv	label	966
scores/edaic_windows/af3_full.csv	csv	label	275
scores/edaic_windows/af3_mid30.csv	csv	label	275
scores/edaic_windows/af3_mid300.csv	csv	label	275
scores/edaic_windows/kimi_mid300_zeroshot_scores.csv	csv	label	275
scores/edaic_windows/kimi_mid30_zeroshot_scores.csv	csv	label	275
scores/edaic_windows/o25_full_zeroshot_scores.csv	csv	label	275
scores/edaic_windows/o25_mid300_zeroshot_scores.csv	csv	label	275
scores/edaic_windows/o25_mid30_zeroshot_scores.csv	csv	label	275
scores/edaic_windows/q2a_full_zeroshot_scores.csv	csv	label	275
scores/edaic_windows/q2a_mid300_zeroshot_scores.csv	csv	label	275
scores/edaic_windows/q2a_mid30_zeroshot_scores.csv	csv	label	275
scores/edaic_windows/q3o_full_zeroshot_scores.csv	csv	label	275
scores/edaic_windows/q3o_mid300_zeroshot_scores.csv	csv	label	275
scores/edaic_windows/q3o_mid30_zeroshot_scores.csv	csv	label	275
scores/edaic_windows/sft_full_oof.csv	csv	label	275
scores/edaic_windows/sft_mid300_oof.csv	csv	label	275
scores/edaic_windows/sft_mid30_oof.csv	csv	label	275
scores/part10/pitt_enc_nested5_oof.npz	npz	label	468
scores/part16/EDAICFULL/edaic_full_perclip.csv	csv	label	275
scores/part16/EDAICFULL/full_zeroshot_scores.csv	csv	label	275
scores/part16/M/M10_kcl_transcript.csv	csv	label	37
scores/part16/M/M11_kcl_wer.csv	csv	group,label	37
scores/part16/M/M1_pitt_text_arms.csv	csv	label	468
scores/part16/M/M2_distilbert_sentiment.csv	csv	label_y	5523
scores/part16/M/M3_speaker_level.csv	csv	label	435
scores/part16/M/M5_readout_direction_q2a.csv	csv	label	468
