pid,speaker,fold,seed,p_yes,p_yes_set,answer_mass,p_yes_tok,p_no_tok,top1_id,top1_p,audio_tok,dur_s,seq_len
303,303,1,0,0.05707140266895294,0.1466894258897368,0.9831784814596176,5.43319129064912e-06,8.97667050594464e-05,2753,0.7988784313201904,22500,900.0,22548
308,308,1,0,0.9178933501243591,0.9724038598243766,0.9946307856589556,1.917350346047897e-05,1.715092025733611e-06,9454,0.9517229795455933,9237,369.4999,9285
313,313,1,0,0.44167301058769226,0.6663547771535817,0.9925523102283478,1.2191514542791992e-05,1.5411518688779324e-05,9454,0.6441843509674072,22500,900.0,22548
318,318,1,0,0.030675798654556274,0.060109951653249484,0.996628750115633,1.1847977248180541e-06,3.743840352399275e-05,2753,0.9344347715377808,6240,249.5999,6288
323,323,1,0,0.021948255598545074,0.04739526318819959,0.9956455267965794,9.871404245131998e-07,4.398866803967394e-05,2753,0.9391044974327087,10432,417.3001,10480
328,328,1,0,0.02262919954955578,0.03959994790378135,0.9971631243824959,1.1313367167531396e-06,4.886321403319016e-05,2753,0.9498172402381897,16980,679.2,17028
333,333,1,0,0.03676946461200714,0.08950804017687672,0.9850247800350189,2.3442778456228552e-06,6.141182529972866e-05,2753,0.8733593821525574,22500,900.0,22548
338,338,1,0,0.16667540371418,0.39220915667757894,0.9932578206062317,8.435254130745307e-06,4.217361856717616e-05,2753,0.5997660160064697,7195,287.8,7243
344,344,1,0,0.18242551386356354,0.3077971912150545,0.9919129312038422,9.46107229538029e-06,4.240158523316495e-05,2753,0.6622747182846069,22500,900.0,22548
349,349,1,0,0.9367494583129883,0.9769981550643085,0.9960360042750835,1.360019996354822e-05,9.183028737425047e-07,9454,0.9520134925842285,12575,503.0,12623
354,354,1,0,0.16451644897460938,0.3347003267718886,0.9954357743263245,8.859648005454801e-06,4.499300121096894e-05,2753,0.6601728796958923,4187,167.4999,4235
359,359,1,0,0.9111796617507935,0.9649709031155189,0.995772372931242,2.055537697742693e-05,2.003704139497131e-06,9454,0.9290079474449158,15132,605.3001,15180
364,364,1,0,0.0446808747947216,0.11718375862197301,0.978928729891777,4.719970092992298e-06,0.00010091741569340229,2753,0.8177422881126404,22500,900.0,22548
369,369,1,0,0.020023440942168236,0.03730148277157738,0.9965196847915649,9.671407497080509e-07,4.7333283873740584e-05,2753,0.9492844343185425,18732,749.3,18780
374,374,1,0,0.4493926465511322,0.705734561663077,0.9929079115390778,1.740822881401982e-05,2.1329007722670212e-05,9454,0.6835588216781616,22500,900.0,22548
379,379,1,0,0.0333368219435215,0.08014568781788887,0.985099233686924,2.509321575416834e-06,7.276244286913425e-05,2753,0.8850947022438049,17722,708.9001,17770
384,384,1,0,0.815232515335083,0.928332064171671,0.9957106709480286,1.95750362763647e-05,4.436563358467538e-06,9454,0.9127844572067261,12392,495.7001,12440
389,389,1,0,0.4843800961971283,0.743228896118554,0.9967911839485168,1.7307542293565348e-05,1.8423781511955895e-05,9454,0.7348284125328064,5247,209.9,5295
395,395,1,0,0.055005282163619995,0.11257740412740819,0.9873586446046829,5.143292128195753e-06,8.836211054585874e-05,2753,0.8636676669120789,22500,900.0,22548
401,401,1,0,0.06754669547080994,0.14803202669797794,0.9941825419664383,3.889479557983577e-06,5.3692612709710374e-05,2753,0.8386304378509521,11352,454.1,11400
406,406,1,0,0.02161533385515213,0.033064406428963126,0.9976513274013996,6.58443127576902e-07,2.980341378133744e-05,2753,0.9551492929458618,22500,900.0,22548
411,411,1,0,0.026355354115366936,0.04733818190371955,0.9967733807861805,1.4290022818386205e-06,5.279156539472751e-05,2753,0.9343453645706177,22500,900.0,22548
416,416,1,0,0.034100428223609924,0.07153701754700828,0.9909386411309242,2.1874445792491315e-06,6.195969035616145e-05,2753,0.9091215133666992,12332,493.3,12380
421,421,1,0,0.6039317846298218,0.8435405613508049,0.9939722567796707,1.8975406419485807e-05,1.2444374078768305e-05,9454,0.831214964389801,10270,410.8001,10318
426,426,1,0,0.38861799240112305,0.6218673319163309,0.9866227507591248,1.4161541002977174e-05,2.2279231416177936e-05,9454,0.5919366478919983,22500,900.0,22548
431,431,1,0,0.04401865229010582,0.08512815450335642,0.996243953704834,2.2815484044258483e-06,4.9549853429198265e-05,2753,0.9048091769218445,8770,350.8,8818
436,436,1,0,0.017712296918034554,0.037210085867441255,0.9918834343552589,1.112654331336671e-06,6.170551205286756e-05,2753,0.9341322779655457,22500,900.0,22548
441,441,1,0,0.6757646203041077,0.8596353376813864,0.9959049671888351,1.465887817175826e-05,7.033406745904358e-06,9454,0.8506841063499451,8092,323.7001,8140
