id	what	value	lo	hi	n	n_spk	file
M1_text_all468	Pitt Qwen2.5-Omni transcript-only answer AUC, all468 arm	0.6975	0.6369	0.7549	468	228	<local data dir>/paper1_local_runs/omni_pitt_text.csv
M1_text_conflict	Pitt Qwen2.5-Omni transcript-only answer AUC, conflict arm	0.4550	0.3412	0.5718	146	100	<local data dir>/paper1_local_runs/omni_pitt_text.csv
M1_text_agreement	Pitt Qwen2.5-Omni transcript-only answer AUC, agreement arm	0.7987	0.7392	0.8535	322	175	<local data dir>/paper1_local_runs/omni_pitt_text.csv
M1_audio_all468	Pitt Qwen2.5-Omni audio zero-shot answer AUC, all468 arm	0.6578	0.6033	0.7125	468	228	<local data dir>/Desktop/release/omni_final/omni_pitt_zeroshot_scores.csv
M1_audio_conflict	Pitt Qwen2.5-Omni audio zero-shot answer AUC, conflict arm	0.5322	0.4216	0.6447	146	100	<local data dir>/Desktop/release/omni_final/omni_pitt_zeroshot_scores.csv
M1_audio_agreement	Pitt Qwen2.5-Omni audio zero-shot answer AUC, agreement arm	0.7054	0.6431	0.7658	322	175	<local data dir>/Desktop/release/omni_final/omni_pitt_zeroshot_scores.csv
M1_text_conflict_minus_agreement	Pitt Qwen2.5-Omni transcript-only paired conflict minus agreement AUC	-0.3437	-0.4556	-0.2209	468	228	<local data dir>/paper1_local_runs/omni_pitt_text.csv
M1_audio_conflict_minus_agreement	Pitt Qwen2.5-Omni audio zero-shot paired conflict minus agreement AUC	-0.1731	-0.2958	-0.0392	468	228	<local data dir>/Desktop/release/omni_final/omni_pitt_zeroshot_scores.csv
M1_text_minus_audio_all468	Pitt Qwen2.5-Omni paired transcript minus audio AUC, all468 arm	0.0397	-0.0302	0.1070	468	228	scores/part16/M/M1_pitt_text_arms.csv
M1_text_minus_audio_conflict	Pitt Qwen2.5-Omni paired transcript minus audio AUC, conflict arm	-0.0772	-0.2360	0.0680	146	100	scores/part16/M/M1_pitt_text_arms.csv
M1_text_minus_audio_agreement	Pitt Qwen2.5-Omni paired transcript minus audio AUC, agreement arm	0.0933	0.0157	0.1637	322	175	scores/part16/M/M1_pitt_text_arms.csv
M1_ALT_text_all468	ALT Pitt Qwen2.5-Omni transcript-only answer AUC, all468 arm (Sep 20 pod rerun, different prompt run)	0.6629	0.5983	0.7245	468	228	<local data dir>/Desktop/release/overnight2/text_new/o25_pitt_text.csv
M1_ALT_text_conflict	ALT Pitt Qwen2.5-Omni transcript-only answer AUC, conflict arm (Sep 20 pod rerun, different prompt run)	0.5560	0.4516	0.6680	146	100	<local data dir>/Desktop/release/overnight2/text_new/o25_pitt_text.csv
M1_ALT_text_agreement	ALT Pitt Qwen2.5-Omni transcript-only answer AUC, agreement arm (Sep 20 pod rerun, different prompt run)	0.7078	0.6381	0.7696	322	175	<local data dir>/Desktop/release/overnight2/text_new/o25_pitt_text.csv
