pid,speaker,fold,seed,p_yes,p_yes_set,answer_mass,p_yes_tok,p_no_tok,top1_id,top1_p,audio_tok,dur_s,seq_len
303,303,1,1,0.014728613197803497,0.04208010209081502,0.9878738559782505,1.9040143115489627e-06,0.00012736913049593568,2753,0.9397220015525818,22500,900.0,22548
308,308,1,1,0.9736446738243103,0.9868138716969378,0.9977714121341705,2.149599458789453e-05,5.818698696202773e-07,9454,0.9715194702148438,9237,369.4999,9285
313,313,1,1,0.3106943964958191,0.549260773621397,0.9834717810153961,1.9352002709638327e-05,4.293429446988739e-05,9454,0.5222600698471069,22500,900.0,22548
318,318,1,1,0.013636834919452667,0.024444062185496183,0.9963327869772911,5.711702328881074e-07,4.131319292355329e-05,2753,0.9686726331710815,6240,249.5999,6288
323,323,1,1,0.004503272473812103,0.008564695252957456,0.9976948807016015,1.3032460799422552e-07,2.8809652576455846e-05,2753,0.9828487038612366,10432,417.3001,10480
328,328,1,1,0.006338921375572681,0.013170068448387683,0.9948469689115882,4.056364275584201e-07,6.358575774356723e-05,2753,0.9625964164733887,16980,679.2,17028
333,333,1,1,0.01342825498431921,0.039633789863098526,0.9907671399414539,1.1255352774242056e-06,8.269289537565783e-05,2753,0.9449465274810791,22500,900.0,22548
338,338,1,1,0.14223188161849976,0.2942316784130926,0.9914464950561523,5.772071290266467e-06,3.481004387140274e-05,2753,0.6981267333030701,7195,287.8,7243
344,344,1,1,0.02517884224653244,0.05037015049160075,0.9938329644501209,1.9128640360577265e-06,7.405821816064417e-05,2753,0.9294530153274536,22500,900.0,22548
349,349,1,1,0.8933094143867493,0.9467116650510355,0.9956397227942944,1.977554347831756e-05,2.361851784371538e-06,9454,0.9221341013908386,12575,503.0,12623
354,354,1,1,0.025565212592482567,0.03966450165857087,0.9984991028904915,6.920342343619268e-07,2.63773381448118e-05,2753,0.9579062461853027,4187,167.4999,4235
359,359,1,1,0.8479677438735962,0.905348060100634,0.9953543394804001,2.991714427480474e-05,5.3638482313544955e-06,9454,0.8729919791221619,15132,605.3001,15180
364,364,1,1,0.018264278769493103,0.047363516419733014,0.99404476583004,1.4784837958359276e-06,7.947098492877558e-05,2753,0.9369564056396484,22500,900.0,22548
369,369,1,1,0.00877910852432251,0.01688428514209081,0.9943155683577061,5.467522328217456e-07,6.173203291837126e-05,2753,0.9641989469528198,18732,749.3,18780
374,374,1,1,0.20689405500888824,0.3810222711094734,0.988088458776474,1.5779281966388226e-05,6.048816430848092e-05,2753,0.5912225246429443,22500,900.0,22548
379,379,1,1,0.010489091277122498,0.02298623202390799,0.9952868446707726,7.885582817834802e-07,7.439033652190119e-05,2753,0.9632574915885925,17722,708.9001,17770
384,384,1,1,0.27202457189559937,0.5769648846092833,0.9915648102760315,1.0582813047221862e-05,2.8321075660642236e-05,9454,0.567988395690918,12392,495.7001,12440
389,389,1,1,0.01897803694009781,0.03310911365231035,0.9968081563711166,7.446382142006769e-07,3.849219865514897e-05,2753,0.9607366919517517,5247,209.9,5295
395,395,1,1,0.014957087114453316,0.027546999419425774,0.9911726899445057,1.2321406757109798e-06,8.114624506561086e-05,2753,0.9567075371742249,22500,900.0,22548
401,401,1,1,0.00806199200451374,0.0168991588467385,0.9947261568158865,6.405728072422789e-07,7.881532656028867e-05,2753,0.9587230682373047,11352,454.1,11400
406,406,1,1,0.01098694372922182,0.02293302894074711,0.9918945301324129,6.579018645425094e-07,5.922243508393876e-05,2753,0.9543640613555908,22500,900.0,22548
411,411,1,1,0.00712142838165164,0.017912320772312793,0.992432152852416,6.215871621861879e-07,8.666246867505834e-05,2753,0.9598389863967896,22500,900.0,22548
416,416,1,1,0.01098694372922182,0.022976396618604122,0.997106771916151,4.4518219510791823e-07,4.007402458228171e-05,2753,0.9694443941116333,12332,493.3,12380
421,421,1,1,0.46101680397987366,0.6925799300631142,0.994668036699295,1.576139584358316e-05,1.8426937458571047e-05,9454,0.6797215938568115,10270,410.8001,10318
426,426,1,1,0.016657039523124695,0.0475207267543701,0.9832693785429001,1.9358174085937208e-06,0.0001142803521361202,2753,0.9260233044624329,22500,900.0,22548
431,431,1,1,0.00912563782185316,0.01591950787834058,0.9982505906373262,2.8149895570095396e-07,3.056555215152912e-05,2753,0.9795745015144348,8770,350.8,8818
436,436,1,1,0.015543648041784763,0.044699322790469474,0.9873613156378269,1.0728912229751586e-06,6.795152876293287e-05,2753,0.93663090467453,22500,900.0,22548
441,441,1,1,0.0384661927819252,0.07166082369639577,0.9961637184023857,1.7834491927715135e-06,4.4580625399248675e-05,2753,0.9224600195884705,8092,323.7001,8140
446,446,1,1,0.011244560591876507,0.022938939775443375,0.9971072841435671,4.535704078989511e-07,3.988329990534112e-05,2753,0.9648305177688599,16625,665.0,16673
451,451,1,1,0.008985428139567375,0.015032395344165502,0.9965278543531895,4.74548187412438e-07,5.233853153185919e-05,2753,0.955731987953186,17142,685.7,17190
456,456,1,1,0.008711383678019047,0.012432828978355145,0.9975273907184601,3.773576509047416e-07,4.29404026363045e-05,2753,0.9758490324020386,12717,508.7,12765
462,462,1,1,0.014503580518066883,0.029357973137440648,0.9926759991794825,1.119916191782977e-06,7.609661406604573e-05,2753,0.9550355076789856,22500,900.0,22548
467,467,1,1,0.0035380860790610313,0.006292814218434185,0.9978801067918539,1.2426420425981632e-07,3.499760714475997e-05,2753,0.9898213148117065,9142,365.6999,9190
472,472,1,1,0.004101929254829884,0.006292110175330915,0.997990726493299,1.2326830756137497e-07,2.9928030926384963e-05,2753,0.989589512348175,9945,397.8,9993
477,477,1,1,0.008847354911267757,0.02289902150322076,0.9944422021508217,5.79658603783173e-07,6.493805994978175e-05,2753,0.9528225660324097,20740,829.6001,20788
482,482,1,1,0.010013571009039879,0.02758131782867075,0.9875569865107536,8.701877618477738e-07,8.603066089563072e-05,2753,0.9528414011001587,22500,900.0,22548
487,487,1,1,0.013848611153662205,0.030985733280591763,0.9954012427479029,9.348339062853483e-07,6.656898040091619e-05,2753,0.9467010498046875,17300,692.0001,17348
492,492,1,1,0.01542455144226551,0.03515213367070647,0.9913211800158024,1.264081333829381e-06,8.068847091635689e-05,2753,0.9513104557991028,22500,900.0,22548
604,604,1,1,0.005911068990826607,0.006297710600923296,0.998809652402997,1.7266945917526755e-07,2.9038537832093425e-05,2753,0.9906572103500366,2950,117.9999,2998
609,609,1,1,0.02161533385515213,0.04741495515988284,0.9956830032169819,1.1265054808973218e-06,5.0989528972422704e-05,2753,0.931098461151123,18517,740.6999,18565
619,619,1,1,0.5039061903953552,0.7316189836350211,0.992239236831665,2.1984580598655157e-05,2.1643740183208138e-05,9454,0.7156641483306885,13912,556.5,13960
625,625,1,1,0.011687257327139378,0.027511756693824222,0.9964595139026642,7.961781420817715e-07,6.732742622261867e-05,2753,0.9574872255325317,14160,566.4,14208
631,631,1,1,0.042087726294994354,0.09028074976857657,0.9934764951467514,2.016683765759808e-06,4.589950913214125e-05,2753,0.8922078609466553,16897,675.9,16945
636,636,1,1,0.2628418505191803,0.439191198209639,0.9910886287689209,1.3228267562226392e-05,3.709959491970949e-05,2753,0.5443545579910278,22500,900.0,22548
649,649,1,1,0.024798160418868065,0.04473268423727663,0.9957128427922726,1.4945129578336491e-06,5.877257353859022e-05,2753,0.9471145868301392,9200,368.0,9248
654,654,1,1,0.008577484637498856,0.010348647425903718,0.9986134022474289,2.1378266978899774e-07,2.4709916033316404e-05,2753,0.9855495095252991,3585,143.3999,3633
659,659,1,1,0.07263670116662979,0.16409162435549157,0.9929517358541489,4.599962721840711e-06,5.8728390285978094e-05,2753,0.8095009326934814,17307,692.3001,17355
664,664,1,1,0.008445627987384796,0.020317136763717054,0.9942618645727634,5.26191684002697e-07,6.177725299494341e-05,2753,0.964905321598053,22500,900.0,22548
673,673,1,1,0.35220178961753845,0.515332636841212,0.9893427491188049,1.1731789527402725e-05,2.1578060113824904e-05,9454,0.5059419274330139,17982,719.3001,18030
682,682,1,1,0.10230470448732376,0.17347947794481186,0.9959488362073898,5.438867447082885e-06,4.772454485646449e-05,2753,0.8186777830123901,3580,143.2,3628
689,689,1,1,0.07696083933115005,0.17342998086965664,0.988802433013916,6.311429388006218e-06,7.569690205855295e-05,2753,0.8125942349433899,22500,900.0,22548
696,696,1,1,0.0838903859257698,0.20203097533637424,0.9888856410980225,5.2140012485324405e-06,5.693855200661346e-05,2753,0.7848300933837891,22500,900.0,22548
703,703,1,1,0.1127953976392746,0.1824969445928189,0.9937213510274887,5.6390858844679315e-06,4.435484515852295e-05,2753,0.809945285320282,4305,172.2,4353
710,710,1,1,0.016914913430809975,0.023011602243781813,0.9978801738470793,5.386791031014582e-07,3.130772529402748e-05,2753,0.9724897146224976,8065,322.5999,8113
717,717,1,1,0.007066401187330484,0.014060613835660374,0.9973820680752397,3.250611371186096e-07,4.5675889850826934e-05,2753,0.9751245975494385,13577,543.1,13625
