id	what	value	lo	hi	n	n_spk	file
T1_o25_conflict	E-DAIC Table 2 Qwen2.5-Omni audio conflict	0.2218	0.1829	0.2632	483	138	scores/part17/T1_perclip_all966.csv
T1_o25_agreement_OLD_483rows	E-DAIC Table 2 Qwen2.5-Omni audio agreement OLD 483 rows	0.9482	0.9039	0.9828	483	138	scores/part17/T1_perclip_all966.csv
T1_o25_agreement_NEW_311distinct	E-DAIC Table 2 Qwen2.5-Omni audio agreement NEW 311 distinct	0.9647	0.9376	0.9857	311	138	scores/part17/T1_perclip_distinct_agreement.csv
T1_o25_paired_conflict_minus_agreement_NEW_311distinct	E-DAIC Table 2 Qwen2.5-Omni audio SUPPLEMENTARY paired conflict minus agreement, distinct	-0.7429	-0.7869	-0.6944	794	138	scores/part17/T1_perclip_all966.csv
T1_q2a_conflict	E-DAIC Table 2 Qwen2-Audio audio conflict	0.2280	0.1816	0.2782	483	138	scores/part17/T1_perclip_all966.csv
T1_q2a_agreement_OLD_483rows	E-DAIC Table 2 Qwen2-Audio audio agreement OLD 483 rows	0.9478	0.9128	0.9762	483	138	scores/part17/T1_perclip_all966.csv
T1_q2a_agreement_NEW_311distinct	E-DAIC Table 2 Qwen2-Audio audio agreement NEW 311 distinct	0.9608	0.9351	0.9814	311	138	scores/part17/T1_perclip_distinct_agreement.csv
T1_q2a_paired_conflict_minus_agreement_NEW_311distinct	E-DAIC Table 2 Qwen2-Audio audio SUPPLEMENTARY paired conflict minus agreement, distinct	-0.7328	-0.7780	-0.6837	794	138	scores/part17/T1_perclip_all966.csv
T1_q3o_conflict	E-DAIC Table 2 Qwen3-Omni-30B-A3B audio conflict	0.3008	0.2454	0.3641	483	138	scores/part17/T1_perclip_all966.csv
T1_q3o_agreement_OLD_483rows	E-DAIC Table 2 Qwen3-Omni-30B-A3B audio agreement OLD 483 rows	0.9638	0.9336	0.9864	483	138	scores/part17/T1_perclip_all966.csv
T1_q3o_agreement_NEW_311distinct	E-DAIC Table 2 Qwen3-Omni-30B-A3B audio agreement NEW 311 distinct	0.9727	0.9507	0.9904	311	138	scores/part17/T1_perclip_distinct_agreement.csv
T1_q3o_paired_conflict_minus_agreement_NEW_311distinct	E-DAIC Table 2 Qwen3-Omni-30B-A3B audio SUPPLEMENTARY paired conflict minus agreement, distinct	-0.6719	-0.7266	-0.6105	794	138	scores/part17/T1_perclip_all966.csv
T1_af2_conflict	E-DAIC Table 2 Audio Flamingo 2 audio conflict	0.5286	0.4512	0.6015	483	138	scores/part17/T1_perclip_all966.csv
T1_af2_agreement_OLD_483rows	E-DAIC Table 2 Audio Flamingo 2 audio agreement OLD 483 rows	0.6083	0.5126	0.6997	483	138	scores/part17/T1_perclip_all966.csv
T1_af2_agreement_NEW_311distinct	E-DAIC Table 2 Audio Flamingo 2 audio agreement NEW 311 distinct	0.6297	0.5451	0.7087	311	138	scores/part17/T1_perclip_distinct_agreement.csv
