id	what	value	lo	hi	n	n_spk	file
T3_all_cos	Qwen2-Audio Pitt all: cos(probe direction, Yes-minus-No readout direction) [full fit; used=yes]	0.0145			468	228	scores/part17/T3_q2a_direction.csv
T3_all_cos_bootCI	Qwen2-Audio Pitt all: cos, speaker bootstrap with probe refit per draw [full fit; used=secondary]	0.0129	-0.0020	0.0277	468	228	scores/part17/T3_q2a_direction.csv
T3_floor_vs_d	Qwen2-Audio Pitt all: random floor mean|cos| vs readout direction d [fresh default_rng(0), 2000 dirs; used=yes]	0.0123	0.0005	0.0321	468	228	scores/part17/T3_q2a_direction.csv
T3_floor_vs_probe	Qwen2-Audio Pitt all: random floor mean|cos| vs probe direction [fresh default_rng(0), 2000 dirs; used=secondary]	0.0124	0.0005	0.0343	468	228	scores/part17/T3_q2a_direction.csv
T3_all_probe	Qwen2-Audio Pitt all: probe AUC out of fold [full 468 OOF; used=yes]	0.8223	0.7742	0.8671	468	228	scores/part17/T3_q2a_direction.csv
T3_all_proj_d	Qwen2-Audio Pitt all: AUC along readout direction (X.d) [full 468 OOF; used=yes]	0.6174	0.5539	0.6800	468	228	scores/part17/T3_q2a_direction.csv
T3_all_perp_z	Qwen2-Audio Pitt all: probe AUC with readout direction projected out (within-fold z) [full 468 OOF; used=yes]	0.8114	0.7646	0.8577	468	228	scores/part17/T3_q2a_direction.csv
T3_all_keep_z	Qwen2-Audio Pitt all: matched control: same pooling, d kept (within-fold z) [full 468 OOF; used=secondary]	0.8119	0.7649	0.8577	468	228	scores/part17/T3_q2a_direction.csv
T3_conflict_probe	Qwen2-Audio Pitt conflict: probe AUC out of fold [full 468 OOF restricted to arm (DECIDED); used=yes]	0.6178	0.5123	0.7222	146	100	scores/part17/T3_q2a_direction.csv
T3_conflict_proj_d	Qwen2-Audio Pitt conflict: AUC along readout direction (X.d) [full 468 OOF restricted to arm (DECIDED); used=yes]	0.4136	0.3010	0.5424	146	100	scores/part17/T3_q2a_direction.csv
T3_conflict_perp_z	Qwen2-Audio Pitt conflict: probe AUC with readout direction projected out (within-fold z) [full 468 OOF restricted to arm (DECIDED); used=yes]	0.6013	0.4929	0.7114	146	100	scores/part17/T3_q2a_direction.csv
T3_conflict_keep_z	Qwen2-Audio Pitt conflict: matched control: same pooling, d kept (within-fold z) [full 468 OOF restricted to arm (DECIDED); used=secondary]	0.6029	0.4961	0.7123	146	100	scores/part17/T3_q2a_direction.csv
T3_agreement_probe	Qwen2-Audio Pitt agreement: probe AUC out of fold [full 468 OOF restricted to arm (DECIDED); used=yes]	0.8988	0.8598	0.9328	322	175	scores/part17/T3_q2a_direction.csv
T3_agreement_proj_d	Qwen2-Audio Pitt agreement: AUC along readout direction (X.d) [full 468 OOF restricted to arm (DECIDED); used=yes]	0.6984	0.6373	0.7592	322	175	scores/part17/T3_q2a_direction.csv
