perm_seed,auc_probe,cosine
0,0.8004455637349864,0.0069654512211597495
1,0.8102867105772956,0.007117380033080433
2,0.7915342890352577,0.004091291778767058
3,0.8197597830298334,0.006608774690738322
4,0.79726850058117,0.005601464061418306
5,0.7848895776830686,0.005893612712352938
6,0.8210577295621851,0.005877480983978924
7,0.8113909337466099,0.005374889615839812
8,0.809938008523828,0.006620424436934906
9,0.7954475009686168,0.007084765927200257
10,0.7909337466098412,0.004111555020225737
11,0.8017047655947307,0.0036507585129253763
12,0.8230337078651685,0.0072511403521359555
13,0.7926191398682682,0.006172229520851993
14,0.791747384734599,0.0077219203106908265
15,0.7899457574583495,0.0056969087215710534
16,0.8076327005036807,0.007955146102089194
17,0.82340178225494,0.005521062352535802
18,0.815865943432778,0.005708537611915384
19,0.7886671832623015,0.006078390536960594
20,0.8133087950406819,0.006930450298913393
21,0.803680743897714,0.005927052096345906
22,0.7988182874854708,0.004416093202187943
23,0.8050755521115847,0.007056829661213088
24,0.8238279736536226,0.006273432826031243
25,0.7995931809376211,0.007257608669689066
26,0.8259783029833397,0.004266680572210781
27,0.8174351026733824,0.007927881245903906
28,0.7931034482758621,0.005281049450119459
29,0.7989926385122046,0.00256396490241147
30,0.8110809763657497,0.00832337304950432
31,0.8035063928709802,0.005514063697084463
32,0.8105191786129408,0.0072761125770184724
33,0.8099573808601317,0.00504603232501117
34,0.7990701278574196,0.007481589809671565
35,0.7924060441689268,0.00534883255158121
36,0.8076327005036807,0.00785608430906482
37,0.8082138705927935,0.006462309107130028
38,0.8117202634637737,0.006617842531571256
39,0.7979077876791941,0.008988301502812844
40,0.8009104998062766,0.006973173070063354
41,0.8083688492832236,0.0056553008510587055
42,0.8023440526927548,0.005434764064534011
43,0.7877179387834172,0.005213804717058773
44,0.8188880278961643,0.005926725799758954
45,0.8225493994575745,0.005972776463977308
46,0.782932971716389,0.007947948873533686
47,0.7966679581557535,0.006607245873510619
48,0.7976946919798528,0.0022936345964761555
49,0.8030608291359937,0.006228266775548155
50,0.8174544750096862,0.0033644605128739114
51,0.808330104610616,0.005343220092811618
52,0.8099961255327393,0.004806835586143697
53,0.8139093374660984,0.00614792065390173
54,0.8079232855482371,0.005317491753547243
55,0.7950794265788454,0.004763353916734205
56,0.7975009686168152,0.004531177072656701
57,0.8141418055017435,0.007574485488094437
58,0.8000581170089113,0.005173164044859354
59,0.7944013948082139,0.006176388631256081
60,0.785974428516079,0.006029958441817946
61,0.7878922898101511,0.006882818075116274
62,0.7933940333204185,0.005088973955666714
63,0.8051917861294072,0.006120959654700049
64,0.7933746609841147,0.006380322873798908
65,0.8168733049205734,0.005350847907794432
66,0.8067222006974041,0.004350894135608253
67,0.8003487020534676,0.004633396838008513
68,0.7851995350639287,0.005359301604948982
69,0.801840371948857,0.006187268238133267
70,0.812340178225494,0.007434791064390109
71,0.8204765594730724,0.006095983515889997
72,0.8086981790003874,0.007693195284206381
73,0.7838628438589694,0.0056820203673905705
74,0.7716582719876017,0.005039113394825257
75,0.7890546299883766,0.0065853192500593535
76,0.7821387059279349,0.004252104639789388
77,0.8017435102673383,0.003118749563825453
78,0.8084850833010461,0.007521853082812317
79,0.8081557535838823,0.0044771248677732065
80,0.8071096474234792,0.007051359913509188
81,0.8301433552886478,0.006099640559317484
82,0.8005811700891128,0.00609596199403272
83,0.7922510654784967,0.005095210534578761
84,0.8090856257264626,0.005918679258574155
85,0.7788066640836885,0.006318178301155058
86,0.7742541650523053,0.005472112241694157
87,0.8202634637737312,0.009024369667013216
88,0.8109453700116234,0.00800427417259362
89,0.8200697404106936,0.005737562309699524
90,0.8039519566059666,0.00658047549221985
91,0.7943432777993026,0.004833646951463306
92,0.7911468423091825,0.006167452101369383
93,0.8099767531964355,0.004134169573649606
94,0.8413793103448276,0.006443614694105205
95,0.7959318093762108,0.0049218217925224685
96,0.8147036032545525,0.007528256710283104
97,0.8056373498643936,0.005691747023201316
98,0.7889771406431616,0.004814061982822682
99,0.785335141418055,0.006862932369172746
100,0.8073421154591244,0.00663110264999006
101,0.812262688880279,0.004379621267722431
102,0.7905850445563735,0.006762739867467147
103,0.8125145292522278,0.00730490321466562
