perm_seed,auc_probe,cosine
0,0.9249711580538649,0.008851181528511913
1,0.9237776982137884,0.008152019805655792
2,0.9272785137446792,0.008116966647260391
3,0.9292676134781398,0.009776400872245034
4,0.9170545411146915,0.007116428815562825
5,0.9291084854994629,0.0063257436470520005
6,0.9275967697020329,0.007586024062318165
7,0.916418029199984,0.00924713862665164
8,0.941082865894896,0.009251660803947553
9,0.9237379162191193,0.009303155531527834
10,0.9224648923897044,0.011076437030457296
11,0.9216692524963201,0.009653391034157657
12,0.9233400962724271,0.00984369324680719
13,0.9182480009547679,0.006850971367989123
14,0.9217488164856585,0.0074151316013592716
15,0.9186856028961292,0.008245040654615798
16,0.9240163901818037,0.007360098680404029
17,0.9329275569877074,0.011345320265433069
18,0.9383776902573895,0.008779999368070106
19,0.9266420018299718,0.00856039051891348
20,0.9279150256593865,0.010038078100574116
21,0.9234594422564347,0.008011712549751325
22,0.924255082149819,0.009603857042197217
23,0.932847992998369,0.009098691184192292
24,0.9293471774674782,0.0073697283783151525
25,0.9260850539046028,0.008213114475075904
26,0.9246131201018419,0.008349364497162797
27,0.9101324740422485,0.007263417494249615
28,0.9150654413812308,0.008904483612316088
29,0.9336834148864224,0.006977077363649399
30,0.9297449974141704,0.010584805521261297
31,0.9383379082627203,0.008770517576592963
32,0.9253291960058877,0.008897786368846968
33,0.9262441818832796,0.007905919857432525
34,0.932291045073,0.007519440603550292
35,0.9196005887735211,0.007627132044328588
36,0.9269204757926562,0.008522155671193096
37,0.9296654334248319,0.007177151306684558
38,0.9256474519632414,0.010414490334551782
39,0.9156223893065998,0.010273252626709946
40,0.9150654413812308,0.009806069065966478
41,0.9294267414568167,0.00652410200242987
42,0.9286311015634324,0.008120866133120073
43,0.9346381827584835,0.01087839037991488
44,0.9254087599952262,0.010741495001391398
45,0.9233400962724271,0.007817503053498582
46,0.9064327485380117,0.008636647651861982
47,0.9325695190356844,0.008616613935116257
48,0.9067112225006961,0.007965085905082839
49,0.9203564466722362,0.009062103228565646
50,0.9206349206349206,0.009195527478156145
51,0.9254485419898953,0.009287554206418075
52,0.9298245614035088,0.0074146387849386205
53,0.9289095755261169,0.008761954460962312
54,0.9264828738512949,0.010124848290887372
55,0.9281934996220711,0.008572405756272272
56,0.9228229303417274,0.009201806415269144
57,0.9136332895731392,0.009041318428102362
58,0.9258861439312567,0.010063646157178195
59,0.9187651668854676,0.007109366252745634
60,0.9385368182360664,0.009201106177881009
61,0.9288300115367785,0.008507017738775016
62,0.926323745872618,0.009432845321627994
63,0.9131956876317778,0.009797391698638956
64,0.9307395472809007,0.00839088494599239
65,0.932489955046346,0.00893027673366493
66,0.9339221068544377,0.00838206829416764
67,0.9267215658193102,0.008060325091409781
68,0.9358316425985599,0.007547981922269322
69,0.9303019453395394,0.007698409803158977
70,0.9246131201018419,0.009158155095722173
71,0.9297449974141704,0.008055264733361494
72,0.9139117635358237,0.007999549495845786
73,0.9254485419898953,0.00932741359954469
74,0.9259259259259259,0.008946164761330004
75,0.9305008553128854,0.010335395247483364
76,0.9183275649441063,0.007555681603751698
77,0.9279548076540558,0.00925547235450728
78,0.9319727891156463,0.008424023295652287
79,0.9125591757170705,0.009527313368623112
80,0.9332855949397303,0.008678182459347327
81,0.9296256514301627,0.009215139263885083
82,0.9245335561125034,0.009510796566404496
83,0.9306997652862314,0.011034196740474577
84,0.9337629788757609,0.007896071512022974
85,0.9162589012213073,0.008586871272266452
86,0.9379003063213589,0.00810188144966728
87,0.9275967697020329,0.009307416977883903
88,0.9250905040378724,0.007151684733225321
89,0.9275967697020329,0.007415585746891728
90,0.9204757926562438,0.00872033476765343
91,0.9472092930739547,0.008684772422596172
92,0.9453395393245018,0.009980389123189376
93,0.9299836893821857,0.009407577024017929
94,0.9273182957393483,0.008341009563017681
95,0.9273978597286868,0.007971042559308113
96,0.9238970441977961,0.008412829376816401
97,0.9260452719099336,0.00879859752489916
98,0.9229820583204041,0.00830899613802819
