layer,auc_mean,auc_std,auc_oof_rank,auc_oof_sk
0,np.float64(0.6891142520133917),np.float64(0.02579040779681061),0.6896551724137931,0.6896551724137931
1,np.float64(0.6622851833152745),np.float64(0.03777000340112963),0.6779930259589306,0.6779930259589306
2,np.float64(0.6648118103297707),np.float64(0.033143940898780214),0.6787872917473847,0.6787872917473847
3,np.float64(0.6801351679871959),np.float64(0.039007066607758004),0.6809569934134057,0.6809569934134057
4,np.float64(0.7002995882425325),np.float64(0.026448902728554297),0.6937621077101899,0.6937621077101898
5,np.float64(0.7073299551851486),np.float64(0.046383869553719224),0.7081170089112747,0.7081170089112747
6,np.float64(0.7090647033438139),np.float64(0.03951608905110123),0.7118752421542038,0.7118752421542037
7,np.float64(0.7184261286501008),np.float64(0.041987843473035844),0.7210189848895777,0.7210189848895777
8,np.float64(0.7550154955658845),np.float64(0.04475380240712106),0.7650910499806277,0.7650910499806276
9,np.float64(0.7422012930959753),np.float64(0.03610142253495573),0.7552305308020147,0.7552305308020146
10,np.float64(0.7646476791583305),np.float64(0.046870426732021075),0.7786904300658659,0.7786904300658659
11,np.float64(0.7691266398119263),np.float64(0.05347347153889655),0.7751646648585819,0.7751646648585819
12,np.float64(0.7679114583159263),np.float64(0.05409974152147619),0.7696822936846184,0.7696822936846184
13,np.float64(0.7851434674505542),np.float64(0.053011910726905274),0.787098024021697,0.7870980240216969
14,np.float64(0.7771949637327168),np.float64(0.045663636226244655),0.7829910887253003,0.7829910887253002
15,np.float64(0.7967723720168098),np.float64(0.04682562890268409),0.7944207671445176,0.7944207671445176
16,np.float64(0.7977761903980607),np.float64(0.046832685249336106),0.7967648198372723,0.7967648198372723
17,np.float64(0.7987717223265993),np.float64(0.03944402675688204),0.7928516079039132,0.7928516079039132
18,np.float64(0.8075280160330974),np.float64(0.041981583032908984),0.7975397132894227,0.7975397132894227
19,np.float64(0.8042320846624413),np.float64(0.028298998312413098),0.7952537776055792,0.7952537776055792
20,np.float64(0.8006884959690813),np.float64(0.02330488084244762),0.7902169701666021,0.7902169701666021
21,np.float64(0.808455033887084),np.float64(0.020465155336832304),0.8061991476172027,0.8061991476172026
22,np.float64(0.8053768012930318),np.float64(0.023313594230547238),0.7991088725300272,0.799108872530027
23,np.float64(0.8194389502353037),np.float64(0.030499845735439086),0.8078070515304145,0.8078070515304145
24,np.float64(0.8130206978610541),np.float64(0.032667849283613055),0.8030995738086013,0.8030995738086013
25,np.float64(0.8119189170330948),np.float64(0.03072743020655601),0.8086206896551724,0.8086206896551724
26,np.float64(0.823471273360598),np.float64(0.033064006558338556),0.8127082526152654,0.8127082526152654
27,np.float64(0.8377124643663187),np.float64(0.023436032542106015),0.8273149941882991,0.8273149941882991
28,np.float64(0.8226471156174495),np.float64(0.026033340509544364),0.8107903913211933,0.8107903913211935
29,np.float64(0.8065077851081112),np.float64(0.037447263406075446),0.7945563734986439,0.794556373498644
30,np.float64(0.8159399668205495),np.float64(0.04411174276702743),0.7979077876791941,0.7979077876791941
31,np.float64(0.8134372129126296),np.float64(0.03822450725750863),0.8000387446726075,0.8000387446726076
