layer,auc_mean,auc_std,auc_oof
0,0.6594146131848367,0.03659473324892061,0.6386834855734377
1,0.646514663846937,0.02572801535215895,0.6309264897781645
2,0.6163401868667492,0.05795491964240064,0.5974336668116572
3,0.5985383127387942,0.027499003810174623,0.585471944323619
4,0.5932256604967916,0.02570423062195375,0.5845295055821371
5,0.6428294076449994,0.03270562281733704,0.6357836740611861
6,0.5951821141073956,0.016774096044205725,0.5950413223140496
7,0.5940282611961192,0.025580997237019943,0.592431491953023
8,0.6126017482391879,0.03283539573867039,0.6023633463824852
9,0.5774640086169722,0.04617085497754314,0.572567783094099
10,0.6051383451983436,0.04712634631076342,0.5955487893286936
11,0.5567337564011198,0.045819547969641945,0.5375525590836596
12,0.5632091300185217,0.05498045567082326,0.5447295925764827
13,0.5859398718508176,0.04541764361351517,0.5680005799623025
14,0.5767246396493302,0.05530441286948276,0.560171088879223
15,0.5671122637684556,0.04757040368884862,0.5585761925474845
16,0.5557865946404348,0.08315094121769552,0.5379875308104973
17,0.5725672279154413,0.06734293262888037,0.5513991590546615
18,0.5379117287619191,0.07101160337020454,0.5192837465564738
19,0.5043995772257425,0.06607454239313768,0.5008699434536755
20,0.5008942992234278,0.08114641025446698,0.5004349717268377
21,0.5236293200095241,0.06836642321543576,0.5147890387124837
22,0.4921267181597132,0.07248016449805984,0.4989125706829056
23,0.501389237121219,0.05502791997116257,0.4939828911120777
24,0.4867953688395944,0.07169879622595365,0.4773814702044367
25,0.5176383072498516,0.06402792635226888,0.5115992460490069
26,0.4983176941128934,0.0803106224756548,0.48426852254603453
27,0.49824600924477264,0.06645526903045948,0.48687835290706105
28,0.4635558514380544,0.07604774384759293,0.46839205451645644
29,0.4603637404501734,0.08046584546784885,0.4562128461649992
30,0.4574383019539692,0.09081690041327363,0.453675511091779
31,0.4005286473690638,0.08228952627121434,0.39372190807597507
