layer,auc_mean,auc_std,auc_oof
0,0.659922480620155,0.06360105380281866,0.6639118457300276
1,0.6592403100775194,0.04909762364960218,0.6686965347252429
2,0.6435426356589147,0.055848092487829674,0.6548499347542409
3,0.6363023255813953,0.05313146626217874,0.6304190227635205
4,0.6345581395348837,0.04821851614224976,0.6375235609685371
5,0.6685658914728683,0.038646003816188816,0.6601420907641004
6,0.6374108527131782,0.0520833058950712,0.6425257358271712
7,0.6026356589147286,0.0510716183188321,0.6074380165289257
8,0.6316821705426356,0.05233141282464163,0.6257068290561113
9,0.6356666666666666,0.07402005844594158,0.6246918950268232
10,0.639062015503876,0.05819897942969667,0.6395534290271132
11,0.6022945736434109,0.046042585900046916,0.5960562563433377
12,0.6105891472868217,0.05489314945509987,0.6027983181093228
13,0.6115348837209302,0.07554002286459642,0.6032332898361606
14,0.6029612403100775,0.08208269986550458,0.5937364071335364
15,0.5850232558139534,0.058020004258678155,0.5857619254748441
16,0.5706511627906977,0.034171105385143646,0.5714803537770046
17,0.5750387596899225,0.037795734110824535,0.5732927359721618
18,0.571984496124031,0.04737585594433883,0.5722778019428738
19,0.5356821705426357,0.056609010000355564,0.5313904596201247
20,0.5426279069767441,0.09400969997016403,0.5365376250543715
21,0.5512325581395349,0.06914529840364163,0.5392924459910106
22,0.5395891472868216,0.06674373407368417,0.5242134261273017
23,0.5353488372093023,0.07799722876006007,0.5387849789763666
24,0.5257364341085271,0.08117674594788425,0.52131361461505
25,0.5465271317829458,0.08343048096191491,0.5441496302740323
26,0.5034263565891474,0.1040625958581631,0.5108017978831376
27,0.53515503875969,0.08294409184778366,0.5411048281861679
28,0.5042170542635659,0.09359671560244093,0.5139915905466145
29,0.5210310077519379,0.08238164925300911,0.5283456575322605
30,0.5105581395348837,0.10301330322141171,0.5175438596491229
31,0.4767674418604651,0.07581194651835386,0.4812962157459765
