layer,auc_mean,auc_std,auc_oof
0,0.6884942294320091,0.05292545198353029,0.6840565672220069
1,0.6754963701746849,0.038787671883295065,0.6721425803951957
2,0.6588269724006036,0.04843701063615616,0.651840371948857
3,0.6714072365435635,0.04734563866279282,0.6646067415730337
4,0.6817200198495519,0.047472327473866885,0.6737892289810151
5,0.6988767115457901,0.05884224911281304,0.6855676094537
6,0.6973285760647553,0.053375159754813786,0.6897326617590083
7,0.7195818664541209,0.0332238598715701,0.7175707090275089
8,0.7311830029547611,0.039919676992494,0.731886865555986
9,0.714853825716152,0.04668831736473563,0.713463773731112
10,0.7357507131597265,0.04920562180643802,0.739112746997288
11,0.7280493494962679,0.04867066857679954,0.7252615265401008
12,0.7287625677784922,0.05499861561496733,0.7166020922123207
13,0.7463199051709062,0.050485212311898404,0.7400038744672608
14,0.7327220148564297,0.06196386932748709,0.7322161952731499
15,0.7644928852336011,0.051648575281486524,0.7580201472297559
16,0.776143820693137,0.05748876468194213,0.7674932196822936
17,0.7716670334523064,0.05652432322789987,0.7626113909337466
18,0.7731178118185718,0.05020113820742854,0.7614490507555212
19,0.7867248060144615,0.062379902724268854,0.7763463773731112
20,0.7776071360578383,0.044487827514037286,0.7681325067803176
21,0.8048842599765104,0.041173719065348675,0.7965129794653234
22,0.8069611870074558,0.04332332116077225,0.7966292134831461
23,0.814174072122223,0.04921021100389615,0.8034095311894615
24,0.8034790883420065,0.0473577413832464,0.7950794265788454
25,0.8064489321091604,0.03486688322117111,0.7958736923672995
26,0.8077847677194887,0.017955970464137584,0.7990895001937233
27,0.8193281458332293,0.024924675146026972,0.8081557535838821
28,0.8056754337219252,0.02346484440861994,0.7924447888415344
29,0.8015499212020035,0.034546824418871004,0.7886478109259977
30,0.806449617007264,0.036605245965678636,0.7947307245253779
31,0.8068281017880441,0.027316071723626663,0.790546299883766
