layer,balacc_mean,balacc_std,auc_mean,auc_std
0,0.7291666666666666,0.1041666666666667,0.7916666666666666,0.1717960677340692
1,0.6666666666666666,0.25515518153991434,0.7291666666666667,0.13661330258962504
2,0.75,0.12842529172852035,0.7708333333333334,0.18042195912175807
3,0.78125,0.07438987946398803,0.8125,0.10825317547305481
4,0.8229166666666666,0.17020973581633533,0.8333333333333334,0.13176156917368245
5,0.8229166666666666,0.17020973581633533,0.8333333333333334,0.13176156917368245
6,0.8229166666666666,0.06830665129481253,0.875,0.12499999999999999
7,0.78125,0.1393655016693714,0.875,0.12499999999999997
8,0.8125,0.16796370308955313,0.9166666666666666,0.10206207261596575
9,0.78125,0.1393655016693714,0.8958333333333334,0.13661330258962498
10,0.7604166666666666,0.06830665129481253,0.8958333333333334,0.13661330258962498
11,0.71875,0.11922419939853748,0.8958333333333334,0.10825317547305482
12,0.8229166666666666,0.12281068877657915,0.8958333333333334,0.10825317547305482
13,0.7916666666666666,0.12147816447594378,0.875,0.125
14,0.7916666666666666,0.08333333333333337,0.8541666666666667,0.12325166214790864
15,0.7604166666666666,0.06830665129481253,0.875,0.13819269959814168
16,0.7916666666666666,0.08333333333333337,0.875,0.13819269959814162
17,0.75,0.07216878364870326,0.7916666666666667,0.15023130314433286
18,0.8229166666666666,0.06830665129481253,0.9166666666666666,0.10206207261596575
19,0.875,0.0,0.9166666666666667,0.058925565098878946
20,0.7916666666666666,0.08333333333333337,0.8958333333333333,0.09081039465709737
21,0.78125,0.1393655016693714,0.9166666666666667,0.058925565098878946
22,0.71875,0.11922419939853748,0.8958333333333334,0.06909634979907081
23,0.71875,0.11922419939853748,0.8958333333333334,0.06909634979907081
24,0.75,0.13819269959814168,0.7708333333333334,0.10825317547305482
25,0.75,0.12842529172852035,0.8333333333333334,0.05892556509887899
26,0.8125,0.08589803386703461,0.8541666666666667,0.16002386974726265
27,0.7083333333333333,0.13501543121683043,0.8333333333333334,0.15590239111558088
28,0.6770833333333333,0.184877493221863,0.7083333333333333,0.29166666666666663
29,0.6666666666666666,0.1816207893141947,0.75,0.2946278254943948
30,0.6458333333333333,0.18042195912175804,0.75,0.24999999999999997
31,0.6770833333333333,0.184877493221863,0.6666666666666667,0.2429563289518875
32,0.6875,0.12325166214790867,0.625,0.22438186696393767
