layer,balacc_mean,balacc_std,auc_mean,auc_std
0,0.7245,0.044732538492690065,0.78258,0.060674748454361105
1,0.706,0.061310684223877344,0.772695,0.06755707105847623
2,0.7415,0.04188078318274387,0.8159150000000001,0.047607676901945103
3,0.7364999999999999,0.0388136573901507,0.813405,0.04005487298694128
4,0.7639999999999999,0.0538655734212493,0.8473700000000001,0.043170685655893895
5,0.7594999999999998,0.051995192085422685,0.8377749999999999,0.04560814620218625
6,0.7625,0.05493177586788905,0.8408450000000001,0.0557480726124231
7,0.756,0.05728437832428667,0.83834,0.052635070532868124
8,0.762,0.06429230124983862,0.84185,0.053276263476336266
9,0.7470000000000001,0.05982056502575011,0.825305,0.050543613345308026
10,0.7464999999999999,0.05651548460377916,0.8247300000000001,0.04479942354539847
11,0.742,0.05003498775856752,0.8196749999999999,0.03991714857050794
12,0.7535,0.0518555686498567,0.82264,0.04498795838888448
13,0.756,0.05695612346359257,0.832705,0.04869900512330818
14,0.76,0.0525119034124645,0.8380699999999999,0.04591768014610497
15,0.752,0.06275746967493191,0.8388549999999999,0.05599795844492909
16,0.7549999999999999,0.05759774301133681,0.834445,0.0505283841024033
17,0.7435,0.05678027826631358,0.8298099999999999,0.04384913511119688
18,0.743,0.05112240213448503,0.816025,0.04215602863173899
19,0.746,0.05311779362887729,0.8240299999999999,0.05491463238518492
20,0.7555000000000001,0.04963365793491349,0.8327549999999999,0.04214378779844069
21,0.752,0.04643274706497559,0.83504,0.04396281553767912
22,0.719,0.0432030091544559,0.8065049999999999,0.039024375075073246
23,0.7339999999999999,0.03849025850783541,0.8102500000000001,0.044919252553888296
24,0.735,0.05282045058497703,0.8139100000000001,0.04791601663327196
25,0.732,0.040786027019066216,0.8130149999999998,0.038151224095695775
26,0.743,0.03938273733503041,0.814715,0.04257796848136371
27,0.74,0.04590751572455214,0.82478,0.03934055922327493
28,0.7615000000000001,0.03397057550292603,0.83003,0.03257788130004771
29,0.7290000000000001,0.051151735063436524,0.81335,0.04215003855277004
30,0.7525000000000001,0.04488875137492687,0.824695,0.04692266882861626
31,0.742,0.04616275555033517,0.82148,0.045109653623143744
32,0.732,0.05040833264451427,0.8080299999999999,0.043557821915242705
