layer,balacc_mean,balacc_std,auc_mean,auc_std
0,0.9237878787878786,0.058335005879209936,0.9325681818181819,0.08486393392902551
1,0.9206818181818182,0.06647769360136128,0.916,0.09978887435202605
2,0.9115151515151515,0.07783426389094561,0.9058712121212121,0.09154278506133641
3,0.9234848484848485,0.06524306464238332,0.9212727272727272,0.08655606751517454
4,0.9356060606060606,0.06327413138462938,0.9326515151515151,0.08920745829381833
5,0.946060606060606,0.061639670958017576,0.9390000000000001,0.07966884585582998
6,0.9498484848484849,0.0671955604375473,0.9369166666666666,0.08055346740588577
7,0.948030303030303,0.06617518559283457,0.94525,0.0703303711856486
8,0.9498484848484849,0.0671955604375473,0.94725,0.06715115619092332
9,0.948030303030303,0.06617518559283457,0.9455833333333332,0.07161897638041036
10,0.947348484848485,0.07186435671985449,0.9359166666666667,0.08274979019778707
11,0.9483333333333335,0.07461009761866463,0.9384166666666667,0.07849469196491356
12,0.9471969696969698,0.06772727272727275,0.9309999999999998,0.08821281086100814
13,0.9533333333333334,0.0653197264742181,0.9429166666666667,0.07080391545984194
14,0.9515151515151515,0.06411078565628071,0.9506666666666668,0.06042304564025586
15,0.9428787878787878,0.058782411492098965,0.9763333333333332,0.03340346788383906
16,0.9412121212121212,0.056072582668262,0.982,0.0249129038407364
17,0.9462121212121211,0.04206558349729455,0.9885833333333334,0.014521535731457591
18,0.9453787878787878,0.05057316114402154,0.9844166666666666,0.021838421798899915
19,0.9488636363636364,0.05410066969061816,0.9797499999999999,0.027061657993059735
20,0.9353787878787878,0.0750273901622855,0.9639166666666666,0.045138367518356495
21,0.9445454545454546,0.053979917532227126,0.9794166666666667,0.028332843133014377
22,0.9498484848484848,0.06292605014586979,0.9686666666666668,0.03839795278107648
23,0.9480303030303029,0.06183526204917826,0.9702500000000001,0.03755329546125081
24,0.9440151515151516,0.06006596465714042,0.9535,0.0570243612658465
25,0.9440151515151516,0.07176062135223958,0.9461666666666668,0.06602104041726221
26,0.9396969696969697,0.06921539821356414,0.9530833333333334,0.05771433482631887
27,0.9381818181818182,0.07674298513061953,0.953,0.05739688822382079
28,0.931060606060606,0.07690644024374153,0.9485833333333332,0.06351705807628899
29,0.9390151515151516,0.07515365343976532,0.9475000000000001,0.06429478551519119
30,0.9340151515151515,0.08473423043352987,0.9448333333333334,0.06819172318625706
31,0.9398484848484848,0.07556999504166237,0.95,0.0620858500608454
32,0.9423484848484849,0.07082194852601219,0.9520833333333334,0.05893381410060307
