layer,balacc_mean,balacc_std,auc_mean,auc_std
0,0.5556201550387596,0.04137199752194219,0.5611782945736434,0.043638423441741556
1,0.5682558139534883,0.04841136474800747,0.5699922480620154,0.052819582531293416
2,0.532422480620155,0.045167579853424886,0.5600542635658915,0.06828938906312068
3,0.5530426356589146,0.045726891002818085,0.6328914728682171,0.07598820196932773
4,0.558953488372093,0.03736269255586833,0.6245968992248061,0.06875767805976248
5,0.5764147286821706,0.05449072056310441,0.6484186046511627,0.050164631314919904
6,0.5319379844961241,0.05204852721975955,0.6085891472868217,0.046041608331318234
7,0.597906976744186,0.03859682838457688,0.6323023255813953,0.03598089885796691
8,0.5575968992248062,0.024129393497372614,0.6299922480620155,0.06116237018552449
9,0.5217248062015504,0.0676815219550935,0.6134496124031008,0.06546366363514237
10,0.5500581395348838,0.028320817180584566,0.6282868217054264,0.05677552614435388
11,0.5362015503875969,0.0524924700074928,0.6236821705426356,0.05015302585131973
12,0.5633527131782945,0.039963683862763937,0.621968992248062,0.06370830331898777
13,0.563875968992248,0.05243379565229685,0.6447286821705427,0.062305933306232915
14,0.5673449612403101,0.03504034605724936,0.6363410852713178,0.05371549129597492
15,0.5782558139534884,0.020396363841460752,0.6384186046511628,0.040695159759889625
16,0.5997480620155038,0.03415219192392107,0.6394418604651163,0.043725229322968566
17,0.6172093023255815,0.026050548782731973,0.676108527131783,0.04040354102100005
18,0.6054069767441861,0.05871838457398112,0.6852093023255814,0.05177183072466277
19,0.6240503875968992,0.05953589307929893,0.678015503875969,0.058399884260002075
20,0.6498837209302326,0.059397957040987416,0.6854341085271318,0.06254736274042341
21,0.6458527131782945,0.04971628689011778,0.6593565891472868,0.05900413249072066
22,0.6278682170542635,0.0352977475728257,0.6726124031007752,0.03824083415082216
23,0.582906976744186,0.020678085698908014,0.6396356589147287,0.05475467463667036
24,0.5285658914728683,0.054532914020946,0.5992635658914729,0.05254044887610766
25,0.5220736434108526,0.05683155312996463,0.5749922480620155,0.06384031517933618
26,0.5379457364341086,0.055054643411725376,0.553813953488372,0.04786977432108984
27,0.5322480620155039,0.024807367341792286,0.5793333333333333,0.07473532972459493
28,0.5340891472868218,0.06512125073305516,0.5266744186046511,0.06684272048543594
29,0.5596124031007752,0.05571418597268241,0.5794961240310077,0.0441799669420163
30,0.5604844961240311,0.08350730893037438,0.599046511627907,0.06122628433242916
31,0.6477325581395348,0.03699325602764578,0.698906976744186,0.0546207645405596
32,0.617422480620155,0.03470737077975115,0.6706589147286822,0.03845981672543349
