layer,balacc_mean,balacc_std,auc_mean,auc_std
0,0.7019316912526522,0.041283200947432215,0.7747005478649356,0.039122526526007693
1,0.7196739769875432,0.036974446051211016,0.7806303170979942,0.0541903977737581
2,0.7078422662968606,0.03255062108868307,0.7793707978619331,0.0518584226316681
3,0.7169395186286117,0.05004538141052732,0.7970128073640297,0.049332157462789676
4,0.7169001617538664,0.04163169775116234,0.8023602874172149,0.0384569982309316
5,0.7222140042644524,0.024068810072289223,0.815496020212753,0.03947152126972012
6,0.7360778651617939,0.0339091544222056,0.8246724450390358,0.045319795959342886
7,0.7230214409162187,0.03328679399228924,0.80799319889369,0.04716955370424377
8,0.7216667632510402,0.01703489726996816,0.8049531636182223,0.04192143785621565
9,0.7303047187237031,0.04259397957665494,0.8121183884095633,0.04989361511411272
10,0.7378440273926152,0.028024765637001518,0.8088181734507167,0.04636126142529305
11,0.7484174881688797,0.02985018276863354,0.8218851935428424,0.04826043287792518
12,0.7439965026561778,0.023978358827628447,0.8201385256668503,0.04785307523905876
13,0.7461573759645073,0.020277231989669395,0.8205201200225325,0.04653066278583349
14,0.7465766934890881,0.02653048624171926,0.821446199714687,0.051812616490075895
15,0.7670156460750005,0.041472235206171396,0.8341015757033376,0.05727332570366463
16,0.7604076916347354,0.03719788860560466,0.8206899995231696,0.05446035043537908
17,0.7537916659946666,0.05005889392363981,0.8194228373164396,0.05273009747857068
18,0.7489194039147455,0.033252403437893215,0.8265392978308348,0.04158716658794111
19,0.7422585428632656,0.01675954079305581,0.8253705907264873,0.041904733145539975
20,0.7352433959555095,0.030011244199844977,0.8225454188506406,0.04200134319144254
21,0.745714161269532,0.04318354911047905,0.8253848844262942,0.05180131546869107
22,0.7524601509288343,0.04900091911399893,0.8250334540010407,0.04916735145468973
23,0.7328841406606609,0.039809235883342724,0.8215804628815025,0.05099986595998904
24,0.7390211013818644,0.05421212100544012,0.8258301986811268,0.047389853214831995
25,0.7364073884187536,0.0398304513732318,0.8159841501362923,0.03397995172443428
26,0.7150403502009539,0.0472479213757302,0.7886781175138737,0.05385920701786506
27,0.7224480802356856,0.04076402078522269,0.8076760638875744,0.04499157637827983
28,0.7205838892888256,0.04509430453686874,0.8031500204336968,0.041890617028828125
29,0.7163593850275204,0.04338426968787142,0.7891789715812638,0.05118049858800396
30,0.7265803213097619,0.04438999784905167,0.791002187292387,0.04319943081602285
31,0.7013708799127792,0.05192098829095045,0.7832177596071127,0.049120978686607704
32,0.7103688411605263,0.03973764778414931,0.7955425741063692,0.038579609352811815
