layer,balacc_mean,balacc_std,auc_mean,auc_std
0,0.9913043478260869,0.017391304347826077,0.9994565217391305,0.0010869565217391129
1,0.9913043478260869,0.017391304347826077,0.9989130434782609,0.0021739130434782704
2,0.9913043478260869,0.017391304347826077,0.9940217391304348,0.011956521739130423
3,0.9913043478260869,0.017391304347826077,0.9885869565217391,0.022826086956521767
4,0.9850543478260869,0.018708602693541843,0.9951086956521739,0.00978260869565215
5,0.9913043478260869,0.017391304347826077,0.9978260869565216,0.004347826086956542
6,0.9913043478260869,0.017391304347826077,0.9978260869565216,0.004347826086956542
7,0.9913043478260869,0.017391304347826077,0.9983695652173914,0.0032608695652173838
8,0.9913043478260869,0.017391304347826077,0.9983695652173914,0.0032608695652173838
9,0.9913043478260869,0.017391304347826077,0.9989130434782609,0.0021739130434782704
10,0.9913043478260869,0.017391304347826077,0.9983695652173914,0.0032608695652173838
11,0.9913043478260869,0.017391304347826077,0.9983695652173914,0.0032608695652173838
12,0.9913043478260869,0.017391304347826077,0.9989130434782609,0.0021739130434782704
13,0.9913043478260869,0.017391304347826077,1.0,0.0
14,0.9913043478260869,0.017391304347826077,0.9994565217391305,0.0010869565217391129
15,0.9913043478260869,0.017391304347826077,0.9989130434782609,0.0021739130434782704
16,0.9913043478260869,0.017391304347826077,0.9989130434782609,0.0021739130434782704
17,0.9913043478260869,0.017391304347826077,0.9994565217391305,0.0010869565217391129
18,0.9913043478260869,0.017391304347826077,0.9994565217391305,0.0010869565217391129
19,0.9913043478260869,0.017391304347826077,0.9972826086956521,0.005434782608695654
20,0.9913043478260869,0.017391304347826077,0.9923913043478262,0.01521739130434785
21,0.9869565217391305,0.017391304347826077,0.9967391304347826,0.006521739130434767
22,0.9913043478260869,0.017391304347826077,0.9983695652173914,0.0032608695652173838
23,0.9744565217391304,0.02452285689712712,0.9891304347826086,0.021739130434782615
24,0.9850543478260869,0.018708602693541843,0.9836956521739131,0.032608695652173926
25,0.9913043478260869,0.017391304347826077,0.9858695652173914,0.02826086956521743
26,0.9913043478260869,0.017391304347826077,0.9831521739130433,0.03369565217391304
27,0.9913043478260869,0.017391304347826077,0.9918478260869567,0.01630434782608696
28,0.9913043478260869,0.017391304347826077,0.9972826086956521,0.005434782608695654
29,0.9913043478260869,0.017391304347826077,0.9923913043478262,0.01521739130434785
30,0.9913043478260869,0.017391304347826077,0.9945652173913043,0.010869565217391308
31,0.9786231884057971,0.019048462939268002,0.986413043478261,0.02583666157392332
32,0.9913043478260869,0.017391304347826077,0.9869565217391305,0.026086956521739157
