layer,balacc_mean,balacc_std,auc_mean,auc_std
0,0.9833333333333334,0.033333333333333305,1.0,0.0
1,0.9833333333333334,0.033333333333333305,1.0,0.0
2,0.9833333333333334,0.033333333333333305,1.0,0.0
3,0.9833333333333334,0.033333333333333305,0.9854166666666666,0.029166666666666695
4,0.9833333333333334,0.033333333333333305,0.9958333333333332,0.008333333333333349
5,0.9833333333333334,0.033333333333333305,0.9958333333333332,0.008333333333333349
6,0.9833333333333334,0.033333333333333305,0.9895833333333334,0.020833333333333304
7,0.9833333333333334,0.033333333333333305,0.9958333333333332,0.008333333333333349
8,0.9833333333333334,0.033333333333333305,1.0,0.0
9,0.9833333333333334,0.033333333333333305,1.0,0.0
10,0.9833333333333334,0.033333333333333305,1.0,0.0
11,0.9833333333333334,0.033333333333333305,1.0,0.0
12,0.9833333333333334,0.033333333333333305,1.0,0.0
13,0.9833333333333334,0.033333333333333305,1.0,0.0
14,0.9833333333333334,0.033333333333333305,0.9958333333333332,0.008333333333333349
15,0.9833333333333334,0.033333333333333305,1.0,0.0
16,0.9833333333333334,0.033333333333333305,1.0,0.0
17,0.9916666666666666,0.016666666666666698,1.0,0.0
18,0.9833333333333334,0.033333333333333305,1.0,0.0
19,0.9833333333333334,0.033333333333333305,1.0,0.0
20,0.9916666666666666,0.016666666666666698,1.0,0.0
21,0.9916666666666666,0.016666666666666698,1.0,0.0
22,0.9916666666666666,0.016666666666666698,1.0,0.0
23,0.9833333333333334,0.033333333333333305,1.0,0.0
24,0.9833333333333334,0.033333333333333305,0.9958333333333332,0.008333333333333349
25,0.9833333333333334,0.033333333333333305,0.99375,0.012499999999999999
26,0.9833333333333334,0.033333333333333305,1.0,0.0
27,0.9833333333333334,0.033333333333333305,1.0,0.0
28,0.9833333333333334,0.033333333333333305,1.0,0.0
29,0.9833333333333334,0.033333333333333305,1.0,0.0
30,0.9833333333333334,0.033333333333333305,1.0,0.0
31,0.9833333333333334,0.033333333333333305,1.0,0.0
32,0.9833333333333334,0.033333333333333305,0.9979166666666668,0.004166666666666652
