layer,balacc_mean,balacc_std,auc_mean,auc_std
0,0.7040676682826925,0.06883145207820042,0.7583669716827469,0.07980235168639768
1,0.7316422854765676,0.0851208476430477,0.8176185046416743,0.06845175238694863
2,0.7436327109233748,0.0755832730710191,0.8265721464215428,0.06230174890509282
3,0.7432503304052865,0.06818386970741745,0.8270457156498503,0.05854899597465751
4,0.7432647370357925,0.06997762289325273,0.8252216696203138,0.06132881629442786
5,0.7532727179634875,0.06257103501254545,0.841221760501768,0.054476579974703176
6,0.7684679114865839,0.06060326939963771,0.8543641220499527,0.05517327423660332
7,0.7776455879294069,0.06842928580585012,0.8491225768348294,0.053798500722278896
8,0.7840472583561336,0.056795216929004,0.8638490897326356,0.0457293927037705
9,0.7740520648330373,0.05495811427189852,0.863865096183939,0.04859062574059178
10,0.7716552776844429,0.05223904244312789,0.8555194770348326,0.049976794879206025
11,0.7752457287316596,0.07303096558943147,0.8640027677626841,0.0524042551921233
12,0.779244122305957,0.052262264969061355,0.8616443320757133,0.036822314379205766
13,0.8000633610137763,0.05607152627200609,0.8783707946431143,0.04709625081265977
14,0.8064729867677883,0.05168457086916764,0.8891836082113315,0.042598542419293416
15,0.7992713931422902,0.04839134715831473,0.8859836072385159,0.03596400675087982
16,0.7956504712075393,0.05005464961794565,0.8813915209651354,0.04027380321486459
17,0.8060569865117841,0.05547108197878638,0.893228473185171,0.0384159790302682
18,0.8168618953903263,0.04646821334880241,0.8959740676554825,0.03540221986755283
19,0.8028602121633946,0.04217302577634312,0.8868571994559913,0.03536234082248808
20,0.799258528936463,0.03426801380463559,0.8800091035056562,0.03561561412494624
21,0.7976425542808685,0.03385677608532707,0.8737851252148034,0.03636223946272206
22,0.7840457287316597,0.040503791294735775,0.8611227430838895,0.040972390971486444
23,0.7996362309796957,0.04008825761524095,0.87635481312661,0.035293523228540596
24,0.7816537608601737,0.04473287337713443,0.8659515768764299,0.03512092927531032
25,0.7948298180770893,0.03304462309132645,0.8793692357061713,0.026491103490968625
26,0.7876457927326838,0.03143723751097889,0.8684508150722412,0.029850993356397078
27,0.7884569609113746,0.032403309573646774,0.8641787538360614,0.03267940649693714
28,0.7932425414806638,0.028751266154369095,0.8636154877358038,0.02996345779569587
29,0.7756313093009488,0.038381895697649514,0.8593659148210371,0.03449667039064028
30,0.7800361029776476,0.04032058563079874,0.8584923087793405,0.04019481201445289
31,0.7664536968591498,0.030418942913579446,0.8485146887086193,0.03449027218860222
32,0.7664520520328326,0.02102877067329954,0.8374458293668698,0.034247434455778644
