layer,balacc_mean,balacc_std,auc_mean,auc_std
0,0.7801144518636001,0.051045605111951366,0.8599156165054817,0.03108234140443695
1,0.8360149966066167,0.03456547751277194,0.9127010124538479,0.0400899536499247
2,0.8304084990360636,0.02471705258113207,0.9033780311203298,0.039479663489221314
3,0.8439574554525345,0.03969769485670735,0.9183883821134338,0.036621800689529284
4,0.8430170854515321,0.05092804251454513,0.9149483824435475,0.04488862237543251
5,0.8531028378105242,0.03690235615785171,0.9138478510319044,0.03998904828346294
6,0.8449166390974892,0.03147279191735445,0.907252924014843,0.03814225700910547
7,0.8355675877951544,0.043692708778101094,0.9064724281349946,0.03880655670303291
8,0.850664191899795,0.03773487756621074,0.9093204629250018,0.037461613144724785
9,0.8581832145648669,0.04079277836488353,0.9125406910882553,0.03876888725002014
10,0.8456265052353974,0.027283443017098903,0.9136431171409936,0.03161699259849978
11,0.849211216338135,0.046811356172794895,0.9174985965697943,0.034839705275433196
12,0.8610066564639176,0.036801330028589006,0.930595002872273,0.03097074807163552
13,0.8602411128049468,0.02646634943432765,0.9256631311165158,0.03149063117559612
14,0.8589413436645567,0.015252885606105106,0.9237231199111072,0.02930280051078024
15,0.8580512986233643,0.01679740379907877,0.9255683212229411,0.030798974275726396
16,0.8676195511569821,0.03375459467194795,0.9317946119120991,0.029555091089688398
17,0.846770017189716,0.029065717341075655,0.9220865221762198,0.033628427221042596
18,0.8405531052855533,0.020430335001658247,0.9199704488345333,0.039654736397764935
19,0.8322226923333563,0.02886538016672149,0.9137615357404274,0.03803720994612374
20,0.8221610908155309,0.038058014680116097,0.902264410010494,0.0358175607321772
21,0.8116038295921868,0.03402217341684213,0.8873836168600299,0.037724953753982826
22,0.8111308075662329,0.028306099833658747,0.876382061342821,0.032215458333268554
23,0.7792695575962788,0.023681018308840736,0.8634983731072804,0.05045767765871415
24,0.8356185866311547,0.032223268599560415,0.9179191523449987,0.029150598659517708
25,0.8285420051247192,0.028129438825582644,0.9056517648257169,0.03422869971026245
26,0.8279812201282342,0.03723497091352197,0.9096492780349521,0.046726957363975447
27,0.8356079155881094,0.015346322174662853,0.9122868831148441,0.0440535025249377
28,0.8216103169682206,0.024331868480187886,0.9016889453721632,0.04852015383188881
29,0.8023381364627934,0.015622922270156459,0.8877848683544041,0.043237543941987276
30,0.8010002111596698,0.01774094348115992,0.8721622031208416,0.04202214531443828
31,0.8028707446281391,0.042536593010846724,0.8698624949298001,0.04979834256059114
32,0.7977790062754893,0.0374862416754477,0.8597702118664717,0.050934006755840915
