id,speaker,arm,p_yes,answer_mass,wav_sha256_1mb,n_samples_scored,prompt
c000007,300,conflict,0.3076385852,0.9953419864,11ad2829acb6cb35d23be1ff2f6650fbfacabe4b6eb93457dfd177202343bbc9,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000013,301,conflict,0.1920154166,0.9968790412,95cf3a662e8f12cb685a71339b11688f81427105808f56b5d38a683ac5d30613,276800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000020,301,conflict,0.1733706623,0.9961220175,69408d86e9db5d29c1ca4e5ba782ac786e600a68cfb4b140c3021b3c3c717b60,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000024,301,conflict,0.2228103608,0.9943224937,6f35b92d604243b997acd43ef732472661b50c07cbaa35b2f2dd0528beb2a524,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000039,302,conflict,0.3778538688,0.9949031770,30037f8c393c33ab681025de33945366185a306d7caf07ac50024d063a021938,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000061,303,conflict,0.3777823851,0.9958510399,fb0dcc800ae9fe209c3e9ecc3f52a7071e84f8f822fd06076ca65d0f3df7c990,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000067,303,conflict,0.4845666717,0.9974982142,7e8a1813878ab8bd23a0cfbed9672a95445a62383f411416f1120d6e83b2a99c,182400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000146,306,conflict,0.7551001721,0.9965998530,f71111a34b034d9425fca82c4668d6b7131b5c058c768537e0ea918617901b97,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000158,307,conflict,0.5469178775,0.9969302416,123ade59811d8e661da573c44ed0e46134e8e4061ad9bd11a5deae2bf6e9b062,240000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000163,307,conflict,0.2944421275,0.9949544370,ccc68e8013fcfc7a86b888cf49800a0323d35a89babc3415206480ebf4d5e6c9,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000172,307,conflict,0.4074528897,0.9970014095,9d2905b8ca9dc87b6effd934f873e4e43b82c1996dbaf84dced6fd33283a30a8,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000176,307,conflict,0.5314355118,0.9967579246,07c1e983c59c89212742b1c01c362380c02d6e6daedecfb95f0d7f7b6454417e,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000187,308,conflict,0.2122097077,0.9978075922,8d84f8fbee2e22af530253685c1eaa7da6be142bbbd280da4d5fca502d05d687,332800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000207,309,conflict,0.3777259883,0.9956584871,de8fef3e5b362a2b19d86ab9d1db14e3a93a9a7a04445b71a7bf5e0d6953fe46,297600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000216,310,conflict,0.1331478176,0.9960521311,52f737d74522d360d114fac1c4b52bc00d38abb63c3a2ff24683af1b7e7fffc6,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000221,310,conflict,0.2453168375,0.9953681231,ef1ac6c4b70172fc2de77e36fee2b826eb8d9f1f440bd6911294b69d843a1e09,462400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000228,310,conflict,0.3075569812,0.9949780703,d9af4f6a098c514a3c3f6571d1c40c483b8b24867f4b17f454867ede27d87099,230400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000235,310,conflict,0.4076157898,0.9957514107,b0ce4372d563e9eb352f25cc5acd90684094503994c5d7eb8d3eb858b5797ed6,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000248,311,conflict,0.4691473953,0.9971667230,2f33bb121f6debb560b9cf682c41b88df55e5b052958400138f5843a367d53fa,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c000254,312,conflict,0.4226730420,0.9970456064,3aae903c86e21601ccdda09be9b9950c54e32d0208e8e1a7e8c7a39d26abe6f6,284800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
