layer,auc_mean,auc_std,auc_oof
0,0.5,0.0,0.5
1,0.5533255813953488,0.0845178707524856,0.5506017108887923
2,0.5697519379844961,0.11246082880070907,0.568870523415978
3,0.5053178294573644,0.09641729894123818,0.4963752356096854
4,0.4934806201550387,0.0936476858719238,0.48789328693634915
5,0.49029457364341084,0.09465103454397089,0.48760330578512395
6,0.5227286821705427,0.09065589907853827,0.5177613455125417
7,0.47708527131782946,0.09276024316795084,0.4754965927214731
8,0.4952170542635659,0.07633566627912057,0.4981151225170364
9,0.5069224806201551,0.09012399766894487,0.5105118167319124
10,0.5170077519379845,0.08008511486824585,0.5221110627809192
11,0.4851395348837209,0.08750883822232594,0.4907206031607945
12,0.4914186046511628,0.08401959217634299,0.4978976366536175
13,0.49946511627906975,0.09036552312006993,0.5031897926634769
14,0.4942558139534884,0.09640491718999583,0.5020298680585762
15,0.5262635658914729,0.12873268271710686,0.530955487893287
16,0.5312790697674419,0.1283075849979522,0.5347252428592142
17,0.5325503875968993,0.10268887353219365,0.5276207046541975
18,0.594,0.08955658450396119,0.5904016238944468
19,0.5963410852713178,0.08278067180823394,0.5975786573872698
20,0.6565193798449612,0.09463186795824771,0.6584746991445556
21,0.6360077519379845,0.0871191954824028,0.6407858489198203
22,0.6231705426356589,0.08255817738471309,0.6331738437001595
23,0.6281860465116279,0.06523392565365453,0.6405683630564013
24,0.6286821705426356,0.07110792754351429,0.6359286646367986
25,0.6284961240310077,0.08710124364802922,0.6371610845295056
26,0.640937984496124,0.0835522072470693,0.6518051326663767
27,0.6501860465116279,0.0683354434283994,0.6599971001884878
28,0.6771007751937985,0.0611272550800621,0.683340582862114
