perm_seed,auc_probe,auc_wo_trainz,auc_wo_foldz
0,0.6127612761276128,0.6288228822882288,0.609020902090209
1,0.5493949394939494,0.5557755775577558,0.5634763476347635
2,0.5784378437843785,0.5984598459845984,0.6162816281628163
3,0.5557755775577558,0.5632563256325632,0.555995599559956
4,0.5542354235423542,0.5826182618261826,0.5691969196919692
5,0.5821782178217821,0.5883388338833884,0.5922992299229923
6,0.5859185918591859,0.5975797579757975,0.5914191419141914
7,0.6233223322332233,0.6325632563256326,0.6363036303630363
8,0.6103410341034103,0.6136413641364137,0.5898789878987899
9,0.5408140814081408,0.5562156215621562,0.5491749174917492
10,0.5667766776677667,0.5694169416941695,0.5394939493949394
11,0.6008800880088009,0.6116611661166117,0.594059405940594
12,0.5874587458745875,0.6092409240924093,0.5856985698569857
13,0.5865786578657866,0.6008800880088009,0.5911991199119911
14,0.5256325632563257,0.555995599559956,0.5573157315731573
15,0.5590759075907591,0.5661166116611661,0.5733773377337734
16,0.5584158415841585,0.5711771177117712,0.5381738173817382
17,0.5982398239823983,0.6015401540154015,0.6055005500550055
18,0.5933993399339934,0.6026402640264027,0.6037403740374038
19,0.5460946094609461,0.5614961496149615,0.5691969196919692
20,0.5691969196919692,0.5848184818481849,0.5817381738173817
21,0.5804180418041804,0.5903190319031903,0.5914191419141914
22,0.5672167216721672,0.5735973597359736,0.5636963696369637
23,0.557975797579758,0.5652365236523652,0.594059405940594
24,0.5931793179317931,0.6002200220022003,0.6121012101210122
25,0.5595159515951595,0.5753575357535754,0.6068206820682068
26,0.5111111111111111,0.5183718371837184,0.5095709570957095
27,0.5106710671067106,0.5185918591859185,0.5045104510451045
28,0.6228822882288229,0.6244224422442244,0.6242024202420242
29,0.5705170517051705,0.5757975797579759,0.5823982398239824
30,0.5392739273927393,0.5405940594059406,0.5282728272827283
31,0.5722772277227722,0.5797579757975797,0.572937293729373
32,0.5782178217821782,0.5953795379537954,0.5694169416941695
33,0.6039603960396039,0.6235423542354236,0.6068206820682068
34,0.5236523652365237,0.5452145214521452,0.5293729372937294
35,0.5865786578657866,0.5975797579757975,0.5720572057205721
36,0.6057205720572058,0.6081408140814082,0.6079207920792079
37,0.544994499449945,0.5661166116611661,0.5207920792079208
38,0.6292629262926293,0.6316831683168317,0.6253025302530253
39,0.6268426842684268,0.6270627062706271,0.6206820682068207
40,0.6242024202420242,0.644004400440044,0.6314631463146315
41,0.47854785478547857,0.49636963696369635,0.4473047304730473
42,0.554015401540154,0.563036303630363,0.5386138613861386
43,0.5896589658965896,0.603080308030803,0.6158415841584158
44,0.5342134213421342,0.5423542354235423,0.5287128712871287
45,0.5430143014301431,0.5463146314631463,0.5357535753575358
46,0.5795379537953795,0.5938393839383939,0.5942794279427943
47,0.5848184818481849,0.5914191419141914,0.6002200220022003
48,0.6156215621562157,0.6235423542354236,0.5955995599559956
49,0.5993399339933994,0.6191419141914192,0.6356435643564357
50,0.6158415841584158,0.6259625962596259,0.6387238723872387
51,0.5817381738173817,0.5856985698569857,0.5735973597359736
52,0.6492849284928492,0.6525852585258526,0.6477447744774477
53,0.5502750275027503,0.5731573157315731,0.576017601760176
54,0.6235423542354236,0.6426842684268427,0.6268426842684268
55,0.5828382838283829,0.583058305830583,0.5955995599559956
56,0.6378437843784378,0.6435643564356436,0.6385038503850385
57,0.5720572057205721,0.5848184818481849,0.5713971397139714
58,0.5223322332233223,0.5269526952695269,0.5412541254125413
59,0.5515951595159516,0.5597359735973597,0.5586358635863586
60,0.592079207920792,0.5955995599559956,0.5969196919691969
61,0.6158415841584158,0.6184818481848184,0.6237623762376238
62,0.5227722772277228,0.528052805280528,0.524092409240924
63,0.5584158415841585,0.5746974697469747,0.5564356435643565
64,0.5755775577557756,0.5922992299229923,0.5590759075907591
65,0.6323432343234323,0.6411441144114411,0.6393839383938393
66,0.6151815181518152,0.6308030803080308,0.6312431243124312
67,0.5762376237623762,0.5907590759075908,0.598019801980198
68,0.5445544554455446,0.5531353135313531,0.5368536853685368
69,0.6283828382838283,0.6464246424642465,0.656985698569857
70,0.5674367436743675,0.5795379537953795,0.576017601760176
71,0.5911991199119911,0.6143014301430143,0.5757975797579759
72,0.5775577557755776,0.5986798679867987,0.5691969196919692
73,0.6217821782178218,0.6286028602860286,0.6105610561056105
74,0.5766776677667766,0.5854785478547855,0.5881188118811881
75,0.5771177117711771,0.5837183718371837,0.5848184818481849
76,0.5922992299229923,0.609020902090209,0.5722772277227722
77,0.6160616061606161,0.6228822882288229,0.601100110011001
78,0.5377337733773377,0.5661166116611661,0.5581958195819582
79,0.5724972497249725,0.5933993399339934,0.5647964796479648
80,0.5720572057205721,0.5900990099009901,0.5933993399339934
81,0.55995599559956,0.5718371837183719,0.5782178217821782
82,0.5146314631463146,0.5271727172717272,0.5278327832783278
83,0.609020902090209,0.6165016501650165,0.6125412541254125
84,0.5958195819581958,0.607040704070407,0.6215621562156216
85,0.5654565456545655,0.574037403740374,0.5555555555555556
86,0.587018701870187,0.5905390539053905,0.5652365236523652
87,0.5795379537953795,0.6193619361936193,0.5773377337733774
88,0.5498349834983498,0.5502750275027503,0.5529152915291529
89,0.6176017601760176,0.6343234323432343,0.6244224422442244
90,0.5610561056105611,0.5634763476347635,0.5524752475247525
91,0.5810781078107811,0.5907590759075908,0.5755775577557756
92,0.48822882288228825,0.5003300330033004,0.48536853685368536
93,0.6123212321232123,0.6134213421342134,0.6105610561056105
94,0.5414741474147414,0.561936193619362,0.5577557755775577
95,0.6217821782178218,0.6374037403740374,0.6365236523652366
96,0.6160616061606161,0.6316831683168317,0.642904290429043
97,0.513971397139714,0.5399339933993399,0.524092409240924
98,0.5174917491749175,0.5194719471947195,0.524972497249725
99,0.5350935093509351,0.5412541254125413,0.5518151815181518
100,0.6169416941694169,0.6228822882288229,0.6279427942794279
101,0.6189218921892189,0.6231023102310231,0.6222222222222222
102,0.5416941694169417,0.563916391639164,0.5504950495049505
103,0.5658965896589659,0.5826182618261826,0.5722772277227722
104,0.5900990099009901,0.5942794279427943,0.5801980198019802
105,0.5502750275027503,0.565016501650165,0.5628162816281628
106,0.5810781078107811,0.5903190319031903,0.57997799779978
107,0.5665566556655666,0.5852585258525853,0.576017601760176
108,0.6253025302530253,0.6418041804180418,0.634983498349835
109,0.5762376237623762,0.5865786578657866,0.5694169416941695
110,0.6237623762376238,0.647964796479648,0.561936193619362
111,0.5878987898789879,0.5947194719471948,0.5931793179317931
112,0.5801980198019802,0.5826182618261826,0.5872387238723873
113,0.5645764576457646,0.5727172717271727,0.5548954895489548
114,0.5753575357535754,0.5982398239823983,0.6006600660066007
115,0.5672167216721672,0.5713971397139714,0.5674367436743675
116,0.642904290429043,0.6508250825082508,0.6591859185918592
117,0.5867986798679868,0.5916391639163916,0.5742574257425742
118,0.5997799779977998,0.6077007700770077,0.6063806380638064
119,0.5463146314631463,0.5500550055005501,0.5326732673267327
120,0.5896589658965896,0.5947194719471948,0.5931793179317931
121,0.5491749174917492,0.5524752475247525,0.5452145214521452
122,0.585038503850385,0.6015401540154015,0.5892189218921893
123,0.5735973597359736,0.5777777777777777,0.5949394939493949
124,0.5733773377337734,0.5771177117711771,0.5628162816281628
125,0.6140814081408141,0.6231023102310231,0.6123212321232123
126,0.49592959295929595,0.5097909790979098,0.4998899889988999
127,0.6055005500550055,0.6134213421342134,0.5922992299229923
128,0.5962596259625963,0.6008800880088009,0.6160616061606161
129,0.5687568756875687,0.577997799779978,0.5564356435643565
130,0.5084708470847085,0.528052805280528,0.5735973597359736
131,0.6138613861386139,0.6206820682068207,0.6292629262926293
132,0.5911991199119911,0.6046204620462046,0.5905390539053905
133,0.5773377337733774,0.590979097909791,0.5718371837183719
134,0.5397139713971397,0.5458745874587458,0.5716171617161716
135,0.5278327832783278,0.5394939493949394,0.5665566556655666
136,0.5973597359735974,0.6107810781078108,0.6211221122112212
137,0.6193619361936193,0.6281628162816282,0.6151815181518152
138,0.6127612761276128,0.6266226622662266,0.6301430143014302
139,0.55995599559956,0.5623762376237624,0.5848184818481849
140,0.5441144114411441,0.5509350935093509,0.565016501650165
141,0.5390539053905391,0.5465346534653466,0.5408140814081408
142,0.6041804180418042,0.6105610561056105,0.6191419141914192
143,0.598019801980198,0.6154015401540154,0.5905390539053905
144,0.5854785478547855,0.5854785478547855,0.5837183718371837
145,0.5942794279427943,0.6037403740374038,0.5861386138613861
146,0.5738173817381739,0.5753575357535754,0.5548954895489548
147,0.5806380638063806,0.5843784378437844,0.5815181518151815
148,0.557975797579758,0.5645764576457646,0.5608360836083608
149,0.5804180418041804,0.5966996699669967,0.5986798679867987
150,0.5634763476347635,0.5801980198019802,0.5753575357535754
151,0.6286028602860286,0.6481848184818482,0.6072607260726073
152,0.55995599559956,0.5647964796479648,0.5634763476347635
153,0.6107810781078108,0.6290429042904291,0.6319031903190319
154,0.5482948294829483,0.5535753575357536,0.5562156215621562
155,0.5641364136413641,0.5731573157315731,0.5962596259625963
156,0.577997799779978,0.5863586358635864,0.574917491749175
157,0.5364136413641364,0.5460946094609461,0.5661166116611661
158,0.634983498349835,0.6466446644664466,0.6343234323432343
159,0.6079207920792079,0.6134213421342134,0.6156215621562157
160,0.5768976897689769,0.5876787678767876,0.585038503850385
161,0.6426842684268427,0.6514851485148515,0.6512651265126512
162,0.5815181518151815,0.5964796479647965,0.5872387238723873
163,0.5845984598459846,0.6039603960396039,0.5676567656765676
164,0.5951595159515951,0.609020902090209,0.6178217821782178
165,0.5456545654565457,0.5520352035203521,0.5388338833883388
166,0.5201320132013202,0.5289328932893289,0.577997799779978
167,0.5064906490649065,0.5161716171617162,0.5355335533553355
168,0.6572057205720572,0.6600660066006601,0.6561056105610561
169,0.5973597359735974,0.6268426842684268,0.583938393839384
170,0.6066006600660065,0.6178217821782178,0.6215621562156216
171,0.563036303630363,0.5674367436743675,0.5700770077007701
172,0.6037403740374038,0.611001100110011,0.6149614961496149
173,0.6,0.6103410341034103,0.6176017601760176
174,0.5309130913091309,0.5456545654565457,0.5467546754675467
175,0.6222222222222222,0.6400440044004401,0.6083608360836084
176,0.5568756875687568,0.5573157315731573,0.5306930693069307
177,0.5947194719471948,0.6048404840484048,0.6094609460946094
178,0.5584158415841585,0.5784378437843785,0.5707370737073707
179,0.583938393839384,0.5958195819581958,0.5810781078107811
180,0.5388338833883388,0.554015401540154,0.524092409240924
181,0.5661166116611661,0.585038503850385,0.5634763476347635
182,0.6378437843784378,0.651925192519252,0.6398239823982398
183,0.5645764576457646,0.5878987898789879,0.5652365236523652
184,0.5716171617161716,0.5949394939493949,0.605060506050605
185,0.5944994499449945,0.5964796479647965,0.6033003300330033
186,0.6176017601760176,0.6233223322332233,0.6052805280528053
187,0.5533553355335533,0.5577557755775577,0.5691969196919692
188,0.5724972497249725,0.5790979097909791,0.5694169416941695
189,0.5865786578657866,0.5962596259625963,0.5911991199119911
190,0.5812981298129813,0.5894389438943894,0.5964796479647965
191,0.5546754675467547,0.5665566556655666,0.5482948294829483
192,0.585038503850385,0.587018701870187,0.5953795379537954
193,0.5507150715071507,0.5595159515951595,0.5623762376237624
194,0.6385038503850385,0.640924092409241,0.6336633663366337
195,0.6026402640264027,0.607040704070407,0.5872387238723873
196,0.5016501650165016,0.5201320132013202,0.5038503850385039
197,0.62002200220022,0.6294829482948295,0.6264026402640264
198,0.6024202420242024,0.6083608360836084,0.6094609460946094
199,0.5969196919691969,0.6391639163916392,0.6354235423542354
