pid,speaker,fold,seed,p_yes,p_yes_set,answer_mass,p_yes_tok,p_no_tok,top1_id,top1_p,audio_tok,dur_s,seq_len
302,302,2,1,0.14414885640144348,0.3210007106525018,0.986222118139267,8.950806659413502e-06,5.3143379773246124e-05,2753,0.6669654846191406,22500,900.0,22548
307,307,2,1,0.03760863468050957,0.08507833976749346,0.9918536394834518,2.6383181648270693e-06,6.751361070200801e-05,2753,0.9019633531570435,22500,900.0,22548
312,312,2,1,0.01428193412721157,0.025973182183715686,0.9986382909119129,3.87779380162101e-07,2.6763964342535473e-05,2753,0.9719467759132385,8510,340.3999,8558
317,317,2,1,0.3073580265045166,0.5000591384342075,0.9965446889400482,1.3220700566307642e-05,2.9793305657221936e-05,2753,0.49535685777664185,5850,233.9999,5898
322,322,2,1,0.1755380630493164,0.2943359030586128,0.9956083595752716,7.66802804719191e-06,3.601496428018436e-05,2753,0.7000691890716553,13427,537.0999,13475
327,327,2,1,0.2628418505191803,0.46881270669074865,0.9948790669441223,9.369701729156077e-06,2.627797584864311e-05,2753,0.52701336145401,22500,900.0,22548
332,332,2,1,0.8558511734008789,0.9242071049117534,0.9962901696562767,2.5983219529734924e-05,4.376288416096941e-06,9454,0.9145623445510864,22500,900.0,22548
337,337,2,1,0.39606815576553345,0.5923613085826921,0.9924008548259735,1.852721834438853e-05,2.8250635295989923e-05,9454,0.5845606923103333,22500,900.0,22548
343,343,2,1,0.18476751446723938,0.37755899309220153,0.9955810606479645,7.434112376358826e-06,3.2800842745928094e-05,2753,0.6179755926132202,6817,272.6999,6865
348,348,2,1,0.8633915781974792,0.9149657749317773,0.9981635585427284,1.6695368685759604e-05,2.641590981511399e-06,9454,0.9101651310920715,8202,328.0999,8250
353,353,2,1,0.7279754281044006,0.8352746836871218,0.9976705610752106,1.4742297935299575e-05,5.508793947228696e-06,9454,0.8292033076286316,10380,415.1999,10428
358,358,2,1,0.3380771279335022,0.5622245502882661,0.993610143661499,1.4369502423505764e-05,2.8134119929745793e-05,9454,0.5554912090301514,6450,258.0,6498
363,363,2,1,0.004829722456634045,0.008583072607325564,0.9988274704664946,9.971503800443315e-08,2.054640935966745e-05,2753,0.9884923696517944,20112,804.5001,20160
368,368,2,1,0.2538610100746155,0.46879885485069456,0.9940237998962402,1.2218618394399527e-05,3.591251152101904e-05,2753,0.5269367694854736,22500,900.0,22548
373,373,2,1,0.04958902671933174,0.10086925015643344,0.9954805299639702,3.0693111057189526e-06,5.88256552873645e-05,2753,0.8905353546142578,22500,900.0,22548
378,378,2,1,0.012821214273571968,0.021636104663426577,0.9984546694904566,2.985097466989828e-07,2.298397885169834e-05,2753,0.9758335947990417,10802,432.0999,10850
383,383,2,1,0.031618766486644745,0.06384886773158145,0.9947141408920288,2.1282517081999686e-06,6.518150621559471e-05,2753,0.9269693493843079,22500,900.0,22548
388,388,2,1,0.6992543935775757,0.8175587695319749,0.9980193674564362,1.5382292986032553e-05,6.615841812163126e-06,9454,0.8127810955047607,4257,170.3,4305
393,393,2,1,0.011869121342897415,0.015915300351785202,0.9986866563558578,3.050417944905348e-07,2.539541310397908e-05,2753,0.9817270040512085,5647,225.9,5695
400,400,2,1,0.028870906680822372,0.053474206296006424,0.9974301941692829,1.1546762834768742e-06,3.8839778426336125e-05,2753,0.939586341381073,11972,478.9001,12020
405,405,2,1,0.4073334336280823,0.6513284868981227,0.9950843453407288,1.341958068223903e-05,1.952537422766909e-05,9454,0.6456190347671509,22500,900.0,22548
410,410,2,1,0.01243165135383606,0.019142405564008837,0.9987125881016254,3.4990108588317526e-07,2.7796089852927253e-05,2753,0.9783720374107361,15242,609.7,15290
415,415,2,1,0.013222822919487953,0.021630807152370177,0.9984937366098166,3.83299237682877e-07,2.8604405088117346e-05,2753,0.9758466482162476,9910,396.4,9958
420,420,2,1,0.05184547230601311,0.11287689637343129,0.9958906769752502,2.7204607704334194e-06,4.975203046342358e-05,2753,0.8805493712425232,10097,403.8999,10145
425,425,2,1,0.6926419734954834,0.8267992520987417,0.9934329837560654,2.0513527488219552e-05,9.102822332351934e-06,9454,0.8181774616241455,22500,900.0,22548
430,430,2,1,0.18713268637657166,0.3628363687821468,0.9940493106842041,1.2336483450781088e-05,5.358723865356296e-05,2753,0.6317891478538513,22500,900.0,22548
435,435,2,1,0.8031737804412842,0.9196425757384993,0.9980665594339371,1.2675117432081606e-05,3.106171106992406e-06,9454,0.9154223203659058,12510,500.4001,12558
440,440,2,1,0.01798621006309986,0.031171389972293757,0.998484281823039,5.351752179194591e-07,2.9219578209449537e-05,2753,0.9661641120910645,18115,724.6001,18163
445,445,2,1,0.24508501589298248,0.46849872021960276,0.9960690438747406,8.022328984225169e-06,2.4710516299819574e-05,2753,0.5275394320487976,9015,360.6001,9063
450,450,2,1,0.9273632764816284,0.9578878166764092,0.9980467669665813,1.535792944196146e-05,1.2029260005874676e-06,9454,0.9487322568893433,19685,787.4,19733
455,455,2,1,0.0037072531413286924,0.006292050220434704,0.998886258341372,1.0156903584856991e-07,2.7295816835248843e-05,2753,0.9912612438201904,22500,900.0,22548
461,461,2,1,0.4148988127708435,0.6515638206110193,0.9880850911140442,1.709720163489692e-05,2.4110917365760542e-05,9454,0.640602707862854,22500,900.0,22548
466,466,2,1,0.11436852067708969,0.24533317364103818,0.9908459484577179,6.533027317345841e-06,5.058956230641343e-05,2753,0.7422900795936584,22500,900.0,22548
471,471,2,1,0.04146227240562439,0.10674456709289469,0.9953678920865059,2.783313675536192e-06,6.434551323764026e-05,2753,0.8869262337684631,22500,900.0,22548
476,476,2,1,0.007345826365053654,0.01692388689853912,0.9967700000852346,2.0581188664436922e-07,2.781171497190371e-05,2753,0.9789220094680786,19640,785.6,19688
481,481,2,1,0.11436852067708969,0.2569722767235436,0.9959840476512909,6.286184543569107e-06,4.867810275754891e-05,2753,0.7369161248207092,16407,656.3,16455
