layer,auc_mean,auc_std,auc_oof
0,0.8063114808291386,0.03621084049293482,0.7860712901975977
1,0.8089659387032047,0.03270681397212143,0.7879504068190623
2,0.8039442181641665,0.046072754021343525,0.782855482371174
3,0.8117100109113912,0.040228709439175656,0.7970554048818287
4,0.8082315848506558,0.0354137236744114,0.7932390546299883
5,0.8098874290846343,0.031730688913267885,0.7942076714451762
6,0.813046437807297,0.035190018337777976,0.7972975590856256
7,0.8295557841994621,0.02909791734283783,0.8146939170864007
8,0.8297802832152434,0.02737438522904364,0.8214742347927161
9,0.8432955078174436,0.02863938855426031,0.8336691204959318
10,0.8447622287849093,0.025869904098108236,0.8408465710964742
11,0.8445671079558073,0.03407137071009567,0.8401975978302983
12,0.8439054030348316,0.03144152724332804,0.8360131731886866
13,0.8372889839746825,0.04016547411563722,0.8263851220457188
14,0.8174401992968383,0.0342284590784952,0.8076714451762883
15,0.8163482376354837,0.03195801321396779,0.8033126695079427
16,0.8184881852275712,0.03399913143590057,0.8094149554436265
17,0.8264002361450405,0.03403250497920012,0.816195273149942
18,0.830261151046783,0.026637712001777017,0.8216001549786904
19,0.8326698841614663,0.026114970395456353,0.8194498256489733
20,0.8267146148828685,0.031339139905963154,0.8178419217357613
21,0.8346754416544174,0.03371007836055105,0.8296203022084464
22,0.8550934833710973,0.028179122820702656,0.8432777993025959
23,0.8480576158041233,0.023950216393364275,0.8363521890740023
24,0.8446980864849793,0.030916996364511135,0.833165439752034
25,0.8479219359544452,0.03254565224682334,0.837417667570709
26,0.8564754715302225,0.02431146801383843,0.8473459899263851
27,0.8525105017727933,0.03040308135776046,0.8398488957768308
28,0.84281035018354,0.026192564050124552,0.8332623014335528
