stage,auc_mean,auc_std,auc_oof
0,0.7817780218627755,0.035622033541456516,0.7668926772568772
1,0.7898225497031629,0.034899356031446775,0.7728981015110423
2,0.7902014609221222,0.03781181739029872,0.7745447500968616
3,0.8076195292306874,0.04059785121166075,0.7930550174351028
4,0.8080876355622839,0.039448694721945524,0.7911468423091825
5,0.8023446284796678,0.040924732626923824,0.787504843084076
6,0.797862271823601,0.03976440855912457,0.780453312669508
7,0.8157584696322259,0.0331553212604473,0.8045524990313832
8,0.8239860904601468,0.02906752419569405,0.8097345989926384
9,0.8466697511196701,0.029255409318304615,0.831722200697404
10,0.8490323498592538,0.02987041657858195,0.8318287485470747
11,0.8472879946414892,0.025244228523658926,0.830453312669508
12,0.8445480244270278,0.027157378559364936,0.8291747384734598
13,0.84067283389863,0.030267949456576133,0.8225106547849672
14,0.8271673599882732,0.03011001378776924,0.8135025184037196
15,0.8211332680490425,0.028302161693871255,0.8058310732274312
16,0.8308064217809239,0.03108040360407721,0.8130375823324292
17,0.8283072977242082,0.03298039512254866,0.81474234792716
18,0.8273638541672469,0.02413438856570576,0.8127857419604805
19,0.8299081337798839,0.023644686118609128,0.8160790391321192
20,0.825707224473773,0.021118584575709698,0.8113618752421541
21,0.8267569293204721,0.027168315055609855,0.8134250290585043
22,0.8387480285184965,0.023688044872864945,0.8275474622239442
23,0.8331611149919608,0.02898089600905242,0.8225687717938786
24,0.8435302175561242,0.0333885904352184,0.8302595893064704
25,0.8457584308950109,0.027717859057788855,0.8330976365749709
26,0.8468694645546917,0.029171898745588072,0.8352867105772956
27,0.8528790700928084,0.027166066833752656,0.8396358000774893
28,0.8365856659448843,0.02262652596026483,0.8253390158853158
