pid,speaker,fold,seed,p_yes,p_yes_set,answer_mass,p_yes_tok,p_no_tok,top1_id,top1_p,audio_tok,dur_s,seq_len
304,304,0,0,0.012821214273571968,0.035154287243786116,0.983825720846653,9.469508199799748e-07,7.291117071872577e-05,2753,0.9441042542457581,22500,900.0,22548
309,309,0,0,0.6992543935775757,0.8355508302973302,0.9974630326032639,1.6593146938248537e-05,7.136623025871813e-06,9454,0.823640763759613,4817,192.7,4865
314,314,0,0,0.01098694372922182,0.03732928811243984,0.9497126638889313,8.876828587744967e-07,7.990666927071288e-05,2753,0.9131078720092773,22500,900.0,22548
319,319,0,0,0.7025300860404968,0.893091062952516,0.9915808066725731,2.0367455363157205e-05,8.624122528999578e-06,9454,0.8783612251281738,22500,900.0,22548
324,324,0,0,0.023689471185207367,0.04473581983704726,0.9965193346142769,1.3838528047926957e-06,5.703251372324303e-05,2753,0.9482481479644775,6893,275.7001,6941
329,329,0,0,0.018404891714453697,0.0466690256145759,0.9938538074493408,1.111795540964522e-06,5.9295820392435417e-05,2753,0.9261475205421448,9135,365.4,9183
334,334,0,0,0.02161533385515213,0.047430576709666224,0.9932177066802979,1.5587773987135733e-06,7.055565220071003e-05,2753,0.9426041841506958,22500,900.0,22548
339,339,0,0,0.16885696351528168,0.3775163479231698,0.9945031404495239,8.813065505819395e-06,4.3379433918744326e-05,2753,0.6169142723083496,11087,443.5,11135
345,345,0,0,0.6619228720664978,0.8595674186856431,0.972770944237709,1.9959448763984255e-05,1.019428873405559e-05,9454,0.8342827558517456,22500,900.0,22548
350,350,0,0,0.32423537969589233,0.6367397806399466,0.9860957860946655,1.6205340216401964e-05,3.377482426003553e-05,9454,0.6264603734016418,22500,900.0,22548
355,355,0,0,0.32423537969589233,0.606132639799602,0.9910648763179779,1.526531377749052e-05,3.18156489811372e-05,9454,0.5994142889976501,8957,358.3,9005
360,360,0,0,0.1259227693080902,0.20190944606126845,0.9973282814025879,6.070326890039723e-06,4.213642023387365e-05,2753,0.7938600778579712,5457,218.3,5505
365,365,0,0,0.14804719388484955,0.4195660916137598,0.9911323189735413,1.0560843293205835e-05,6.077345824451186e-05,2753,0.5668092370033264,17952,718.1001,18000
370,370,0,0,0.0060503981076180935,0.017986157702497528,0.9770339410752058,3.8528762047462806e-07,6.329443567665294e-05,2753,0.9581862092018127,21232,849.3001,21280
375,375,0,0,0.023689471185207367,0.027632735645399996,0.9991479739546776,5.03739670421055e-07,2.076054624922108e-05,2753,0.9680648446083069,4427,177.1,4475
380,380,0,0,0.015189049765467644,0.06008536487606122,0.940164003521204,1.0193218713538954e-06,6.608967669308186e-05,2753,0.8829399943351746,22500,900.0,22548
385,385,0,0,0.06754669547080994,0.10106852205707667,0.9978823438286781,3.2234170248557348e-06,4.4497901399154216e-05,2753,0.8924199342727661,2008,80.3001,2056
390,390,0,0,0.5736784338951111,0.8070938622527527,0.9944455921649933,2.30558289331384e-05,1.7133637811639346e-05,9454,0.798941969871521,14245,569.8,14293
396,396,0,0,0.034618839621543884,0.06373633673120031,0.9973680302500725,1.4236132983569405e-06,3.9698883483652025e-05,2753,0.9308217763900757,9742,389.7,9790
402,402,0,0,0.11357959359884262,0.2650758606236096,0.9902983605861664,1.0369631127105094e-05,8.092873758869246e-05,2753,0.7090590000152588,11575,462.9999,11623
407,407,0,0,0.017442483454942703,0.05034138191169467,0.981287345290184,9.941411462932592e-07,5.600124495686032e-05,2753,0.9311017990112305,22500,900.0,22548
412,412,0,0,0.562176525592804,0.7662957437879074,0.9850349575281143,2.4192875571316108e-05,1.8841428754967637e-05,9454,0.7514861822128296,22500,900.0,22548
417,417,0,0,0.05707140266895294,0.15607439029480488,0.9913874119520187,3.433679921727162e-06,5.673095438396558e-05,2753,0.8324013948440552,11287,451.4999,11335
422,422,0,0,0.4804786741733551,0.7662571467046951,0.9722069799900055,1.32265276988619e-05,1.4301284863904584e-05,9454,0.7439464926719666,20102,804.1,20150
427,427,0,0,0.28140559792518616,0.49795244824178103,0.9962457120418549,1.586541475262493e-05,4.051375071867369e-05,2753,0.49281615018844604,8940,357.6,8988
432,432,0,0,0.030675798654556274,0.07529393844977202,0.9962954521179199,1.6793849226814928e-06,5.306685488903895e-05,2753,0.9103209972381592,10387,415.5,10435
437,437,0,0,0.026355354115366936,0.05342612523542612,0.9974944479763508,1.3907230140830507e-06,5.137741391081363e-05,2753,0.938181459903717,12147,485.9001,12195
442,442,0,0,0.12252321094274521,0.3344941839833707,0.9737020134925842,8.672573130752426e-06,6.211052823346108e-05,2753,0.646233081817627,22500,900.0,22548
447,447,0,0,0.09138210862874985,0.2017733501453785,0.9952043890953064,7.171112429205095e-06,7.130281301215291e-05,2753,0.7897215485572815,11550,462.0,11598
452,452,0,0,0.034618839621543884,0.09012388296807124,0.9894131571054459,2.405976601949078e-06,6.709308217978105e-05,2753,0.8963451981544495,22500,900.0,22548
457,457,0,0,0.011869121342897415,0.02743348992364677,0.9932438135147095,9.174302135761536e-07,7.637810631422326e-05,2753,0.9585683345794678,22500,900.0,22548
463,463,0,0,0.037326883524656296,0.07160217139203758,0.9973767921328545,1.6783828868938144e-06,4.328606519266032e-05,2753,0.9241047501564026,9670,386.7999,9718
468,468,0,0,0.00806199200451374,0.024407829516852737,0.989580187946558,5.502255930878164e-07,6.769911851733923e-05,2753,0.9627731442451477,22500,900.0,22548
473,473,0,0,0.03514484688639641,0.047465449968085785,0.9987386241555214,1.1809855777755729e-06,3.2422394724562764e-05,2753,0.9460960626602173,2527,101.1,2575
478,478,0,0,0.022457055747509003,0.056667330808651765,0.9912725500762463,1.1738405873984448e-06,5.109662015456706e-05,2753,0.9330540299415588,22500,900.0,22548
483,483,0,0,0.07585817575454712,0.20179583917410812,0.9824362397193909,6.365156878018752e-06,7.75434891693294e-05,2753,0.7819835543632507,22500,900.0,22548
488,488,0,0,0.015189049765467644,0.03309316346529105,0.9967632330954075,6.944969754840713e-07,4.502903902903199e-05,2753,0.9613151550292969,11387,455.5,11435
600,600,0,0,0.4532618820667267,0.5782541620494012,0.9979255795478821,1.896756475616712e-05,2.2879250536789186e-05,9454,0.5710490942001343,2455,98.1999,2503
605,605,0,0,0.30404165387153625,0.4685531483954036,0.9968263804912567,1.5943447579047643e-05,3.6494915548246354e-05,2753,0.51900714635849,5212,208.5,5260
612,612,0,0,0.016657039523124695,0.02760810933050829,0.9971777182072401,5.612313884739706e-07,3.3132117096101865e-05,2753,0.9668059945106506,7162,286.5,7210
620,620,0,0,0.01214717049151659,0.021539922508579456,0.9975422471761703,4.480224617964268e-07,3.6434845242183656e-05,2753,0.9680370092391968,9830,393.2,9878
626,626,0,0,0.03676946461200714,0.06010536283139457,0.9985991753637791,1.2635333632715628e-06,3.31001247104723e-05,2753,0.9361556172370911,2245,89.8,2293
632,632,0,0,0.028870906680822372,0.0397114167010129,0.9965746328234673,8.278810241790779e-07,2.7847388992086053e-05,2753,0.9500208497047424,14530,581.2001,14578
637,637,0,0,0.8128673434257507,0.9099348548548558,0.9870599135756493,1.770758899510838e-05,4.076518507645233e-06,9454,0.8928003907203674,17865,714.6001,17913
650,650,0,0,0.017442483454942703,0.03517891181675529,0.9971122033894062,8.227291345974663e-07,4.634539072867483e-05,2753,0.9589764475822449,10462,418.5,10510
655,655,0,0,0.8840392827987671,0.9319680576450731,0.9975475296378136,2.9741328035015613e-05,3.90121294913115e-06,9454,0.9238338470458984,6658,266.3001,6706
660,660,0,0,0.06754669547080994,0.17331149922969094,0.9899299740791321,4.702833393821493e-06,6.492061220342293e-05,2753,0.8147733211517334,22500,900.0,22548
666,666,0,0,0.016914913430809975,0.03731130632358005,0.996844194829464,9.904955504680402e-07,5.75670346734114e-05,2753,0.9571353793144226,15702,628.0999,15750
676,676,0,0,0.44167301058769226,0.637165992698236,0.9951081275939941,1.5750256352475844e-05,1.9910190530936234e-05,9454,0.6281954646110535,17525,701.0,17573
683,683,0,0,0.3849121630191803,0.6372217638154885,0.9907595217227936,1.9836637875414453e-05,3.169885530951433e-05,9454,0.6258747577667236,22500,900.0,22548
691,691,0,0,0.7549149990081787,0.8933593657793597,0.977530412375927,2.506774035282433e-05,8.138304110616446e-06,9454,0.8686597347259521,22500,900.0,22548
