row,pid,my_p_pos
0,300,0.9997361302375793
1,300,0.08121684193611145
2,300,0.9724642634391785
3,300,0.9953723549842834
4,300,0.03102540597319603
5,300,0.9764403700828552
6,300,0.024210257455706596
7,300,0.14164410531520844
8,300,0.9998111128807068
9,301,0.9997994303703308
10,301,0.07972539216279984
11,301,0.02762131206691265
12,301,0.013318603858351707
13,301,0.13709957897663116
14,301,0.9826217889785767
15,301,0.0002974084345623851
16,301,0.0010156932985410094
17,301,0.16126659512519836
18,301,0.998852014541626
19,301,0.9998781681060791
20,301,0.0006796132656745613
21,301,0.0019377418793737888
22,301,0.007082526106387377
23,301,0.037648770958185196
24,301,0.004239881876856089
25,301,0.0038330228999257088
26,301,0.9936442375183105
27,301,0.988304853439331
28,301,0.006803825031965971
29,301,0.8074464201927185
30,301,0.9924615025520325
31,301,0.31129565834999084
32,302,0.9996249675750732
33,302,0.9523966908454895
34,302,0.9983301758766174
35,302,0.012188529595732689
36,302,0.3780234754085541
37,302,0.022746579721570015
38,302,0.9826166033744812
39,302,0.002111483598127961
40,302,0.0033490050118416548
41,302,0.8686268925666809
42,302,0.9998370409011841
43,302,0.9976239800453186
44,302,0.999530553817749
45,302,0.9990910291671753
46,303,0.9998161196708679
47,303,0.9914985299110413
48,303,0.993165910243988
49,303,0.9996552467346191
50,303,0.9989957213401794
51,303,0.9986373782157898
52,303,0.9996283054351807
53,303,0.9996848106384277
54,303,0.9965546131134033
55,303,0.9883202314376831
56,303,0.04164176806807518
57,303,0.9927120208740234
58,303,0.17395581305027008
59,303,0.9943464398384094
60,303,0.9288838505744934
61,303,0.007402569521218538
62,303,0.007484639994800091
63,303,0.004833569284528494
64,303,0.0015661491779610515
65,303,0.9913853406906128
66,303,0.998235821723938
67,303,0.02099875919520855
68,303,0.006559798493981361
69,303,0.9977276921272278
70,303,0.9778203964233398
71,303,0.9997729659080505
72,304,0.996425449848175
73,304,0.999308705329895
74,304,0.17558206617832184
75,304,0.9987084865570068
76,304,0.9639045596122742
77,304,0.001965604955330491
78,304,0.5817734599113464
79,304,0.036197297275066376
80,304,0.0018552683759480715
81,304,0.9969483017921448
82,304,0.9884545803070068
83,304,0.015455825254321098
84,304,0.9956803321838379
85,304,0.38271552324295044
86,304,0.9821563363075256
87,304,0.9900959730148315
88,304,0.9843837022781372
89,304,0.999152421951294
90,305,0.998563826084137
91,305,0.9971039891242981
92,305,0.08228897303342819
93,305,0.0003757966624107212
94,305,0.00892715621739626
95,305,0.925820529460907
96,305,0.9947579503059387
97,305,0.996658444404602
98,305,0.9988923668861389
99,305,0.9996792078018188
100,305,0.008402022533118725
101,305,0.9891278147697449
102,305,0.019536608830094337
103,305,0.013721552677452564
104,305,0.023313743993639946
105,305,0.020935257896780968
106,305,0.9461309313774109
107,305,0.9997487664222717
108,305,0.965247392654419
109,305,0.9890944361686707
110,305,0.13725262880325317
111,305,0.9862620830535889
112,305,0.0008423601975664496
113,305,0.011725488118827343
114,305,0.0005906175938434899
115,305,0.056269507855176926
116,305,0.9993871450424194
117,305,0.0013958817580714822
118,305,0.003146127564832568
119,305,0.005828922614455223
120,305,0.02996605448424816
121,305,0.0012045520124956965
122,305,0.004054023884236813
123,305,0.0028234219644218683
124,305,0.998424768447876
125,305,0.7593194842338562
126,305,0.0009411487844772637
127,305,0.0024498484563082457
128,305,0.9995018243789673
129,305,0.013133428990840912
130,305,0.0062017012387514114
131,305,0.6136255860328674
132,305,0.0015670694410800934
133,305,0.9979525804519653
134,305,0.0046621146611869335
135,305,0.0007670387858524919
136,305,0.9955314993858337
137,305,0.9996359348297119
138,305,0.36265113949775696
139,305,0.9951238036155701
140,306,0.99960857629776
141,306,0.9990137815475464
142,306,0.9985670447349548
143,306,0.0421065092086792
144,306,0.010693364776670933
145,306,0.4485069811344147
146,306,0.01294846460223198
147,306,0.9763036370277405
148,306,0.04945285990834236
149,306,0.0021348008885979652
150,306,0.9872167706489563
151,306,0.0037770853377878666
152,306,0.9991946816444397
153,306,0.9997270703315735
154,307,0.3803534209728241
155,307,0.9986133575439453
156,307,0.8916157484054565
157,307,0.002280079061165452
158,307,0.0012875963002443314
159,307,0.16045527160167694
160,307,0.9997580647468567
161,307,0.008319126442074776
162,307,0.0239651370793581
163,307,0.001833737944252789
164,307,0.9991790652275085
165,307,0.11789527535438538
166,307,0.9971188306808472
167,307,0.9993813037872314
168,307,0.9996100068092346
169,307,0.9913892149925232
170,307,0.003977864049375057
171,307,0.00391593249514699
172,307,0.004847424570471048
173,307,0.06843405216932297
174,307,0.0018845211016014218
175,307,0.004782503005117178
176,307,0.0008957769605331123
177,307,0.9918898940086365
178,307,0.7695304751396179
179,307,0.9998263716697693
180,307,0.9055337309837341
181,308,0.9997590184211731
182,308,0.9995337724685669
183,308,0.9995692372322083
184,308,0.26995477080345154
185,308,0.06492497771978378
186,308,0.9964879751205444
187,308,0.9992569088935852
188,308,0.001868269988335669
189,308,0.0007767384522594512
190,308,0.002211693674325943
191,308,0.0008609244250692427
192,308,0.002072698902338743
193,308,0.006327875889837742
194,308,0.612586259841919
195,308,0.00044037908082827926
196,308,0.14559395611286163
197,308,0.9849417209625244
198,308,0.9947949051856995
199,308,0.03280946984887123
200,309,0.9985853433609009
201,309,0.9975889921188354
202,309,0.0002391631860518828
203,309,0.033959079533815384
204,309,0.7002164125442505
205,309,0.0020745520014315844
206,309,0.0026949227321892977
207,309,0.9749552011489868
208,309,0.9920827150344849
209,309,0.009336693212389946
210,309,0.004144852049648762
211,309,0.0031945519149303436
212,309,0.9980054497718811
213,309,0.9994801878929138
214,309,0.12324462085962296
215,309,0.998854398727417
216,310,0.03484669700264931
217,310,0.0005220374441705644
218,310,0.0008506093872711062
219,310,0.009421618655323982
220,310,0.006730323191732168
221,310,0.002360776998102665
222,310,0.042516078799963
223,310,0.11102599650621414
224,310,0.9972872734069824
225,310,0.004294936079531908
226,310,0.6538248658180237
227,310,0.006298276595771313
228,310,0.07493788748979568
229,310,0.005504819098860025
230,310,0.011742698028683662
231,310,0.004046207293868065
232,310,0.0006846165051683784
233,310,0.0028649892192333937
234,310,0.03885287046432495
235,310,0.10126712918281555
236,310,0.00204382068477571
237,311,0.9985561966896057
238,311,0.01578502170741558
239,311,0.9983263611793518
240,311,0.3644120395183563
241,311,0.023253673687577248
242,311,0.0029520613607019186
243,311,0.012738393619656563
244,311,0.001667476026341319
245,311,0.0016740128630772233
246,311,0.001859086798503995
247,311,0.007255737204104662
248,311,0.990013837814331
249,311,0.005969809368252754
250,311,0.9995439648628235
251,311,0.9992801547050476
252,312,0.9993712306022644
253,312,0.002541906666010618
254,312,0.01088885311037302
255,312,0.017786819487810135
256,312,0.9995003938674927
257,312,0.0036251372657716274
258,312,0.03845624998211861
259,312,0.000800101610366255
260,312,0.00579671747982502
261,312,0.01561389584094286
262,312,0.9990563988685608
263,312,0.1528169959783554
264,312,0.2503356337547302
265,312,0.20958063006401062
266,312,0.0012428209884092212
267,312,0.007222937885671854
268,312,0.9795564413070679
269,313,0.9995535016059875
270,313,0.0008541945717297494
271,313,0.0004367507353890687
272,313,0.00021451516658999026
273,313,0.9214500188827515
274,313,0.008696268312633038
275,313,0.9998012185096741
276,313,0.9990637898445129
277,313,0.06826670467853546
278,313,0.0014634375693276525
279,313,0.0356462225317955
280,313,0.02796882763504982
281,313,0.99784255027771
282,313,0.46707239747047424
283,313,0.9978969097137451
284,313,0.15100938081741333
285,314,0.9991140961647034
286,314,0.999386191368103
287,314,0.8926613330841064
288,314,0.9979872703552246
289,314,0.998643696308136
290,314,0.9950258135795593
291,314,0.008599809370934963
292,314,0.9989652633666992
293,314,0.0511188767850399
294,314,0.9974648952484131
295,314,0.9994716048240662
296,314,0.0616723969578743
297,314,0.017655793577432632
298,314,0.9096078276634216
299,314,0.46051180362701416
300,314,0.16100166738033295
301,314,0.9996787309646606
302,314,0.9869051575660706
303,314,0.003934198059141636
304,314,0.14549706876277924
305,314,0.9969273209571838
306,314,0.9648079872131348
307,314,0.002576467115432024
308,314,0.003264044178649783
309,314,0.7515292167663574
310,314,0.9996566772460938
311,314,0.999743640422821
312,314,0.0014541279524564743
313,314,0.9997449517250061
314,314,0.9996896982192993
315,314,0.999138355255127
316,314,0.0059127784334123135
317,314,0.998301088809967
318,314,0.9813635349273682
319,314,0.9808880090713501
320,314,0.19269141554832458
321,314,0.002529220888391137
322,314,0.9881879687309265
323,314,0.9998155236244202
324,314,0.9027155637741089
325,314,0.0021078884601593018
326,314,0.013231722638010979
327,314,0.9793815016746521
328,314,0.9918928146362305
329,314,0.10986608266830444
330,315,0.9983835220336914
