id,spk,p_yes_answer,answer_mass,probe_oof_projector_sft,text_p_yes,text_answer_mass,p_yes_answer_30s,answer_mass_30s,probe_oof_30s_enc,probe_oof_30s_llm,probe_oof_30s_ans,win_dur_s,capped,probe_oof_full_nested,window
300.wav,300,0.0901264833923838,0.9957385584712029,0.0378924235701561,0.1329977821138752,0.9983216226100922,0.1009737473456224,0.9965939074754716,0.0021907172631472,0.0022430729586631,0.0003377040557097,759.8001,0,,full (cap 900 s)
301.wav,301,0.0676077534600154,0.9956836700439452,0.0656048282980918,0.0675720483839631,0.9986075311899184,0.0566821376867158,0.9969250112771988,0.0001892029249574,0.0154777728021144,4.628589158528485e-05,900.0,1,,full (cap 900 s)
302.wav,302,0.7666215650544613,0.996326744556427,0.0726367011666297,0.9740470517249508,0.9991285670548676,0.0901477452480984,0.996292918920517,0.0029278967995196,0.0001942574162967,0.0253417566418647,900.0001,1,,full (cap 900 s)
303.wav,303,0.1128546495418334,0.9954324141144753,0.0200234409421682,0.0396587170602887,0.998809315264225,0.075919195333204,0.9966298416256903,0.3439652323722839,0.0033302372321486,0.0009651157306507,900.0,1,,full (cap 900 s)
304.wav,304,0.1010056223213822,0.9957180619239808,0.1023047044873237,0.0566747085921824,0.9988644793629646,0.0566865831753704,0.9975583516061306,0.0003592717112042,0.9890711307525636,0.0253241788595914,900.0,1,,full (cap 900 s)
305.wav,305,0.577617711052789,0.9939565360546112,0.2173375189304351,0.985939421397662,0.9994152439758182,0.080442377834808,0.9949940517544746,0.1682285964488983,0.4968049824237823,0.0716057047247886,900.0,1,,full (cap 900 s)
306.wav,306,0.1330681257374996,0.9964426010847092,0.2814055979251861,0.6514665041362413,0.998680830001831,0.1009683314419752,0.9948714300990104,0.9274219870567322,0.0050019472837448,0.0292802955955266,619.1,0,,full (cap 900 s)
307.wav,307,0.2689939963517638,0.9915412962436676,0.4532618820667267,0.7311547126896384,0.9981882274150848,0.1192875866979947,0.995954602956772,0.994024693965912,0.8777143955230713,0.5952131748199463,900.0,1,,full (cap 900 s)
308.wav,308,0.9797597912407012,0.998767727985978,0.0715911984443664,0.9959351975017852,0.9994849530048668,0.1260261762679247,0.9955235421657562,0.0006746291765011,0.0005432839971035,0.0001178883903776,369.4999,0,,full (cap 900 s)
309.wav,309,0.919738222881649,0.9981622397899628,0.1968262046575546,0.996407110384588,0.9996873640920968,0.1129059091408402,0.9957291334867476,0.3036179542541504,0.0017121498240157,0.0042846892029047,192.7,0,,full (cap 900 s)
310.wav,310,0.1330944818147353,0.9952801913022996,0.160266026854515,0.3924191211768891,0.997030794620514,0.0759311306976553,0.9969481974840164,0.8597960472106934,0.0002330760617041,7.459484913852066e-05,297.8,0,,full (cap 900 s)
311.wav,311,0.9604996798712738,0.9987764693796636,0.8031737804412842,0.9950959198491544,0.999609271530062,0.1921146322747659,0.9966127276420592,0.9993919134140016,0.1800428181886673,0.6153730750083923,217.7999,0,,full (cap 900 s)
312.wav,312,0.2018750234372905,0.9950004816055298,0.0330859795212745,0.256882579353638,0.9980058073997498,0.0954303118838724,0.9952129498124124,0.8186214566230774,0.0960878208279609,0.0004097078635822,340.3999,0,,full (cap 900 s)
313.wav,313,0.9604508699757056,0.9979637376964092,0.2018132209777832,0.9688618875654856,0.9990923199802636,0.1481607480017714,0.9966636002063752,0.0015148362144827,0.7100371718406677,0.9735629558563232,900.0,1,,full (cap 900 s)
314.wav,314,0.0421135886149951,0.9955416768789292,0.0541987270116806,0.8740719024708717,0.998268872499466,0.0716298859127691,0.9964454397559166,3.231419759686105e-05,2.8550566639751196e-05,0.0002433089393889,900.0,1,,full (cap 900 s)
315.wav,315,0.1563846513084757,0.9961181432008744,0.0592102520167827,0.0474438417901033,0.9989869110286236,0.0954634835011269,0.9961778447031976,3.7852025798201794e-06,0.0001339469890808,0.9813985228538512,900.0,1,,full (cap 900 s)
316.wav,316,0.8521614216716071,0.998419150710106,0.1480471938848495,0.96692127185461,0.9993168003857136,0.1067884256680332,0.9959236532449722,0.0007345259655267,0.0002035433863056,0.5684669613838196,226.3,0,,full (cap 900 s)
317.wav,317,0.8671893624679096,0.998219519853592,0.0592102520167827,0.9496723981610088,0.9991687647998332,0.1404949103902295,0.99613119661808,0.1579959541559219,0.0286456234753131,0.8720202445983887,233.9999,0,,full (cap 900 s)
318.wav,318,0.0852739094115592,0.9965037629008292,0.0583458356559276,0.2121176113477319,0.9982135593891144,0.1128896012309633,0.9967639595270156,1.539207914902363e-06,0.0987198799848556,0.1151882857084274,249.5999,0,,full (cap 900 s)
319.wav,319,0.8930953056014944,0.9970106855034828,0.4455295503139496,0.9626657920009588,0.9990728087723256,0.1009506161288946,0.9955205023288728,0.0377099812030792,4.404942592373118e-05,0.011929890140891,900.0001,1,,full (cap 900 s)
320.wav,320,0.3934183985375097,0.9949171841144562,0.7057850360870361,0.9149207208491378,0.9987409263849258,0.1129086779722936,0.9966675415635108,0.9075269103050232,0.2288802117109298,0.9687548279762268,249.1,0,,full (cap 900 s)
321.wav,321,0.9604729336203144,0.9983805529773236,0.6442251205444336,0.9947781106078756,0.9995247800834476,0.3076829248229337,0.9946543872356416,0.4914513230323791,0.7716744542121887,0.0871059969067573,311.5999,0,,full (cap 900 s)
322.wav,322,0.8740518173693616,0.9975352734327316,0.0351448468863964,0.9796797530508764,0.9992174133658408,0.0851851100819385,0.9968227222561836,0.003995981067419,0.5627288222312927,0.0050966595299541,537.0999,0,,full (cap 900 s)
323.wav,323,0.0330983755034785,0.997425988316536,0.0627892017364502,0.0169184976514156,0.999219946563244,0.1330683748318399,0.9959921389818192,0.8366740942001343,0.6163026094436646,0.133499726653099,417.3001,0,,full (cap 900 s)
324.wav,324,0.0397150895499368,0.9967982955276966,0.2751297354698181,0.1403757808338787,0.998167797923088,0.0804304125732671,0.9966210648417472,0.8569744825363159,0.0005792282172478,0.0002643411571625,275.7001,0,,full (cap 900 s)
325.wav,325,0.8518310263448929,0.9958511888980864,0.0488577783107757,0.974051472532226,0.9993270691484212,0.0447054242922331,0.9965960681438446,0.0003086618962697,0.9992456436157228,0.004076556302607,528.2,0,,full (cap 900 s)
326.wav,326,0.03518169085762,0.9980143792927264,0.0341004282236099,0.0474406821512687,0.9989418610930444,0.0716478718873306,0.9965270236134528,0.0007280836580321,4.489630009629764e-05,4.057267142343335e-05,196.3,0,,full (cap 900 s)
327.wav,327,0.9400456304672126,0.9980965107679368,0.3345894515514374,0.9961779935163196,0.9995447658002375,0.1481921166083705,0.9943618327379228,0.0043243141844868,0.0093551874160766,0.843203067779541,900.0,1,,full (cap 900 s)
328.wav,328,0.0759640736929939,0.9958632290363312,0.0747700408101081,0.0311526431598367,0.998997488990426,0.0447211002124534,0.9978880882263184,0.0017597030382603,0.0189269818365573,2.6972233172273263e-05,679.2,0,,full (cap 900 s)
329.wav,329,0.0260255736389099,0.997433975338936,0.4073334336280823,0.0953798493619762,0.9984726458787918,0.1193289336700666,0.9945717379450798,0.0147405071184039,0.7907216548919678,0.07422586530447,365.4,0,,full (cap 900 s)
330.wav,330,0.636897729444262,0.9964182078838348,0.0284360349178314,0.3923827818997243,0.9973331391811372,0.0804026317049866,0.996507927775383,0.047707624733448,6.235352429939667e-07,0.0036840355023741,181.6,0,,full (cap 900 s)
331.wav,331,0.8811397993827889,0.9973272308707236,0.0302145890891551,0.9850654850190804,0.99915642850101,0.0716680100900249,0.9963420256972312,0.0346279554069042,0.0403217524290084,0.0015231125289574,447.8,0,,full (cap 900 s)
332.wav,332,0.9820198001730024,0.9988156817853452,0.665410578250885,0.9940892077774608,0.9996043085120618,0.1128975923803843,0.993780754506588,0.0004690140485763,0.5015397071838379,0.9998555183410645,900.0,1,,full (cap 900 s)
333.wav,333,0.665359609898192,0.9958301186561584,0.2598256468772888,0.8267317438106276,0.9984368681907654,0.0503782800350033,0.997587013989687,1.1307902241242118e-05,9.180915367323904e-05,2.0756331196025712e-06,900.0,1,,full (cap 900 s)
334.wav,334,0.57777429730928,0.994418889284134,0.6001883149147034,0.4225894056851495,0.9967092871665956,0.1404852733485422,0.9960418045520782,0.0105402395129203,0.0263940822333097,0.0018272156594321,900.0,1,,full (cap 900 s)
335.wav,335,0.0902648265711472,0.993697725236416,0.222700148820877,0.3346729081413232,0.9980272650718688,0.095427031623469,0.9967816695570946,0.9153174757957458,0.779789924621582,0.144915834069252,452.7001,0,,full (cap 900 s)
336.wav,336,0.1564448171234903,0.9949766844511032,0.160266026854515,0.4688868640479438,0.9983624219894408,0.0852162762131423,0.997450850903988,0.0052301045507192,0.0124448062852025,0.0038034932222217,379.1,0,,full (cap 900 s)
337.wav,337,0.0902358174715809,0.9947228878736496,0.0132228229194879,0.9648772459718262,0.9991099573671818,0.1068127527535615,0.9964233115315436,0.0388794243335723,4.458215698832646e-05,0.9920378923416138,900.0,1,,full (cap 900 s)
338.wav,338,0.8265984696013149,0.9968329966068268,0.0373268835246562,0.843919788501755,0.998540848493576,0.0804185362621733,0.9967489764094352,0.9262006878852844,0.0367573164403438,0.0104591315612196,287.8,0,,full (cap 900 s)
339.wav,339,0.9098227035969072,0.9963275715708731,0.8633915781974792,0.9928758801357078,0.9994530393742024,0.1405433487624145,0.995253935456276,0.0888167470693588,0.1407317817211151,0.0095153599977493,443.5,0,,full (cap 900 s)
340.wav,340,0.0759270324789753,0.996692217886448,0.4921881258487701,0.0901209366751182,0.9986103996634484,0.2228946575605182,0.9934299439191818,0.1978091448545456,0.2276142388582229,0.7358105182647705,204.2999,0,,full (cap 900 s)
341.wav,341,0.0902924676362699,0.9952025264501572,0.3775406777858734,0.2227646872625157,0.9983429461717606,0.1260583229327747,0.9962110817432404,0.1373364031314849,0.0270901937037706,0.0078725265339016,418.6001,0,,full (cap 900 s)
343.wav,343,0.8266877064113409,0.9972189217805862,0.0541987270116806,0.6792421475365755,0.9981899261474608,0.1562116902390159,0.9933683276176452,0.0160950720310211,0.4744665324687958,0.0008444427512586,272.6999,0,,full (cap 900 s)
344.wav,344,0.887432711344838,0.9958638101816176,0.4765796661376953,0.9433621927048726,0.9991568028926848,0.0759004047506308,0.9962757229804992,0.0016761809820309,0.0196090154349803,0.1416037678718567,900.0,1,,full (cap 900 s)
345.wav,345,0.9626726031869436,0.99814622849226,0.0467249602079391,0.9944447767510944,0.999552037101239,0.100961839143314,0.9950891956686974,3.9222541659000854e-08,0.0533882789313793,5.358976704883389e-05,900.0,1,,full (cap 900 s)
346.wav,346,0.97967570323723,0.9985600784420968,0.5544704794883728,0.996176207610791,0.9994615344330668,0.1330518236598898,0.9959773868322372,0.0379114486277103,0.9991403818130492,0.9995511174201964,699.4999,0,,full (cap 900 s)
347.wav,347,0.0716316966257223,0.9968873709440232,0.0427221953868866,0.1009036126148092,0.998525470495224,0.0716501498210864,0.995673231780529,0.0001145974019891,0.078426606953144,0.9989063739776612,145.1,0,,full (cap 900 s)
348.wav,348,0.9049385977181528,0.9977734461426736,0.0194193478673696,0.9850439214069991,0.9993226770311594,0.0534488177126959,0.9976633824408054,0.0338393896818161,0.000142705917824,0.0344257205724716,328.0999,0,,full (cap 900 s)
