seg_uid,set,pair_id,speaker_id,start,end,span,speech_s,nw,n_turns,p_pos,p_neg,p_neu,val,npos,nneg,oof
c000010,conflict,0,301,95.3,122.5,27.200000000000003,18.700000000000017,40,4,0.12625249,0.7065296,0.16721787,-9.0,1,4,0.3904738339179168
c000015,conflict,1,301,241.8,278.5,36.69999999999999,20.09999999999997,42,4,0.011159804,0.92074144,0.06809877,-8.5,1,3,0.5505510867779234
c000036,conflict,2,302,229.8,264.9,35.099999999999966,11.899999999999975,35,4,0.020679394,0.7368703,0.24245037,-1.0,1,1,0.4222902047195614
c000040,conflict,3,302,396.1,429.7,33.599999999999966,11.999999999999886,33,6,0.013793661,0.7042564,0.28194994,0.0,1,1,0.471559017792906
c000064,conflict,4,303,723.6,740.3,16.699999999999932,16.699999999999932,65,1,0.008574827,0.86081094,0.13061424,1.0,3,2,0.4120366669647394
c000079,conflict,5,304,316.5,345.6,29.100000000000023,19.10000000000008,56,5,0.009359826,0.8679066,0.12273357,6.0,2,0,0.516779697805234
c000093,conflict,6,305,155.8,179.1,23.299999999999983,18.69999999999999,43,3,0.008626926,0.9061485,0.08522462,-4.0,1,3,0.5440618880647172
c000100,conflict,7,305,391.4,449.8,58.400000000000034,40.39999999999998,52,6,0.015243142,0.7402355,0.24452132,0.0,0,0,0.5026700278610201
c000104,conflict,8,305,554.1,591.1,37.0,18.299999999999955,57,5,0.0074299993,0.9084121,0.08415792,-2.0,0,1,0.5091662202900804
c000105,conflict,9,305,593.3,612.9,19.600000000000023,17.300000000000068,50,2,0.01228881,0.8050879,0.18262327,-2.0,0,1,0.4027248417246018
c000108,conflict,10,305,664.0,692.1,28.100000000000023,24.0,65,2,0.02699477,0.7045873,0.26841798,6.75,2,1,0.4104304338997503
c000114,conflict,11,305,881.0,904.6,23.600000000000023,21.200000000000045,63,3,0.013193368,0.7472624,0.23954417,-7.0,0,3,0.5686571438844581
c000118,conflict,12,305,998.4,1018.3,19.899999999999977,13.299999999999956,40,5,0.014695881,0.8175868,0.16771731,-3.0,0,1,0.513601600286046
c000120,conflict,13,305,1042.0,1064.1,22.09999999999991,12.0,44,6,0.015121197,0.7985394,0.1863394,-7.0,0,3,0.6111313386821804
c000127,conflict,14,305,1281.4,1318.0,36.59999999999991,14.599999999999907,40,2,0.0072996193,0.9195466,0.073153846,-13.0,0,6,0.6418003927148178
c000131,conflict,15,305,1394.9,1416.2,21.299999999999955,20.200000000000045,57,2,0.011985483,0.8204511,0.16756345,4.0,3,1,0.3495483398467326
c000135,conflict,16,305,1528.7,1543.4,14.700000000000045,11.600000000000136,35,3,0.010860333,0.8963049,0.092834815,-2.3,1,2,0.4344935095868154
c000146,conflict,17,306,487.7,551.9,64.19999999999999,19.100000000000023,57,2,0.010592219,0.8317073,0.15770054,0.0,1,1,0.2646183462199367
c000148,conflict,18,306,578.4,597.3,18.899999999999977,15.799999999999956,56,2,0.03953976,0.7282695,0.23219071,0.7000000000000002,5,4,0.5910620609492058
c000149,conflict,19,306,598.8,620.8,22.0,22.0,64,1,0.017280301,0.72180045,0.26091927,-4.0,1,4,0.4977459435298712
c000157,conflict,20,307,125.9,150.4,24.5,15.200000000000015,46,2,0.0073978445,0.81849706,0.17410511,9.0,5,0,0.3373012736507315
c000159,conflict,21,307,168.5,203.6,35.099999999999994,24.59999999999999,68,3,0.010875287,0.86672527,0.1223994,-13.7,1,4,0.2785775071846451
c000162,conflict,22,307,345.3,363.3,18.0,18.0,29,1,0.006787121,0.8541652,0.13904768,-3.0,0,1,0.6606069777377372
c000176,conflict,23,307,1008.2,1040.6,32.399999999999864,30.399999999999864,71,2,0.013153461,0.84905815,0.13778839,-1.0,3,3,0.4776368583370239
c000181,conflict,24,308,0.0,21.0,21.0,13.1,43,4,0.8881024,0.005230358,0.106667206,10.0,4,0,0.3397105919026973
c000182,conflict,25,308,33.5,52.4,18.9,18.9,60,1,0.89960396,0.006831169,0.09356484,9.0,5,0,0.3266775091127462
c000185,conflict,26,308,164.8,199.1,34.29999999999998,18.799999999999983,42,5,0.84204096,0.015188721,0.1427703,5.0,2,0,0.3242695580011939
c000186,conflict,27,308,204.6,223.6,19.0,13.899999999999975,40,3,0.7170639,0.015541551,0.2673945,8.0,3,1,0.4235770904723081
c000187,conflict,28,308,232.7,253.5,20.80000000000001,17.00000000000003,43,4,0.80986536,0.016887685,0.173247,18.0,8,0,0.4542866864372439
c000251,conflict,29,311,700.4,721.4,21.0,15.100000000000025,42,3,0.82963204,0.0134900035,0.15687793,2.0,1,0,0.3673459157011012
c000260,conflict,30,312,327.6,338.7,11.099999999999966,11.099999999999966,25,1,0.008227694,0.8677896,0.12398269,-3.0,0,1,0.3330244595866002
c000270,conflict,31,313,128.2,175.5,47.30000000000001,13.700000000000074,42,8,0.0052773496,0.9478363,0.04688633,-2.8,2,2,0.3615488141902952
c000272,conflict,32,313,209.4,252.0,42.599999999999994,14.400000000000034,42,5,0.008373728,0.9131671,0.07845914,-0.7999999999999998,4,2,0.3677896267750345
c000278,conflict,33,313,455.5,496.0,40.5,21.69999999999999,48,6,0.010014462,0.8667391,0.12324631,-10.0,1,7,0.4634758176608438
c000291,conflict,34,314,245.8,287.8,42.0,31.0,69,4,0.013295957,0.84865427,0.13804983,-0.5,4,3,0.3421138522254147
c000293,conflict,35,314,358.7,388.4,29.69999999999999,26.399999999999977,83,2,0.024917882,0.71553594,0.2595461,-2.0,1,1,0.4558105307744442
c000296,conflict,36,314,452.7,474.6,21.900000000000034,21.90000000000003,54,1,0.015603686,0.70364237,0.280754,-5.0,1,3,0.396979489280062
c000312,conflict,37,314,939.0,948.6,9.600000000000023,9.600000000000025,29,1,0.01494295,0.8807316,0.10432554,-5.0,0,2,0.5102658127147307
c000325,conflict,38,314,1318.5,1334.8,16.299999999999955,15.200000000000044,51,2,0.033303566,0.71540785,0.2512886,-2.0,2,2,0.3949982015774463
c000333,conflict,39,315,197.9,231.8,33.900000000000006,27.5,72,3,0.009718586,0.864901,0.1253804,1.0,2,1,0.665712730320693
c000335,conflict,40,315,289.5,320.5,31.0,21.200000000000045,43,3,0.012685598,0.854168,0.13314633,-7.0,0,3,0.4267282772469257
c000337,conflict,41,315,379.5,429.3,49.80000000000001,48.400000000000034,114,2,0.015022131,0.81246406,0.17251381,2.0,2,1,0.3972528304390719
c000344,conflict,42,315,646.2,698.1,51.89999999999998,38.0,97,5,0.009443217,0.85926634,0.13129039,-13.5,0,5,0.6172833269246162
c000345,conflict,43,315,700.9,728.8,27.899999999999977,22.100000000000023,61,3,0.007865168,0.8488288,0.14330606,-9.6,0,5,0.3898702707842261
c000357,conflict,44,316,277.5,315.9,38.39999999999998,19.89999999999992,43,4,0.03219246,0.7670391,0.20076847,6.0,4,1,0.4755938364614756
c000360,conflict,45,316,442.9,471.4,28.5,16.60000000000008,46,4,0.009966898,0.8945217,0.095511414,-1.0,1,2,0.6408063531085453
c000362,conflict,46,316,503.7,534.5,30.80000000000001,12.200000000000044,47,6,0.008305492,0.89660954,0.09508488,0.0,1,1,0.6150727603218199
c000373,conflict,47,317,294.4,328.6,34.200000000000045,14.700000000000044,39,4,0.011907997,0.7969853,0.19110665,-1.0,0,1,0.5422778110404433
c000389,conflict,48,318,259.6,297.9,38.299999999999955,17.199999999999932,48,7,0.022892484,0.79785377,0.17925373,0.6000000000000001,2,1,0.3571463013408985
c000397,conflict,49,319,70.3,115.0,44.7,14.300000000000011,38,7,0.76699793,0.040560335,0.19244173,4.7,3,1,0.4318509232154199
c000400,conflict,50,319,214.3,250.7,36.39999999999998,12.999999999999972,33,5,0.88782424,0.0066538095,0.10552196,1.0,1,0,0.403121322222246
c000406,conflict,51,319,483.5,532.4,48.89999999999998,23.199999999999932,54,4,0.80791533,0.009968718,0.182116,11.0,4,0,0.3860346952364456
c000412,conflict,52,320,139.2,187.6,48.400000000000006,15.699999999999989,41,9,0.8488337,0.01586109,0.13530526,9.0,4,0,0.3706685060383947
c000415,conflict,53,320,303.1,331.2,28.099999999999966,16.299999999999955,51,4,0.8230799,0.031305112,0.14561503,8.0,3,0,0.4790030978321034
c000425,conflict,54,320,750.4,785.9,35.5,15.300000000000068,28,7,0.8828765,0.02328871,0.09383477,12.0,4,0,0.2103234577322167
c000428,conflict,55,321,110.2,134.3,24.10000000000001,16.200000000000003,59,3,0.86702895,0.016140087,0.11683102,10.0,4,0,0.1698547408123622
c000434,conflict,56,321,324.3,378.1,53.80000000000001,15.800000000000011,45,6,0.9799249,0.0076126247,0.01246247,20.5,6,0,0.4500816581133381
c000441,conflict,57,321,672.7,705.9,33.19999999999993,14.399999999999864,44,3,0.9059524,0.008444782,0.08560286,9.0,4,0,0.5290719245600528
c000453,conflict,58,322,449.6,494.0,44.39999999999998,22.799999999999955,71,8,0.008705455,0.87434375,0.1169507,-3.0,1,3,0.4331620069952771
c000463,conflict,59,322,805.4,849.7,44.30000000000007,23.800000000000068,63,4,0.008662864,0.9127932,0.078543894,-8.5,1,3,0.337849313662693
c000464,conflict,60,322,856.5,890.3,33.799999999999955,30.499999999999886,72,3,0.029130641,0.73267436,0.23819497,-3.0,0,2,0.3435426715384622
c000465,conflict,61,322,891.7,904.9,13.199999999999932,13.199999999999932,35,1,0.009219656,0.85515857,0.13562179,0.0,0,0,0.4957273028088397
c000475,conflict,62,323,284.9,311.5,26.600000000000023,14.600000000000025,49,4,0.015070265,0.7412424,0.24368721,-1.0,2,3,0.475089825835575
c000480,conflict,63,323,472.7,489.6,16.900000000000034,13.300000000000011,43,2,0.037276007,0.71525604,0.24746798,-2.0,0,1,0.4006413848110147
c000492,conflict,64,324,201.5,240.5,39.0,14.699999999999989,41,6,0.014949305,0.7432171,0.24183366,-14.0,0,6,0.4900177148409135
c000496,conflict,65,324,360.4,398.8,38.400000000000034,16.100000000000023,49,5,0.010836673,0.82169247,0.16747092,-1.5,1,2,0.2557228880315355
c000506,conflict,66,325,82.1,93.7,11.600000000000009,11.600000000000009,46,1,0.967067,0.009300786,0.023632191,10.5,3,0,0.3729097950855116
c000508,conflict,67,325,117.8,141.5,23.700000000000003,17.400000000000006,60,2,0.8707339,0.009134181,0.1201319,6.5,2,0,0.3730383196314938
c000510,conflict,68,325,169.1,195.6,26.5,15.699999999999989,48,4,0.7042963,0.009579552,0.2861242,5.0,3,1,0.3620890933634368
c000516,conflict,69,325,379.5,401.1,21.600000000000023,21.600000000000023,91,1,0.9586527,0.010605723,0.03074152,18.0,8,1,0.5407849957298311
c000523,conflict,70,325,621.3,631.6,10.300000000000068,10.300000000000068,41,1,0.9006958,0.028401894,0.07090229,10.75,5,1,0.4391248744484328
c000524,conflict,71,325,632.9,648.9,16.0,16.0,58,1,0.97539073,0.0036569373,0.020952374,9.0,2,0,0.5088427102703151
c000525,conflict,72,325,657.0,677.7,20.700000000000045,18.40000000000009,47,2,0.902168,0.015764134,0.082067885,9.0,4,0,0.1834706956698114
c000526,conflict,73,325,685.9,705.9,20.0,20.0,66,1,0.9577786,0.0053293104,0.03689211,5.0,1,1,0.447380885320525
c000528,conflict,74,325,725.9,755.4,29.5,21.600000000000023,51,2,0.8217335,0.016685614,0.1615809,5.6,3,0,0.4598581431334347
c000531,conflict,75,325,801.2,838.1,36.89999999999998,29.699999999999932,79,3,0.94994336,0.0062128226,0.043843742,12.0,6,4,0.5266802133382023
c000548,conflict,76,327,278.8,302.9,24.099999999999966,16.30000000000001,63,2,0.019795693,0.74601007,0.23419425,-4.0,2,2,0.5291233612250671
c000562,conflict,77,328,166.5,196.3,29.80000000000001,20.5,56,3,0.0077513284,0.93052596,0.06172267,-16.5,1,5,0.5073690857984112
c000563,conflict,78,328,198.9,232.4,33.5,28.0,72,2,0.019105034,0.85504586,0.12584908,-6.5,1,5,0.3828377125963483
c000564,conflict,79,328,242.1,282.8,40.70000000000002,40.70000000000002,122,1,0.01589819,0.80760646,0.1764954,-1.0,3,3,0.5349974469221699
c000589,conflict,80,329,210.8,239.2,28.399999999999977,19.89999999999995,40,3,0.017426709,0.835982,0.1465913,-5.0,2,4,0.4457961194478123
c000602,conflict,81,330,26.7,95.2,68.5,19.000000000000007,43,9,0.8243211,0.028197074,0.14748183,4.5,2,1,0.3792506007414478
c000605,conflict,82,330,206.0,244.9,38.900000000000006,19.59999999999999,26,7,0.76202375,0.00638934,0.23158692,2.0,1,0,0.5820041982932483
c000612,conflict,83,330,654.3,692.2,37.90000000000009,15.0,35,6,0.9572105,0.0083816545,0.034407806,9.5,3,0,0.3554939466519986
c000620,conflict,84,331,424.5,444.5,20.0,15.5,39,3,0.04696509,0.72885096,0.22418402,3.0,2,0,0.2431901724559573
c000623,conflict,85,331,515.5,545.1,29.600000000000023,19.600000000000136,66,3,0.015683621,0.7921776,0.19213869,-5.0,0,2,0.5956176869494475
c000627,conflict,86,331,643.1,659.4,16.299999999999955,5.599999999999909,25,2,0.024679402,0.812392,0.16292861,4.5,1,0,0.4389612140851258
c000631,conflict,87,331,741.1,751.2,10.100000000000023,10.100000000000025,43,1,0.008172551,0.7896046,0.20222278,-4.0,0,2,0.4413744883421153
c000642,conflict,88,332,295.2,346.7,51.5,30.299999999999955,84,8,0.8429451,0.023504756,0.1335501,14.5,10,0,0.262386041501637
c000644,conflict,89,332,378.1,410.4,32.299999999999955,9.900000000000034,26,7,0.8199098,0.051503174,0.12858702,7.5,2,0,0.3399733427701288
c000649,conflict,90,332,599.0,621.9,22.899999999999977,18.499999999999886,45,4,0.9269342,0.013104044,0.0599618,15.5,9,2,0.5246563773591552
c000654,conflict,91,332,782.7,800.9,18.199999999999932,16.399999999999977,43,2,0.8817172,0.011672191,0.10661057,6.0,3,0,0.3301670265135505
c000656,conflict,92,332,831.0,861.9,30.899999999999977,17.899999999999977,45,4,0.8122446,0.031823535,0.15593186,11.0,5,1,0.2758483016090605
c000692,conflict,93,334,370.8,390.1,19.30000000000001,17.69999999999999,54,2,0.009435769,0.83620083,0.15436342,-2.0,0,1,0.3950630669472968
c000698,conflict,94,334,550.8,588.3,37.5,23.300000000000068,71,4,0.017171742,0.78895426,0.19387396,-1.9000000000000004,1,1,0.35588126281356
c000704,conflict,95,334,772.1,806.0,33.89999999999998,19.399999999999977,50,3,0.06382792,0.70527,0.23090212,2.0,2,1,0.5193430656197412
c000709,conflict,96,335,45.5,82.4,36.900000000000006,23.200000000000003,70,5,0.9184886,0.0060462398,0.07546516,8.0,4,0,0.3476637692988487
c000717,conflict,97,335,280.5,308.7,28.19999999999999,14.300000000000011,37,6,0.9076573,0.016733984,0.07560874,14.0,4,0,0.2527892001930685
c000724,conflict,98,335,556.4,581.8,25.399999999999977,16.5,50,3,0.97458446,0.0055885487,0.019827042,14.0,6,0,0.3573098535724739
c000725,conflict,99,335,586.0,604.2,18.200000000000045,16.399999999999977,46,2,0.97034556,0.0021721488,0.027482355,6.0,3,1,0.6012739515367451
c000726,conflict,100,335,613.1,623.0,9.899999999999977,6.999999999999886,28,3,0.97579145,0.0021973457,0.022011172,7.5,2,0,0.3548680753492556
c000727,conflict,101,335,633.5,657.9,24.399999999999977,23.5,64,2,0.9218947,0.0063387332,0.07176654,14.0,6,0,0.5288942662252719
c000730,conflict,102,335,756.6,800.2,43.60000000000002,15.999999999999886,40,8,0.88863575,0.017739981,0.09362428,3.0,2,1,0.3892890517341035
c000733,conflict,103,336,168.9,206.6,37.69999999999999,20.69999999999999,49,5,0.018349912,0.79552406,0.18612607,1.0,2,1,0.5660750809902609
c000738,conflict,104,336,393.2,419.0,25.80000000000001,12.699999999999989,45,4,0.013439446,0.8804912,0.10606936,2.5999999999999996,3,2,0.413435326595449
c000742,conflict,105,336,572.3,617.3,45.0,15.699999999999932,41,9,0.03972704,0.7723101,0.18796287,3.0,4,1,0.4261820075831335
c000747,conflict,106,336,776.9,810.3,33.39999999999998,17.399999999999977,47,3,0.009575953,0.81320924,0.17721477,-3.0,0,2,0.3851925852925504
c000750,conflict,107,337,11.6,84.2,72.60000000000001,13.6,40,5,0.827436,0.00843985,0.16412416,6.0,3,0,0.2706682547776549
c000751,conflict,108,337,85.2,99.4,14.200000000000003,14.200000000000005,45,1,0.95660335,0.007519752,0.035876866,14.0,6,0,0.299918098707768
c000758,conflict,109,337,294.4,314.5,20.100000000000023,13.10000000000008,42,3,0.79288244,0.0050309543,0.2020866,7.0,4,0,0.2529747528399979
c000775,conflict,110,337,830.7,848.6,17.899999999999977,15.0,44,2,0.89316756,0.010435387,0.09639705,7.0,4,0,0.408952586770299
c000805,conflict,111,337,1698.7,1729.4,30.700000000000045,16.199999999999818,56,6,0.70631367,0.029903965,0.26378238,2.0,1,1,0.4955630980737504
c000807,conflict,112,337,1749.5,1763.4,13.900000000000091,13.900000000000093,45,1,0.7168188,0.021971554,0.26120958,8.5,3,0,0.5677814508770813
c000809,conflict,113,337,1794.3,1831.7,37.40000000000009,36.30000000000018,116,2,0.8670601,0.017138297,0.11580156,8.0,5,1,0.4025106133348782
c000810,conflict,114,338,0.0,92.6,92.6,20.60000000000001,40,12,0.95687246,0.004172527,0.03895498,12.0,4,0,0.4524098521614539
c000820,conflict,115,338,371.0,399.3,28.30000000000001,16.69999999999999,45,3,0.9578989,0.008507295,0.03359381,13.0,4,0,0.4873867645885978
c000821,conflict,116,338,401.3,411.1,9.800000000000011,9.800000000000011,33,1,0.74957454,0.039147586,0.21127784,4.0,2,1,0.4744658801625885
c000822,conflict,117,338,427.3,450.4,23.099999999999966,19.899999999999977,53,2,0.8459323,0.02730389,0.12676388,12.0,4,0,0.3299577010998201
c000824,conflict,118,338,481.7,514.1,32.400000000000034,21.5,66,3,0.98042023,0.0029514546,0.016628308,26.0,10,0,0.5109073349817679
c000825,conflict,119,338,522.6,542.0,19.399999999999977,19.399999999999977,61,1,0.9756659,0.0058372123,0.018496891,14.0,4,0,0.3547458703488966
c000828,conflict,120,339,45.5,97.0,51.5,19.999999999999993,45,9,0.9489893,0.0067695193,0.044241145,3.5,2,1,0.4359022317175287
c000841,conflict,121,339,623.1,686.2,63.10000000000002,26.300000000000068,45,4,0.955359,0.004944593,0.039696366,6.6,3,0,0.2801273951940847
c000842,conflict,122,339,695.0,724.6,29.600000000000023,21.200000000000045,42,3,0.9264321,0.012044628,0.06152331,7.0,3,1,0.3497626309193911
c000843,conflict,123,339,747.8,776.7,28.90000000000009,27.70000000000016,47,2,0.9472797,0.009175519,0.043544807,15.25,6,0,0.3217271974619279
c000844,conflict,124,339,783.6,821.8,38.19999999999993,26.699999999999932,52,3,0.9863797,0.0042323056,0.00938799,35.5,12,0,0.4137913303493917
c000847,conflict,125,340,104.8,164.3,59.500000000000014,18.00000000000007,48,8,0.011035858,0.8717711,0.11719308,-2.5,1,2,0.6341825200379185
