path,speaker,id
/workspace/data/full/300.wav,300,300
/workspace/data/full/301.wav,301,301
/workspace/data/full/302.wav,302,302
/workspace/data/full/303.wav,303,303
/workspace/data/full/304.wav,304,304
/workspace/data/full/305.wav,305,305
/workspace/data/full/306.wav,306,306
/workspace/data/full/307.wav,307,307
/workspace/data/full/308.wav,308,308
/workspace/data/full/309.wav,309,309
/workspace/data/full/310.wav,310,310
/workspace/data/full/311.wav,311,311
/workspace/data/full/312.wav,312,312
/workspace/data/full/313.wav,313,313
/workspace/data/full/314.wav,314,314
/workspace/data/full/315.wav,315,315
/workspace/data/full/316.wav,316,316
/workspace/data/full/317.wav,317,317
/workspace/data/full/318.wav,318,318
/workspace/data/full/319.wav,319,319
/workspace/data/full/320.wav,320,320
/workspace/data/full/321.wav,321,321
/workspace/data/full/322.wav,322,322
/workspace/data/full/323.wav,323,323
/workspace/data/full/324.wav,324,324
/workspace/data/full/325.wav,325,325
/workspace/data/full/326.wav,326,326
/workspace/data/full/327.wav,327,327
/workspace/data/full/328.wav,328,328
/workspace/data/full/329.wav,329,329
/workspace/data/full/330.wav,330,330
/workspace/data/full/331.wav,331,331
/workspace/data/full/332.wav,332,332
/workspace/data/full/333.wav,333,333
/workspace/data/full/334.wav,334,334
/workspace/data/full/335.wav,335,335
/workspace/data/full/336.wav,336,336
/workspace/data/full/337.wav,337,337
/workspace/data/full/338.wav,338,338
/workspace/data/full/339.wav,339,339
/workspace/data/full/340.wav,340,340
/workspace/data/full/341.wav,341,341
/workspace/data/full/343.wav,343,343
/workspace/data/full/344.wav,344,344
/workspace/data/full/345.wav,345,345
/workspace/data/full/346.wav,346,346
/workspace/data/full/347.wav,347,347
/workspace/data/full/348.wav,348,348
/workspace/data/full/349.wav,349,349
/workspace/data/full/350.wav,350,350
/workspace/data/full/351.wav,351,351
/workspace/data/full/352.wav,352,352
/workspace/data/full/353.wav,353,353
/workspace/data/full/354.wav,354,354
/workspace/data/full/355.wav,355,355
/workspace/data/full/356.wav,356,356
/workspace/data/full/357.wav,357,357
/workspace/data/full/358.wav,358,358
/workspace/data/full/359.wav,359,359
/workspace/data/full/360.wav,360,360
/workspace/data/full/361.wav,361,361
/workspace/data/full/362.wav,362,362
/workspace/data/full/363.wav,363,363
/workspace/data/full/364.wav,364,364
/workspace/data/full/365.wav,365,365
/workspace/data/full/366.wav,366,366
/workspace/data/full/367.wav,367,367
/workspace/data/full/368.wav,368,368
/workspace/data/full/369.wav,369,369
/workspace/data/full/370.wav,370,370
/workspace/data/full/371.wav,371,371
/workspace/data/full/372.wav,372,372
/workspace/data/full/373.wav,373,373
/workspace/data/full/374.wav,374,374
/workspace/data/full/375.wav,375,375
/workspace/data/full/376.wav,376,376
/workspace/data/full/377.wav,377,377
/workspace/data/full/378.wav,378,378
/workspace/data/full/379.wav,379,379
/workspace/data/full/380.wav,380,380
/workspace/data/full/381.wav,381,381
/workspace/data/full/382.wav,382,382
/workspace/data/full/383.wav,383,383
/workspace/data/full/384.wav,384,384
/workspace/data/full/385.wav,385,385
/workspace/data/full/386.wav,386,386
/workspace/data/full/387.wav,387,387
/workspace/data/full/388.wav,388,388
/workspace/data/full/389.wav,389,389
/workspace/data/full/390.wav,390,390
/workspace/data/full/391.wav,391,391
/workspace/data/full/392.wav,392,392
/workspace/data/full/393.wav,393,393
/workspace/data/full/395.wav,395,395
/workspace/data/full/396.wav,396,396
/workspace/data/full/397.wav,397,397
/workspace/data/full/399.wav,399,399
/workspace/data/full/400.wav,400,400
/workspace/data/full/401.wav,401,401
/workspace/data/full/402.wav,402,402
/workspace/data/full/403.wav,403,403
/workspace/data/full/404.wav,404,404
/workspace/data/full/405.wav,405,405
/workspace/data/full/406.wav,406,406
/workspace/data/full/407.wav,407,407
/workspace/data/full/408.wav,408,408
/workspace/data/full/409.wav,409,409
/workspace/data/full/410.wav,410,410
/workspace/data/full/411.wav,411,411
/workspace/data/full/412.wav,412,412
/workspace/data/full/413.wav,413,413
/workspace/data/full/414.wav,414,414
/workspace/data/full/415.wav,415,415
/workspace/data/full/416.wav,416,416
/workspace/data/full/417.wav,417,417
/workspace/data/full/418.wav,418,418
/workspace/data/full/419.wav,419,419
/workspace/data/full/420.wav,420,420
/workspace/data/full/421.wav,421,421
/workspace/data/full/422.wav,422,422
/workspace/data/full/423.wav,423,423
/workspace/data/full/424.wav,424,424
/workspace/data/full/425.wav,425,425
/workspace/data/full/426.wav,426,426
/workspace/data/full/427.wav,427,427
/workspace/data/full/428.wav,428,428
/workspace/data/full/429.wav,429,429
/workspace/data/full/430.wav,430,430
/workspace/data/full/431.wav,431,431
/workspace/data/full/432.wav,432,432
/workspace/data/full/433.wav,433,433
/workspace/data/full/434.wav,434,434
/workspace/data/full/435.wav,435,435
/workspace/data/full/436.wav,436,436
/workspace/data/full/437.wav,437,437
/workspace/data/full/438.wav,438,438
/workspace/data/full/439.wav,439,439
/workspace/data/full/440.wav,440,440
/workspace/data/full/441.wav,441,441
/workspace/data/full/442.wav,442,442
/workspace/data/full/443.wav,443,443
/workspace/data/full/444.wav,444,444
